"Hijos","Edad.Jefe","Edad.Conyuge","Ingresos.totales","Sexo.Jefe","Sexo.Conyuge","Tipo.Union","Region","Trabajo.Jefe","Trabajo.conyuge","Edu.Jefe","Edu.Conyuge","Estrato.vivienda","Uso.tecnologia.Jefe","Uso.tecnologia.conyuge"
"N",73,79,0,"2","1","6","3","4","4","0","0","1","0","0"
"T",42,35,1000000,"1","2","2","3","1","4","1","1","8","0","0"
"T",39,34,2433332,"1","2","6","3","1","1","1","3","1","2","2"
"T",30,23,600000,"1","2","2","3","1","4","1","1","1","2","2"
"T",35,36,994666,"1","2","6","3","1","4","1","1","1","2","2"
"T",40,39,0,"1","2","6","3","1","4","1","1","1","2","2"
"T",43,34,450000,"1","2","2","3","1","4","1","1","1","0","2"
"T",25,29,900000,"1","2","1","3","1","1","1","1","1","2","2"
"T",20,21,150000,"2","1","2","3","4","1","1","1","1","2","2"
"T",51,64,410000,"2","1","2","3","1","1","1","1","1","0","0"
"N",20,26,850000,"2","1","1","3","1","1","1","1","1","2","2"
"N",51,49,800000,"1","2","6","3","1","1","1","1","1","0","0"
"T",22,21,400000,"1","2","1","3","1","4","1","1","1","2","2"
"T",42,45,716666,"1","2","2","3","1","4","0","1","1","0","2"
"T",43,46,500000,"1","2","2","3","1","4","1","1","1","0","0"
"T",61,57,700000,"1","2","2","3","1","4","1","1","1","0","2"
"T",27,21,200000,"1","2","2","3","1","4","3","0","1","2","2"
"N",80,64,300000,"1","2","6","3","5","1","1","1","2","0","0"
"N",60,51,850000,"1","2","6","3","1","4","1","1","1","0","2"
"N",25,26,750000,"1","2","2","3","1","4","1","3","1","2","2"
"N",80,74,1250000,"1","2","6","3","6","4","0","0","1","0","0"
"N",70,51,3950000,"1","2","1","3","1","4","1","0","1","0","0"
"N",72,70,500000,"1","2","6","3","1","4","1","1","1","0","0"
"N",63,60,770833,"1","2","6","3","1","4","1","0","8","0","0"
"T",45,38,991666,"1","2","6","3","1","4","1","1","1","0","0"
"T",38,42,5350000,"2","1","2","3","1","1","1","1","1","0","0"
"T",41,31,2399999,"1","2","2","3","1","1","1","1","1","2","0"
"T",63,70,183332,"2","1","6","3","4","1","1","1","1","0","0"
"T",41,33,2416666,"1","2","6","3","1","4","1","1","1","2","2"
"T",62,54,1800000,"1","2","6","3","1","4","1","1","1","0","0"
"T",35,34,75000,"1","2","2","3","1","4","1","1","1","2","0"
"T",35,37,1683333,"1","2","2","3","1","4","1","1","1","2","2"
"T",40,29,319009,"1","2","2","3","1","4","1","1","1","2","2"
"N",90,88,161666,"1","2","6","3","1","4","0","1","1","0","0"
"T",64,60,896666,"2","1","2","3","4","1","1","1","1","0","0"
"N",68,62,0,"1","2","6","3","4","4","1","1","1","0","0"
"T",58,48,1641666,"1","2","2","3","1","4","1","1","1","2","2"
"T",26,27,1656232,"1","2","2","3","1","1","1","1","1","2","2"
"N",65,59,616666,"1","2","6","3","1","4","1","1","1","0","2"
"T",50,51,1400000,"2","1","2","3","4","1","0","1","1","0","0"
"T",49,47,814000,"1","2","6","3","1","4","0","1","1","2","2"
"T",46,43,1733333,"1","2","2","3","1","4","1","1","1","2","2"
"N",53,66,0,"2","1","2","3","4","5","1","1","1","2","0"
"T",39,42,1050000,"2","1","2","3","4","1","1","1","1","2","2"
"T",69,70,1571666,"1","2","6","3","1","4","1","1","1","0","0"
"T",47,44,848116,"1","2","2","3","1","4","1","1","1","0","2"
"N",65,66,500000,"1","2","6","2","5","4","1","1","2","0","0"
"T",22,18,550000,"1","2","2","2","1","4","1","1","2","0","0"
"T",82,89,33333,"2","1","6","2","5","5","0","1","2","0","0"
"N",63,63,1097125,"1","2","6","2","1","6","1","1","2","0","0"
"T",73,71,200000,"1","2","6","2","5","4","1","0","2","0","0"
"N",81,78,500000,"1","2","6","2","5","4","1","1","2","0","0"
"T",34,33,2758333,"1","2","2","2","1","1","1","1","2","2","2"
"N",60,43,1100000,"1","2","2","2","1","4","1","1","2","2","2"
"T",46,47,1200000,"1","2","6","2","1","4","1","1","2","0","0"
"N",57,57,2166666,"1","2","2","2","6","4","1","1","2","0","0"
"T",50,47,1041666,"1","2","6","2","1","4","1","1","1","0","0"
"N",58,54,1566666,"1","2","6","2","1","1","1","1","1","0","0"
"T",51,26,1000000,"1","2","2","2","1","4","0","1","1","0","0"
"T",30,45,1116666,"1","2","2","2","1","4","1","1","1","0","0"
"N",71,66,1097125,"1","2","6","2","6","4","1","1","1","0","0"
"N",50,50,1700000,"1","2","2","2","1","1","0","1","1","0","0"
"T",42,39,1107333,"2","1","2","2","1","1","1","1","1","1","0"
"T",37,29,1100000,"1","2","2","2","1","4","1","1","1","0","0"
"N",73,57,733333,"1","2","2","2","1","4","1","0","1","0","0"
"N",57,62,1200000,"1","2","2","2","1","4","0","0","1","0","0"
"T",43,31,1100000,"1","2","2","2","1","4","1","0","1","0","0"
"N",76,71,108332,"1","2","6","2","5","4","0","1","1","0","0"
"T",52,47,400000,"1","2","2","2","1","4","1","1","1","0","0"
"N",45,32,1616666,"1","2","2","2","1","1","1","1","1","0","0"
"N",26,22,850000,"1","2","1","2","1","1","1","1","1","2","2"
"N",63,56,1600000,"1","2","6","2","1","4","1","1","1","0","0"
"N",68,56,483332,"1","2","6","2","1","4","1","1","1","0","0"
"T",34,33,800000,"1","2","2","2","1","4","1","1","1","2","2"
"T",29,23,900000,"1","2","2","2","1","4","1","1","1","2","2"
"T",45,44,1034630,"1","2","2","2","1","1","2","3","2","2","2"
"N",43,60,400000,"2","1","2","2","4","1","1","1","1","0","2"
"T",38,40,1100000,"2","1","6","2","1","1","1","1","2","2","2"
"T",39,32,1041666,"1","2","6","2","1","4","3","3","3","2","2"
"T",31,26,1475198,"1","2","2","2","1","2","3","3","2","2","2"
"T",40,49,828116,"2","1","6","2","4","1","1","1","2","2","0"
"T",40,36,2280458,"1","2","6","2","1","1","1","3","2","2","2"
"T",32,33,979616,"1","2","2","2","1","4","1","1","2","2","2"
"T",39,37,1397125,"1","2","6","2","1","1","1","1","2","2","2"
"T",69,64,1428116,"1","2","6","2","1","4","1","1","2","0","0"
"T",54,56,800000,"2","1","6","2","4","1","1","1","2","0","0"
"T",74,78,150000,"2","1","6","2","4","6","1","1","2","0","0"
"T",37,36,1562500,"1","2","6","2","1","1","1","1","1","0","0"
"T",43,43,1000000,"1","2","6","2","1","1","1","1","2","0","0"
"T",36,34,1425148,"1","2","6","2","2","1","1","3","1","2","2"
"T",51,45,2070365,"1","2","6","2","1","1","1","3","1","2","2"
"N",44,44,1397125,"1","2","6","2","1","1","1","1","2","2","0"
"T",55,59,450000,"2","1","6","2","1","2","3","1","2","0","0"
"T",49,51,1697125,"1","2","6","2","1","1","1","3","1","2","2"
"N",46,43,1656232,"1","2","6","2","1","1","3","3","2","2","2"
"T",66,86,0,"2","1","6","2","6","5","1","1","2","0","0"
"T",36,26,2321500,"1","2","6","2","1","4","3","1","2","2","2"
"T",37,34,828214,"1","2","6","2","1","1","1","3","2","2","2"
"T",53,50,98,"1","2","6","2","1","4","1","1","2","2","2"
"T",47,44,1150000,"1","2","6","2","1","4","1","1","2","2","2"
"T",67,60,1671025,"1","2","6","2","6","4","1","1","2","0","0"
"T",63,30,1100000,"1","2","2","2","1","4","1","0","2","0","0"
"N",61,58,1538791,"1","2","6","2","1","1","1","1","2","0","0"
"T",36,42,2133333,"2","1","6","2","1","1","1","1","1","2","0"
"N",49,47,1911449,"1","2","6","2","1","1","1","1","2","0","2"
"T",27,22,300000,"1","2","2","2","4","1","1","1","2","2","0"
"N",34,34,1550000,"1","2","2","2","1","1","1","1","1","0","2"
"N",73,51,300000,"1","2","2","2","1","4","1","1","2","0","0"
"N",48,45,2700000,"1","2","2","2","1","1","3","3","2","2","2"
"T",42,40,1600000,"1","2","2","2","1","4","1","1","1","0","0"
"T",51,57,733333,"2","1","6","2","4","1","1","1","1","0","0"
"T",68,67,300008,"1","2","6","2","1","4","1","1","2","0","0"
"N",54,56,828116,"1","2","6","2","1","4","1","1","2","0","0"
"N",19,24,600000,"2","1","1","2","4","1","1","1","1","0","0"
"T",69,59,1300000,"1","2","6","2","1","4","1","1","2","0","0"
"N",73,70,658333,"1","2","6","2","1","4","1","1","2","0","0"
"N",74,70,913791,"1","2","6","2","6","6","3","1","2","0","0"
"T",33,34,1400000,"1","2","2","2","1","1","1","1","2","0","1"
"T",43,34,828116,"1","2","6","2","1","4","1","1","1","0","0"
"N",32,33,2722032,"1","2","6","2","1","1","3","3","1","2","2"
"T",36,28,1307032,"1","2","6","2","1","4","1","1","3","2","0"
"T",50,47,841666,"1","2","2","2","1","4","1","1","3","2","2"
"T",79,74,0,"1","2","6","2","5","5","1","1","1","0","0"
"T",37,23,1000000,"1","2","2","2","1","4","1","1","1","0","0"
"N",44,44,725000,"1","2","2","2","1","4","1","1","1","1","1"
"T",70,59,25000,"1","2","2","2","4","4","1","1","1","0","0"
"N",20,20,725000,"1","2","2","2","1","4","3","3","3","2","2"
"T",46,32,716666,"1","2","2","2","1","4","1","1","1","1","1"
"T",53,34,1391666,"1","2","2","2","1","4","1","1","1","0","0"
"N",54,54,600000,"1","2","6","2","2","4","1","1","1","0","0"
"T",54,46,875000,"1","2","6","2","1","4","1","1","1","0","0"
"T",55,51,98,"1","2","6","2","1","4","3","1","2","2","2"
"T",48,53,869666,"1","2","2","2","1","4","3","1","2","0","2"
"N",62,67,16666,"1","2","6","2","4","4","1","1","2","0","0"
"T",77,80,2083333,"1","2","6","2","4","4","1","1","2","0","0"
"T",48,39,2333333,"1","2","6","2","1","4","3","3","2","2","2"
"T",54,45,1750000,"1","2","6","2","1","4","1","1","2","0","0"
"T",40,37,122,"1","2","6","2","1","4","1","1","2","2","2"
"T",44,34,1400000,"1","2","2","2","1","4","1","1","2","2","2"
"T",45,40,1800146,"1","2","6","2","1","1","3","3","2","2","2"
"N",80,76,300000,"1","2","6","2","4","4","1","1","2","2","2"
"T",27,30,196,"2","1","2","2","1","1","3","3","2","2","2"
"T",32,31,1100000,"1","2","2","2","1","4","1","1","2","0","0"
"T",49,38,3000000,"1","2","6","2","1","4","1","1","2","2","2"
"T",41,24,900008,"1","2","2","2","1","5","3","3","2","2","2"
"T",55,55,7000000,"1","2","6","2","1","4","1","1","2","2","2"
"N",76,73,1500000,"1","2","6","2","4","4","3","1","2","0","0"
"N",66,65,2000000,"1","2","6","2","4","4","3","1","2","2","0"
"T",38,33,98,"1","2","2","2","1","4","1","3","2","2","2"
"N",62,53,2400016,"1","2","6","2","1","1","1","3","2","0","0"
"T",37,39,98,"1","2","6","2","2","1","1","3","2","2","2"
"T",45,43,1500024,"1","2","6","2","1","4","1","1","2","2","2"
"T",68,60,2000000,"1","2","6","2","4","4","1","0","1","0","0"
"T",46,47,2500024,"1","2","6","2","1","4","3","2","2","2","2"
"T",30,32,2400106,"1","2","2","2","1","1","1","1","2","2","2"
"T",26,33,715008,"2","1","2","2","4","1","1","1","2","2","2"
"N",53,43,2083333,"1","2","6","2","1","1","1","1","8","0","0"
"T",49,43,800000,"1","2","2","2","1","4","1","0","2","0","2"
"T",42,48,828116,"1","2","6","2","1","4","1","1","2","0","2"
"T",22,16,953333,"1","2","1","2","1","4","1","1","2","0","0"
"N",43,52,1300000,"2","1","2","2","4","1","0","1","2","0","2"
"T",49,35,700000,"1","2","2","2","1","4","1","1","2","0","1"
"T",44,39,828116,"1","2","2","2","1","4","1","1","2","0","0"
"T",31,37,1025116,"2","1","2","2","1","1","3","1","1","2","0"
"T",33,35,2669999,"2","1","2","2","1","1","1","1","1","2","2"
"T",42,40,897125,"1","2","2","2","1","4","1","1","1","2","2"
"T",39,36,1548183,"1","2","6","2","1","4","1","2","1","2","2"
"N",74,55,40000,"1","2","6","2","4","4","1","0","1","0","0"
"N",77,50,800000,"1","2","6","2","6","4","0","1","3","0","2"
"T",47,49,1100000,"2","1","6","2","4","1","1","1","1","1","2"
"N",31,28,208333,"1","2","2","2","2","2","3","3","1","2","2"
"T",37,50,8438333,"2","1","2","2","4","1","1","1","2","0","0"
"N",51,72,660000,"2","1","2","2","1","1","1","0","1","0","0"
"T",45,32,1770000,"1","2","6","2","1","1","1","1","2","2","2"
"T",51,30,1166666,"1","2","2","2","1","4","1","1","1","2","2"
"T",51,46,1200000,"1","2","2","2","1","4","1","1","0","2","2"
"N",58,56,166666,"1","2","2","2","5","4","1","1","0","0","0"
"T",56,50,4516666,"1","2","2","2","1","1","1","1","3","2","2"
"T",28,25,828000,"1","2","2","2","1","4","1","1","0","2","2"
"T",30,25,1150000,"1","2","2","2","1","4","1","1","3","2","2"
"N",49,54,7341666,"1","2","2","2","1","4","3","1","1","2","2"
"T",34,37,1050000,"2","1","2","2","4","1","1","1","1","2","0"
"T",33,30,1169000,"1","2","2","2","1","4","1","1","3","2","2"
"N",37,25,1250000,"1","2","2","2","1","1","1","1","8","1","2"
"T",24,23,1725000,"1","2","2","2","1","1","1","1","4","2","2"
"T",34,35,1000000,"1","2","6","2","1","4","1","1","1","2","2"
"T",33,37,540000,"2","1","2","2","1","1","1","1","1","2","2"
"T",29,34,830000,"2","1","2","2","4","1","3","1","1","2","2"
"N",19,15,500000,"1","2","1","2","1","4","1","1","1","2","2"
"N",26,25,1305833,"1","2","2","2","1","4","1","3","4","2","2"
"T",42,38,1875000,"1","2","2","2","1","1","1","1","4","2","2"
"T",46,47,949166,"2","1","2","2","4","1","1","1","1","0","0"
"T",52,56,1441666,"1","2","6","2","1","1","1","1","3","2","0"
"T",30,23,1083333,"1","2","6","2","1","4","1","1","4","0","0"
"T",20,16,1400000,"1","2","2","2","1","1","1","1","2","2","2"
"T",42,44,1278116,"2","1","2","2","1","1","1","1","4","2","2"
"T",36,34,994125,"1","2","2","2","1","4","1","1","1","2","2"
"T",44,40,2491666,"1","2","6","2","1","4","1","1","1","2","2"
"T",27,23,870833,"1","2","1","2","1","4","1","1","1","2","2"
"T",44,35,5862431,"1","2","6","2","1","1","3","3","3","2","2"
"T",24,30,3487500,"2","1","6","2","4","1","3","3","2","2","2"
"T",37,39,1726167,"1","2","2","2","1","1","1","1","2","2","0"
"T",73,70,2039233,"1","2","6","2","6","4","1","1","4","0","2"
"N",28,24,900000,"1","2","2","2","1","4","3","2","2","2","0"
"N",58,53,911449,"1","2","6","2","6","4","1","1","3","0","2"
"N",29,19,1528949,"1","2","1","2","4","1","1","1","3","2","2"
"T",26,25,3625313,"2","1","6","2","1","1","3","3","3","2","2"
"N",28,32,1616948,"2","1","2","2","1","3","3","3","3","2","2"
"T",20,28,2000000,"2","1","2","2","1","1","2","1","2","2","2"
"T",52,38,1800000,"1","2","6","2","1","4","1","1","2","2","2"
"T",47,52,1203745,"1","2","2","2","2","1","1","3","2","2","2"
"T",39,43,1600000,"1","2","6","2","1","4","1","1","2","2","2"
"T",38,31,1174166,"1","2","2","2","1","1","1","1","2","2","2"
"T",36,28,210000,"2","1","2","2","4","1","1","1","1","2","2"
"T",59,52,2000000,"1","2","6","2","1","4","1","1","4","2","2"
"T",39,32,100000,"1","2","1","2","2","4","1","2","1","2","2"
"T",58,37,4225166,"1","2","2","2","1","1","3","1","4","2","2"
"T",38,38,1400000,"1","2","2","2","1","1","1","1","1","2","2"
"N",65,56,4000000,"1","2","6","2","1","1","3","3","3","2","2"
"T",52,28,1658333,"1","2","2","2","1","4","0","1","1","0","1"
"T",30,24,1098333,"1","2","2","2","1","4","1","1","1","0","0"
"N",88,79,33333,"1","2","6","2","4","4","0","0","1","0","0"
"T",43,39,828332,"1","2","6","2","1","4","1","1","1","0","0"
"T",44,35,1523282,"1","2","2","2","1","1","1","1","1","2","0"
"T",68,56,245000,"1","2","6","2","4","4","1","1","2","0","0"
"T",57,37,1475000,"1","2","2","2","2","4","1","1","2","2","2"
"T",83,82,29166,"1","2","6","2","4","4","0","0","2","0","0"
"T",47,46,2500000,"1","2","6","2","1","4","3","1","1","2","2"
"N",59,55,500000,"1","2","6","2","1","4","1","1","2","0","0"
"T",47,41,950000,"1","2","6","2","1","4","0","1","1","0","2"
"T",58,40,187500,"1","2","6","2","1","4","0","1","2","0","0"
"T",20,20,1008333,"1","2","2","2","1","4","1","1","1","2","2"
"T",38,40,416666,"1","2","2","2","1","1","1","1","1","0","0"
"T",50,37,450000,"1","2","2","2","1","4","1","1","2","0","2"
"N",69,64,308333,"1","2","6","2","1","4","0","0","1","0","0"
"T",54,47,675000,"1","2","6","2","1","4","1","1","1","0","2"
"T",21,23,856416,"1","2","2","2","1","4","1","3","2","2","2"
"N",61,60,220000,"1","2","6","2","1","4","1","0","0","0","0"
"N",49,25,712500,"1","2","1","2","1","1","1","1","1","2","2"
"N",55,54,616666,"1","2","2","2","1","4","1","0","1","0","1"
"T",40,38,381666,"1","2","6","2","1","4","1","1","2","1","0"
"T",72,62,0,"1","2","6","2","4","4","0","0","1","0","0"
"T",30,29,850000,"1","2","2","2","1","4","1","1","1","2","2"
"N",56,46,575000,"1","2","6","2","1","4","0","1","2","0","0"
"T",51,46,1053333,"1","2","2","2","1","1","0","1","2","0","1"
"T",63,69,130000,"2","1","6","2","4","1","0","1","2","0","0"
"N",59,21,626666,"2","1","2","2","4","1","0","0","2","0","0"
"N",34,20,400000,"1","2","1","2","1","4","1","1","2","2","2"
"N",27,19,116666,"1","2","1","2","2","4","1","1","0","2","2"
"N",62,63,537499,"1","2","6","2","1","1","1","1","1","0","0"
"T",39,34,1070000,"1","2","2","2","1","1","1","1","2","2","2"
"N",67,77,1025000,"1","2","6","2","1","4","1","1","2","0","0"
"T",53,40,3494911,"1","2","6","2","4","1","1","1","2","2","2"
"N",46,51,5049750,"1","2","6","2","1","4","3","1","3","2","2"
"T",35,20,1120000,"1","2","1","2","1","1","1","2","3","2","2"
"N",63,61,760000,"1","2","6","2","1","4","0","1","3","0","0"
"N",53,56,570833,"1","2","6","2","1","4","1","1","2","0","0"
"T",54,53,300000,"1","2","6","2","1","4","0","0","1","0","0"
"T",31,40,493333,"1","2","2","2","1","4","1","1","1","0","0"
"T",32,27,250000,"1","2","2","2","1","4","1","1","1","0","0"
"T",53,49,454166,"1","2","2","2","1","4","0","1","1","0","0"
"N",71,58,544583,"1","2","6","2","1","4","0","0","1","0","0"
"T",55,50,666666,"1","2","6","2","1","4","1","1","1","0","0"
"T",41,45,666666,"2","1","1","2","4","1","1","1","1","0","0"
"N",31,23,383166,"1","2","2","2","1","4","1","1","1","0","0"
"T",44,33,1000000,"1","2","6","2","1","4","1","1","1","0","0"
"N",60,60,354166,"1","2","6","2","1","4","0","0","1","0","0"
"T",46,43,393333,"1","2","2","2","1","4","0","0","1","0","0"
"N",94,70,415000,"1","2","6","2","1","4","1","1","1","0","0"
"T",25,22,300000,"1","2","6","2","1","4","1","1","1","0","0"
"N",52,42,499999,"1","2","6","2","1","4","0","1","1","0","0"
"T",51,44,591666,"1","2","6","2","1","4","0","1","1","0","0"
"T",35,34,611666,"1","2","6","2","1","4","0","1","8","0","0"
"N",47,43,550000,"1","2","6","2","1","4","1","1","8","0","0"
"T",57,51,453333,"1","2","6","2","1","1","1","1","8","0","0"
"T",27,23,720000,"1","2","2","2","1","4","1","1","8","0","0"
"N",36,25,300000,"1","2","6","2","1","4","1","1","8","0","0"
"N",62,52,546666,"1","2","6","2","1","4","1","1","8","0","0"
"T",49,48,41666,"1","2","6","2","6","4","1","0","2","0","0"
"T",56,46,445000,"1","2","6","2","1","4","1","1","2","0","0"
"T",75,58,440000,"1","2","6","2","1","4","1","1","2","0","0"
"T",36,36,400000,"1","2","6","2","1","4","1","1","0","0","0"
"T",47,52,516666,"1","2","6","2","1","4","0","1","2","0","0"
"T",53,45,250000,"1","2","6","2","1","4","1","1","0","0","0"
"T",43,39,1416666,"1","2","6","2","1","4","1","1","2","2","0"
"N",33,33,755000,"1","2","2","2","1","4","1","1","2","0","0"
"T",66,60,400000,"1","2","6","2","1","4","1","1","2","0","0"
"N",59,42,1651666,"1","2","2","2","1","4","1","1","2","2","2"
"T",70,59,341666,"1","2","6","2","1","4","1","0","2","0","0"
"N",65,62,3750000,"1","2","6","2","1","1","1","3","2","2","2"
"N",23,45,900000,"2","1","2","2","4","1","1","1","2","2","2"
"T",27,25,1428116,"2","1","6","7","4","1","3","3","2","2","2"
"T",62,64,2030000,"1","2","2","7","4","4","3","1","2","2","2"
"T",42,42,904286,"1","2","2","7","1","4","1","1","1","2","2"
"T",30,34,920000,"1","2","2","7","4","1","1","1","2","2","2"
"T",38,36,700000,"1","2","2","7","1","4","1","1","2","0","0"
"T",62,50,6000000,"1","2","6","7","1","4","3","3","2","2","2"
"T",38,36,2803125,"1","2","2","7","1","1","1","1","1","2","2"
"T",58,54,880000,"1","2","2","7","1","4","1","1","2","0","2"
"N",67,64,2166666,"1","2","6","7","6","4","1","1","1","2","2"
"T",42,31,600000,"2","1","2","7","3","1","3","1","2","2","2"
"N",58,52,2000000,"1","2","6","7","1","4","1","1","1","0","0"
"T",66,54,897116,"1","2","6","7","6","4","0","1","2","0","2"
"T",43,45,1013791,"1","2","2","7","1","6","1","1","1","2","2"
"T",64,63,1497000,"1","2","6","7","1","4","1","1","6","2","0"
"T",36,33,1320000,"1","2","2","7","1","1","1","1","1","2","2"
"T",45,39,1094204,"1","2","2","7","1","4","1","1","1","0","0"
"T",48,43,1598584,"1","2","6","7","1","4","1","1","1","2","2"
"T",64,44,1492204,"1","2","2","7","1","1","1","1","1","0","0"
"N",34,49,1200000,"1","2","2","7","1","1","0","0","1","0","0"
"T",36,26,423000,"1","2","2","7","2","1","1","3","1","2","2"
"N",68,66,150000,"1","2","2","7","2","4","1","1","1","0","0"
"T",57,39,919782,"1","2","2","7","1","4","1","1","1","0","2"
"T",77,65,702500,"1","2","6","7","1","4","1","1","2","0","0"
"N",55,66,294166,"1","2","2","7","1","4","1","1","1","0","0"
"N",58,53,480000,"1","2","6","7","1","4","1","1","1","0","0"
"N",57,53,83439,"1","2","6","7","1","4","1","1","2","2","2"
"N",62,56,1993333,"1","2","6","7","6","6","1","1","2","2","2"
"N",48,50,81666,"1","2","6","7","1","4","0","0","1","2","0"
"T",36,35,2400000,"1","2","2","7","1","1","1","1","1","2","2"
"T",55,43,2058332,"1","2","2","7","1","4","1","0","2","2","2"
"T",27,25,800000,"2","1","1","7","4","1","1","1","1","0","0"
"N",50,52,900000,"1","2","6","7","1","4","1","1","1","0","0"
"T",31,27,800000,"1","2","6","7","1","4","3","1","2","2","2"
"N",56,64,1000000,"1","2","2","7","1","4","0","1","2","0","2"
"T",45,47,400000,"1","2","2","7","1","4","1","1","2","0","0"
"T",53,52,83333,"1","2","2","7","6","4","1","1","1","0","2"
"T",40,50,1200000,"2","1","1","7","4","1","1","1","1","2","0"
"T",59,57,953333,"1","2","6","7","1","4","1","1","1","2","2"
"T",44,51,800000,"1","2","6","7","1","4","1","1","1","0","2"
"T",51,47,1080000,"1","2","2","7","1","1","1","1","1","0","2"
"T",30,26,760000,"1","2","2","7","1","4","1","1","1","2","2"
"T",33,25,1200000,"1","2","2","7","1","4","1","1","1","2","2"
"N",62,56,1146666,"1","2","6","7","1","1","0","1","2","0","0"
"N",60,64,8966666,"1","2","6","7","1","4","3","2","1","2","2"
"T",53,26,1120008,"1","2","2","7","1","1","1","1","1","0","2"
"N",60,42,1043666,"1","2","2","7","1","4","1","1","1","0","2"
"T",39,42,1066666,"1","2","2","7","1","4","1","1","1","2","2"
"N",54,48,1000000,"1","2","6","7","1","4","1","3","1","0","2"
"T",34,26,1122243,"1","2","1","7","1","1","1","1","1","2","2"
"T",32,18,1200000,"1","2","6","7","1","4","1","1","1","2","0"
"T",29,28,640000,"2","1","2","7","4","1","0","1","1","0","0"
"T",39,33,400000,"1","2","6","7","1","4","1","1","1","0","0"
"N",26,21,700000,"1","2","2","7","1","4","1","1","1","2","2"
"T",24,20,520000,"1","2","6","7","1","4","1","3","1","2","2"
"T",21,23,500000,"1","2","2","7","1","4","1","3","1","2","0"
"N",72,71,400000,"1","2","2","7","1","1","0","1","1","0","0"
"N",66,57,1230000,"1","2","6","7","1","4","0","1","1","0","0"
"N",63,60,825000,"1","2","6","7","6","4","1","1","1","0","0"
"T",63,62,1325000,"1","2","2","7","6","4","1","1","1","0","0"
"T",59,49,925000,"1","2","6","7","1","4","1","1","1","0","0"
"N",77,64,1383333,"1","2","2","7","4","4","1","1","1","0","2"
"T",43,41,3816666,"2","1","2","4","1","1","3","1","1","2","2"
"T",27,27,2300000,"1","2","2","4","1","1","1","1","1","1","2"
"T",67,49,650000,"1","2","2","4","1","4","1","0","1","0","2"
"N",56,56,2587500,"1","2","6","4","1","4","3","3","1","2","2"
"T",60,55,0,"1","2","2","4","4","3","1","3","1","2","2"
"N",44,46,650000,"1","2","2","4","1","4","1","1","1","0","0"
"T",45,39,2887500,"1","2","2","4","1","1","3","3","1","2","2"
"N",36,45,1000000,"2","1","1","4","1","1","3","1","1","2","2"
"N",58,58,600000,"1","2","6","4","6","1","1","1","1","0","2"
"N",42,48,650000,"1","2","2","4","1","1","1","1","1","2","2"
"T",53,49,1352000,"1","2","6","4","1","1","1","3","1","0","2"
"T",40,40,3841666,"1","2","2","4","1","1","3","3","1","2","2"
"T",42,41,500000,"1","2","6","4","1","4","1","3","1","2","2"
"T",28,27,800000,"1","2","2","4","1","4","1","1","1","2","2"
"T",49,32,700000,"1","2","2","4","1","4","1","3","1","2","2"
"T",43,49,2987500,"2","1","2","4","1","1","1","3","1","2","2"
"T",55,52,800000,"1","2","2","4","1","1","1","1","1","0","2"
"T",52,47,3087500,"1","2","2","4","1","1","1","3","1","0","2"
"T",33,32,1000000,"1","2","2","4","1","1","0","1","1","2","2"
"T",30,33,3352500,"2","1","2","4","1","1","3","3","1","2","2"
"T",48,48,6075000,"1","2","2","4","1","1","3","3","1","2","2"
"N",48,48,2616666,"1","2","2","4","1","1","3","3","1","2","2"
"T",38,34,450000,"1","2","2","4","1","4","1","1","1","0","2"
"T",45,43,600000,"1","2","6","4","1","4","3","1","1","2","2"
"T",48,42,4441666,"1","2","2","4","1","1","3","3","1","2","2"
"T",30,27,2295931,"1","2","2","4","1","4","3","3","1","2","2"
"T",48,45,6016666,"1","2","6","4","1","1","3","3","1","2","2"
"T",37,22,2620833,"1","2","2","4","1","3","3","3","1","2","2"
"T",32,44,850000,"1","2","2","4","1","4","1","1","8","0","0"
"T",49,38,1200000,"2","1","2","4","4","1","1","1","8","0","0"
"N",69,69,850000,"1","2","6","4","1","4","1","1","8","0","0"
"N",48,44,616666,"1","2","2","4","1","4","1","1","8","0","0"
"N",41,38,1300000,"1","2","6","4","1","1","1","1","8","0","0"
"N",55,50,800000,"1","2","6","4","1","4","1","1","8","0","0"
"T",30,27,1600000,"1","2","2","4","1","1","1","1","8","0","0"
"T",61,54,733332,"1","2","2","4","1","6","1","1","8","0","0"
"N",63,67,600000,"1","2","2","4","1","4","1","1","8","0","0"
"T",60,67,533333,"1","2","2","4","1","4","1","0","8","0","0"
"T",42,31,1200000,"1","2","2","4","1","4","1","1","8","0","0"
"T",23,25,800000,"2","1","2","4","4","1","1","1","8","2","2"
"N",18,20,620000,"1","2","2","4","1","4","1","1","8","2","2"
"N",63,62,875000,"1","2","6","4","1","4","1","1","8","0","0"
"T",52,55,750000,"2","1","2","4","1","1","0","1","8","0","0"
"N",43,48,1300000,"2","1","2","4","1","1","1","1","8","0","0"
"T",41,51,1125000,"2","1","2","4","1","1","1","1","8","0","0"
"T",31,20,525000,"1","2","2","4","1","4","0","1","8","0","2"
"T",22,19,1016666,"1","2","2","4","1","1","1","1","8","0","0"
"N",81,73,1000000,"1","2","2","4","1","1","0","1","8","0","0"
"T",46,41,691666,"1","2","2","4","1","4","1","1","8","2","2"
"N",80,63,1188333,"1","2","6","4","1","1","1","1","8","0","0"
