"Hijos","Edad.Jefe","Edad.Conyuge","Ingresos.totales","Sexo.Jefe","Sexo.Conyuge","Tipo.Union","Region","Trabajo.Jefe","Trabajo.conyuge","Edu.Jefe","Edu.Conyuge","Estrato.vivienda","Uso.tecnologia.Jefe","Uso.tecnologia.conyuge"
"T",41,34,800000,"1","2","6","3","1","4","0","0","2","0","0"
"T",42,23,1050000,"1","2","1","3","1","4","1","1","2","2","2"
"N",49,55,16666,"2","1","6","3","4","4","1","1","2","0","0"
"N",49,42,1116666,"1","2","6","3","1","4","1","0","2","0","0"
"N",74,73,600000,"1","2","6","3","1","4","1","1","2","0","0"
"N",65,65,150000,"1","2","6","3","1","4","1","1","2","0","0"
"N",26,22,950000,"1","2","6","3","1","4","1","1","2","0","0"
"T",65,65,350000,"1","2","6","3","1","4","1","1","2","0","0"
"T",68,70,40000,"2","1","2","3","4","1","1","0","2","0","0"
"T",45,50,997074,"1","2","2","3","1","5","1","1","2","0","0"
"N",31,23,1370000,"1","2","2","3","1","1","3","3","2","2","2"
"N",31,31,2160240,"1","2","2","3","1","1","3","3","2","2","2"
"T",44,45,1000000,"1","2","2","3","1","4","1","1","2","0","0"
"T",29,28,1117032,"1","2","2","3","1","4","3","3","2","2","0"
"N",70,64,600000,"1","2","6","3","1","4","1","1","1","2","2"
"N",54,57,800000,"1","2","6","3","1","1","0","1","1","0","0"
"N",75,72,196,"1","2","6","6","1","1","1","1","4","0","0"
"T",50,48,4500000,"1","2","6","6","1","4","1","3","4","2","2"
"T",31,33,8333,"1","2","2","6","6","4","3","1","4","2","2"
"T",42,38,6074999,"1","2","6","6","1","1","3","3","4","2","2"
"T",33,39,2112833,"2","1","2","6","1","1","1","1","2","0","2"
"T",35,36,6000000,"1","2","6","6","1","1","3","3","4","2","2"
"T",18,21,800000,"1","2","2","6","1","3","1","3","2","1","0"
"T",41,46,816000,"1","2","2","9","2","1","1","3","1","0","0"
"N",28,21,500000,"1","2","2","9","1","2","1","1","2","2","2"
"N",66,54,3791666,"1","2","2","9","6","4","3","1","2","2","2"
"T",75,64,913791,"1","2","2","9","6","4","1","1","2","0","0"
"N",39,43,2900000,"1","2","2","9","1","4","1","1","2","2","2"
"T",71,58,1320000,"1","2","6","9","1","4","1","1","2","0","0"
"T",50,59,866666,"2","1","6","9","1","2","1","3","1","0","2"
"T",41,42,3630000,"1","2","2","9","1","1","3","3","2","0","1"
"T",33,39,1100000,"1","2","2","9","1","4","1","1","1","0","0"
"T",32,30,3040000,"2","1","2","9","1","1","1","1","1","0","0"
"T",25,38,198,"2","1","2","9","1","1","1","1","1","0","0"
"T",37,39,1750000,"1","2","2","9","1","4","2","1","1","2","2"
"N",76,54,250000,"1","2","2","9","1","4","1","1","1","0","0"
"T",44,37,700000,"1","2","2","9","4","1","2","1","1","0","0"
"T",45,44,30000,"1","2","6","9","6","4","1","1","1","0","0"
"T",67,68,198,"1","2","2","9","1","1","1","0","1","0","0"
"T",44,49,211666,"2","1","2","9","4","1","0","0","1","0","0"
"T",39,33,2300000,"1","2","2","9","1","4","3","3","1","2","2"
"T",40,37,98,"1","2","2","9","4","1","1","1","1","0","0"
"T",61,55,320833,"1","2","2","9","1","4","1","1","1","0","0"
"N",47,54,0,"1","2","6","9","2","4","1","1","1","2","2"
"T",64,47,7627500,"1","2","6","9","1","4","3","1","1","2","0"
"T",34,36,4075000,"1","2","6","9","1","4","3","1","1","2","2"
"T",25,30,1357500,"1","2","2","9","1","4","1","1","1","0","0"
"N",81,76,0,"1","2","2","9","4","4","1","1","2","0","0"
"T",23,21,840000,"1","2","6","9","1","4","1","1","1","2","2"
"T",26,30,196,"2","1","2","9","1","1","1","1","1","2","2"
"T",32,29,840000,"1","2","6","9","1","4","1","3","1","1","2"
"T",29,20,400000,"1","2","6","9","1","1","1","1","1","0","0"
"T",21,26,1100000,"1","2","2","9","1","1","1","1","1","2","2"
"T",27,35,0,"1","2","2","9","4","4","1","1","1","2","2"
"N",50,47,0,"1","2","2","9","4","4","1","1","1","2","2"
"N",49,46,570000,"1","2","2","9","1","4","1","1","1","0","0"
"N",20,22,0,"1","2","1","9","6","6","1","1","1","1","2"
"N",59,64,75000,"1","2","6","9","6","4","1","0","1","0","0"
"T",49,27,892500,"2","1","2","9","1","1","1","1","1","0","2"
"T",33,17,8000000,"1","2","1","9","1","2","3","1","1","2","2"
"T",28,27,828116,"1","2","2","9","1","4","1","1","1","2","0"
"T",45,56,50000,"1","2","2","9","1","4","1","0","1","0","0"
"N",57,48,90000,"1","2","2","9","1","1","1","0","1","0","0"
"N",21,20,1850000,"2","1","1","9","1","1","1","1","2","0","0"
"T",37,28,4070000,"1","2","6","9","1","2","2","3","2","2","2"
"T",50,27,4180000,"1","2","2","9","1","4","3","3","2","2","2"
"T",18,21,1600000,"2","1","2","9","4","1","1","1","1","0","0"
"N",64,66,1070833,"1","2","6","1","1","4","1","1","1","1","0"
"T",50,52,3194666,"1","2","6","1","1","4","1","1","2","2","1"
"T",57,56,800000,"2","1","6","1","4","1","1","1","2","2","2"
"T",54,48,1175365,"1","2","6","1","1","4","1","1","1","2","2"
"T",36,27,1397000,"1","2","6","1","1","4","1","3","2","2","2"
"N",78,70,9868382,"1","2","6","1","6","4","3","3","6","2","2"
"N",68,45,0,"1","2","2","1","2","4","1","1","1","0","0"
"T",61,56,7735499,"1","2","6","1","1","1","1","3","1","2","2"
"N",74,74,5416666,"1","2","6","1","6","4","3","1","6","2","2"
"N",25,30,841666,"2","1","2","1","4","1","3","1","1","2","2"
"T",51,46,4900000,"1","2","6","1","1","1","1","3","1","2","2"
"N",25,30,933333,"1","2","2","1","4","1","1","3","1","2","2"
"T",40,38,2050833,"1","2","2","1","1","1","1","2","1","2","2"
"N",70,68,2400000,"1","2","6","1","4","4","3","3","4","2","2"
"T",45,33,800000,"2","1","2","1","4","1","1","1","1","0","0"
"T",48,45,100000,"1","2","6","1","2","4","1","1","1","2","2"
"T",37,37,950000,"2","1","2","1","4","1","3","1","1","2","0"
"N",43,43,1200000,"1","2","2","1","1","4","1","1","1","0","0"
"T",57,56,1218449,"2","1","6","1","1","1","1","1","1","0","0"
"T",43,34,1200000,"1","2","1","1","1","1","1","1","1","2","2"
"T",39,31,912500,"1","2","1","1","1","4","1","1","1","2","0"
"T",36,33,1031898,"1","2","1","1","1","4","1","3","1","2","2"
"T",43,47,8937666,"1","2","6","1","1","1","3","3","4","2","2"
"T",23,23,812500,"2","1","2","1","4","1","1","1","1","2","2"
"N",69,62,513333,"1","2","1","1","4","1","1","1","1","0","0"
"T",56,56,3000000,"1","2","6","1","1","4","3","1","4","2","2"
"N",54,46,13829999,"1","2","2","1","1","1","3","3","4","2","2"
"T",80,69,2627963,"1","2","6","1","4","1","2","1","5","0","1"
"N",87,78,2691977,"1","2","6","1","6","4","3","3","6","0","2"
"N",77,68,7791666,"1","2","6","1","4","4","3","3","4","2","2"
"T",67,70,2708333,"2","1","6","1","4","1","3","3","4","2","2"
"T",40,39,825000,"1","2","6","1","4","2","3","3","4","2","2"
"T",34,33,6150000,"1","2","6","1","1","1","3","3","4","2","2"
"T",39,38,6000106,"1","2","6","1","1","4","3","3","4","2","2"
"T",58,54,5000000,"1","2","6","1","1","1","1","3","4","2","2"
"T",49,44,1601782,"2","1","2","1","1","1","1","1","1","2","0"
"T",26,22,987500,"1","2","2","1","1","4","1","1","1","2","2"
"T",22,21,2000000,"2","1","2","1","2","2","1","1","1","2","0"
"T",25,20,1466666,"1","2","2","1","1","4","1","1","1","2","2"
"T",27,28,913000,"1","2","2","1","1","4","1","1","1","1","2"
"T",39,35,6583333,"1","2","2","1","1","4","1","1","1","0","2"
"T",47,43,1133333,"1","2","6","1","1","1","1","1","1","0","0"
"T",41,38,950000,"1","2","2","1","1","4","0","1","1","0","1"
"T",26,29,80000,"2","1","2","1","4","6","1","1","1","2","2"
"T",51,46,1512666,"1","2","2","1","1","1","0","1","1","0","0"
"T",55,40,150000,"1","2","2","1","1","4","1","1","1","0","1"
"T",62,53,300000,"1","2","2","1","1","4","0","1","1","0","0"
"N",60,63,175000,"2","1","2","1","1","2","0","0","1","0","0"
"N",43,46,300000,"1","2","2","1","1","4","1","1","1","2","2"
"T",30,26,1375885,"1","2","2","1","1","1","1","1","1","2","1"
"T",27,18,640000,"1","2","2","1","1","4","1","1","1","0","0"
"T",25,19,300000,"2","1","1","1","4","1","1","1","1","2","1"
"T",54,41,600000,"1","2","6","1","1","4","1","1","1","0","0"
"T",70,64,1687598,"1","2","6","1","1","4","3","3","2","2","2"
"T",46,39,3370008,"1","2","6","1","1","4","3","3","2","2","2"
"T",53,44,5766666,"1","2","6","1","1","1","3","3","2","2","2"
"T",52,51,2991666,"1","2","6","1","2","1","1","3","2","1","2"
"T",57,57,400000,"1","2","2","1","1","4","1","1","2","0","0"
"T",53,58,2429764,"2","1","6","1","1","1","3","2","2","2","2"
"T",72,58,2416666,"1","2","2","1","1","4","3","1","2","0","0"
"T",30,25,1833333,"1","2","2","1","1","4","1","1","1","2","2"
"T",41,24,600000,"1","2","1","1","1","3","1","1","1","0","2"
"T",48,34,800000,"1","2","2","1","1","4","1","1","1","0","0"
"T",44,49,600000,"2","1","2","1","4","1","0","0","0","0","0"
"T",37,40,1116666,"1","2","2","1","1","4","1","1","1","0","2"
"T",20,22,0,"2","1","2","1","4","2","1","1","0","0","0"
"T",29,36,680000,"1","2","2","1","1","4","1","1","1","2","0"
"N",76,70,283333,"1","2","6","1","1","4","1","1","0","0","0"
"T",42,40,233333,"1","2","2","1","1","4","1","1","1","0","0"
"N",54,54,833333,"1","2","2","1","1","4","1","1","0","0","0"
"T",37,37,775000,"1","2","6","1","1","4","1","1","1","0","0"
"T",40,41,720000,"1","2","2","1","1","4","0","0","1","0","0"
"T",35,27,1366135,"1","2","2","1","1","4","1","1","1","2","2"
"T",76,79,910982,"2","1","6","1","4","4","0","1","2","0","0"
"T",68,62,2458000,"1","2","6","1","1","1","3","2","2","0","2"
"T",40,39,1964008,"2","1","2","1","1","1","3","1","1","2","2"
"T",52,52,700000,"2","1","2","1","4","1","1","1","1","2","2"
"T",42,40,1228333,"1","2","6","1","1","2","2","3","1","2","2"
"N",60,51,840616,"1","2","2","1","4","1","1","3","1","2","2"
"T",58,50,1700000,"1","2","2","1","1","1","1","1","1","2","2"
"T",24,29,1240000,"1","2","2","1","1","2","1","1","1","2","2"
"T",47,43,700000,"1","2","2","1","1","4","1","1","1","0","0"
"T",45,42,1170833,"1","2","6","1","1","1","1","3","2","2","2"
"N",53,52,1000000,"1","2","6","1","4","1","3","3","2","2","2"
"N",54,46,993833,"1","2","2","1","2","1","1","2","2","2","2"
"T",27,28,1000000,"1","2","6","1","1","2","1","1","2","2","2"
"T",65,61,3256116,"1","2","6","1","6","4","1","3","2","2","0"
"T",34,35,2395833,"2","1","6","1","1","1","3","3","2","2","2"
"T",51,51,1535814,"2","1","6","1","1","1","1","1","2","2","2"
"N",41,33,50500000,"1","2","6","1","1","4","3","3","6","2","2"
"T",34,35,16416666,"1","2","6","1","1","1","3","3","6","2","2"
"T",63,69,275000,"2","1","2","1","4","5","1","0","2","0","0"
"N",36,32,1517000,"1","2","2","1","1","4","3","1","2","2","2"
"T",46,44,828000,"1","2","6","1","1","4","0","0","2","2","0"
"T",23,23,600000,"1","2","2","1","1","4","1","2","2","2","2"
"T",35,44,860000,"1","2","2","1","2","1","3","1","1","2","2"
"T",27,27,200000,"1","2","2","1","1","4","1","1","2","0","0"
"T",49,46,1432000,"1","2","2","1","1","1","1","3","2","2","2"
"T",50,65,786000,"2","1","2","1","4","1","1","0","1","0","0"
"N",74,72,66666,"1","2","2","1","5","4","0","0","2","0","0"
"N",63,56,99,"1","2","2","1","6","4","1","1","1","0","0"
"T",53,50,98,"1","2","2","1","1","4","1","1","1","0","0"
"T",38,46,250000,"2","1","2","1","4","1","1","1","1","0","0"
"T",37,27,0,"1","2","2","1","2","4","1","1","1","0","0"
"T",38,33,141666,"1","2","2","1","1","4","1","1","0","0","0"
"N",23,27,275000,"1","2","1","1","1","4","1","1","0","0","0"
"T",35,30,404166,"2","1","2","1","4","1","1","1","1","0","0"
"T",24,21,191666,"1","2","2","1","1","4","1","1","0","0","0"
"T",33,29,200000,"1","2","2","1","1","4","1","2","0","2","2"
"T",53,45,924999,"1","2","2","1","1","4","0","1","0","0","0"
"T",51,37,350000,"2","1","2","1","1","2","3","2","2","2","0"
"N",18,20,580000,"2","1","2","1","4","3","1","3","2","2","2"
"T",41,38,1651666,"1","2","2","1","1","4","1","0","1","0","0"
"T",23,23,1101114,"2","1","1","1","4","1","1","1","0","2","2"
"N",20,27,1200000,"2","1","2","1","4","1","1","3","1","2","2"
"T",56,62,200000,"2","1","2","1","4","5","0","0","2","0","0"
"T",59,32,816666,"1","2","2","1","2","4","1","1","1","2","2"
"N",59,56,2332000,"1","2","6","1","1","4","2","3","1","1","1"
"T",36,33,2351750,"2","1","2","1","1","1","1","3","2","2","2"
"N",64,60,433333,"1","2","2","1","1","4","1","1","2","0","0"
"N",38,32,1083332,"2","1","6","1","1","1","2","3","2","2","2"
"T",30,27,1200000,"1","2","2","1","1","4","1","2","2","0","2"
"T",39,32,1276666,"1","2","2","1","1","4","1","1","2","2","1"
"T",26,24,791666,"1","2","2","1","1","4","1","1","2","2","2"
"T",57,45,2926666,"1","2","2","1","1","4","2","1","1","0","0"
"T",35,34,1219166,"1","2","2","1","1","4","1","1","2","0","0"
"T",45,30,2646666,"1","2","2","1","1","1","1","3","2","2","2"
"T",81,61,1100000,"1","2","2","1","6","6","1","1","2","0","0"
"T",54,49,3300000,"1","2","2","1","1","1","1","1","2","0","0"
"N",61,57,2650000,"1","2","6","1","4","4","3","1","3","2","2"
"T",62,60,1283432,"1","2","6","1","1","4","3","3","3","2","0"
"T",78,75,16666,"1","2","6","1","6","4","0","1","3","2","0"
"N",55,66,4000000,"2","1","6","1","1","1","1","2","3","2","2"
"T",35,34,255000,"2","1","6","1","1","1","3","1","1","2","0"
"T",44,48,5660000,"1","2","2","1","1","1","1","0","1","0","0"
"T",28,23,1000000,"1","2","2","1","1","3","3","3","0","0","1"
"T",41,36,1600000,"1","2","2","1","1","4","3","1","0","2","2"
"T",55,50,1320000,"1","2","2","1","1","4","1","1","1","0","0"
"N",33,30,250000,"2","1","2","1","4","2","1","1","0","1","1"
"N",40,57,650000,"1","2","2","1","1","1","1","0","0","0","0"
"N",52,53,2888333,"2","1","6","8","1","1","3","1","2","2","2"
"T",40,43,4687000,"1","2","2","8","1","1","1","0","3","2","2"
"T",49,50,1347050,"1","2","2","8","1","1","1","3","2","2","2"
"T",70,74,2000000,"2","1","6","8","4","1","1","1","2","0","0"
"N",44,36,3731416,"1","2","2","8","1","1","1","3","3","0","2"
"T",85,79,1950000,"1","2","6","8","5","5","1","1","1","0","0"
"T",36,28,1280000,"1","2","2","8","1","1","1","1","1","0","0"
"N",67,66,1097200,"1","2","6","8","1","4","1","1","3","2","0"
"N",70,67,1367500,"1","2","6","8","1","1","1","1","3","0","0"
"T",50,35,7115000,"1","2","6","8","1","1","3","3","2","2","2"
"T",25,21,2338333,"1","2","2","8","1","1","1","1","3","0","0"
"T",37,45,700000,"2","1","2","8","4","6","1","1","1","0","0"
"T",29,29,2791833,"1","2","1","8","1","1","1","1","1","0","2"
"N",65,75,800000,"2","1","2","8","1","1","1","1","1","0","0"
"T",40,39,900000,"1","2","6","1","1","4","1","1","1","2","2"
"T",27,32,800000,"2","1","6","1","4","1","1","1","1","1","2"
"T",36,36,900000,"1","2","6","1","1","4","3","1","1","0","0"
"T",61,56,0,"2","1","6","1","4","6","0","1","1","0","0"
"T",27,23,1166814,"1","2","6","1","1","4","1","1","1","0","2"
"T",33,29,99,"1","2","2","1","1","4","1","1","1","0","0"
"T",50,48,100000,"2","1","2","1","4","1","1","1","1","0","0"
"N",61,61,1000000,"1","2","6","1","1","4","0","1","1","0","0"
"N",59,60,25000,"2","1","2","1","4","2","1","0","1","0","0"
"T",47,44,750000,"1","2","2","1","1","4","1","1","1","0","0"
"T",67,47,250000,"1","2","2","1","4","1","1","1","1","0","0"
"N",64,50,315000,"1","2","2","1","1","4","1","1","0","0","0"
"T",29,19,355000,"1","2","2","1","1","4","1","1","1","0","0"
"N",49,63,490000,"2","1","2","1","4","1","1","0","1","0","0"
"T",55,66,166666,"2","1","2","1","4","1","1","0","0","0","0"
"T",71,61,41666,"1","2","2","1","5","4","1","0","1","0","0"
"T",40,36,650000,"1","2","2","1","1","1","0","1","1","0","0"
"T",40,39,600000,"2","1","2","1","4","1","1","1","1","0","0"
"T",55,44,400000,"1","2","2","1","2","1","1","1","1","0","0"
"N",20,19,450000,"1","2","1","1","1","4","1","3","1","0","0"
"T",39,18,420000,"1","2","2","1","1","3","1","3","1","0","2"
"T",67,56,1200000,"1","2","2","1","1","4","1","1","1","0","0"
"T",29,34,258333,"2","1","2","1","4","4","1","1","1","2","2"
"T",49,47,1100000,"1","2","2","1","1","4","1","1","1","0","0"
"T",50,39,840000,"1","2","2","1","1","4","1","1","1","0","0"
"N",60,50,560000,"1","2","2","1","1","4","1","1","1","0","0"
"T",49,51,1000000,"1","2","2","1","1","4","1","1","1","0","0"
"T",54,55,55000,"2","1","2","1","4","1","1","1","1","0","0"
"T",30,36,897000,"2","1","2","1","4","1","1","1","1","2","2"
"T",26,22,750000,"2","1","2","1","1","1","1","1","1","2","2"
"T",24,28,600000,"2","1","2","1","4","1","1","1","1","2","2"
"T",55,45,650000,"1","2","2","1","1","4","1","1","1","2","2"
"T",58,52,300000,"1","2","2","1","4","1","1","1","1","0","0"
"T",59,54,0,"1","2","6","1","5","4","1","1","1","2","0"
"T",21,27,500000,"2","1","2","1","4","1","3","1","1","0","0"
"T",30,26,600000,"1","2","2","1","1","4","1","3","1","2","2"
"T",38,30,1220000,"1","2","6","1","1","1","1","1","1","2","0"
"T",52,44,150000,"2","1","2","1","4","1","1","1","1","0","2"
"T",25,21,150000,"1","2","2","1","1","4","1","3","1","2","2"
"T",56,25,826000,"1","2","2","1","1","3","1","3","1","2","2"
"T",22,26,0,"2","1","1","1","4","4","1","1","1","0","0"
"T",75,53,25000,"1","2","2","1","4","4","1","1","1","0","0"
"T",23,29,400000,"2","1","2","1","4","1","1","1","1","0","0"
"T",53,51,300000,"1","2","2","1","1","4","1","1","1","0","0"
"T",28,23,600000,"1","2","2","1","1","4","1","1","1","0","0"
"T",46,42,300000,"1","2","6","1","1","4","1","1","1","0","0"
"N",51,42,450000,"1","2","1","1","1","4","1","0","1","0","0"
"T",62,47,400000,"1","2","2","1","1","4","1","0","1","2","2"
"T",29,32,1050000,"1","2","2","1","1","1","1","1","0","2","0"
"T",47,35,1000000,"1","2","2","1","1","4","1","1","1","2","2"
"T",92,63,2191666,"1","2","2","1","6","1","3","1","2","0","2"
"T",43,27,300000,"1","2","2","1","1","4","1","1","1","0","0"
"N",75,68,300000,"1","2","6","1","4","4","1","1","2","0","0"
"T",84,78,8333,"1","2","6","1","5","4","1","1","1","0","0"
"T",40,27,1600000,"1","2","2","1","1","4","1","3","1","2","2"
"T",76,65,600000,"1","2","6","1","1","4","1","1","2","0","0"
"T",58,50,1750000,"1","2","6","1","1","4","3","1","1","2","2"
"T",37,30,1500000,"1","2","2","1","1","4","1","1","1","2","2"
"T",43,38,1895000,"1","2","2","1","1","1","1","3","2","0","2"
"N",70,62,120000,"2","1","2","1","1","1","0","0","1","0","0"
"T",63,57,310000,"1","2","2","1","2","1","0","1","1","0","0"
"T",30,36,700000,"1","2","6","1","1","1","1","1","1","1","0"
"T",65,60,402000,"1","2","6","1","1","1","1","1","1","1","0"
"T",64,53,388333,"1","2","6","1","1","1","1","1","1","0","1"
"T",36,39,600000,"1","2","2","1","1","4","1","1","1","1","0"
"N",27,23,480000,"1","2","6","1","1","4","1","1","1","2","2"
"T",50,50,1500000,"1","2","6","1","1","4","1","1","1","2","0"
"N",39,28,625000,"1","2","2","1","1","1","1","1","1","2","2"
"T",47,45,600000,"1","2","6","1","2","1","1","1","1","1","1"
"T",52,38,1083333,"1","2","2","1","1","4","1","1","1","2","2"
"T",62,42,157082,"1","2","6","1","2","2","1","0","1","0","0"
"N",73,60,433333,"1","2","2","1","1","4","1","1","0","0","0"
"T",57,44,266666,"1","2","2","1","1","4","1","1","1","0","2"
"T",57,44,500000,"1","2","2","1","1","4","1","1","1","0","0"
"N",65,62,150000,"1","2","2","1","1","4","1","1","1","0","0"
"N",60,53,445000,"1","2","6","1","1","1","1","1","2","0","2"
"T",42,33,10340000,"1","2","6","1","1","1","3","3","2","2","2"
"N",65,62,1725000,"1","2","2","1","4","4","1","1","1","0","1"
"T",67,59,1450000,"1","2","6","1","1","4","1","1","1","0","0"
"T",29,29,1475666,"1","2","6","1","1","4","1","1","2","0","0"
"T",27,26,1600000,"1","2","6","1","1","4","1","1","1","2","2"
"T",41,38,3778333,"1","2","6","1","1","1","3","3","1","2","2"
"N",78,71,500000,"1","2","2","1","1","4","0","1","2","2","0"
"T",30,40,2850000,"1","2","2","1","1","4","1","3","2","2","2"
"T",41,38,1408464,"1","2","6","1","1","1","3","3","1","2","2"
"N",50,49,548333,"1","2","2","1","1","1","1","1","1","2","2"
"N",66,64,2800000,"1","2","6","1","1","4","1","1","2","0","0"
"T",53,52,75000,"1","2","6","1","2","4","1","1","2","0","0"
"N",37,30,1100000,"1","2","6","1","1","4","2","3","2","2","0"
"T",50,42,360000,"1","2","6","1","1","4","1","1","1","2","0"
"T",47,44,1480000,"1","2","6","1","1","4","1","3","1","2","2"
"T",28,27,750000,"1","2","6","1","1","4","1","1","1","2","2"
"T",43,40,600000,"1","2","6","1","1","4","1","1","1","0","0"
"N",42,35,16300000,"1","2","2","1","1","1","3","3","2","2","2"
"T",44,39,800000,"1","2","2","1","1","4","1","1","2","2","2"
"T",33,34,1029000,"1","2","2","1","1","4","1","3","2","2","2"
"N",62,57,1408333,"1","2","6","1","3","4","1","1","2","2","2"
"T",27,27,1354166,"1","2","1","1","1","4","3","3","2","2","2"
"T",39,37,99,"1","2","6","1","1","4","3","3","2","2","2"
"N",30,24,4000000,"1","2","2","1","1","1","2","3","1","2","2"
"N",22,20,1600000,"1","2","2","1","3","3","3","3","3","2","2"
"N",54,41,940714,"1","2","2","1","1","1","1","1","3","0","0"
"T",37,32,1524116,"1","2","6","1","1","4","3","2","3","2","2"
"N",39,37,2700000,"1","2","1","1","1","1","3","3","3","2","2"
"T",42,44,1600000,"1","2","2","1","1","1","3","2","2","2","0"
"T",45,36,4083341,"1","2","6","1","1","4","3","3","2","2","2"
"N",60,57,198,"1","2","6","1","1","1","3","3","6","2","2"
"N",48,48,198,"1","2","1","1","1","1","3","3","6","2","2"
"N",82,73,4333333,"1","2","2","1","6","5","3","3","3","1","0"
"T",31,27,99,"1","2","2","1","1","4","1","1","3","2","0"
"T",41,37,2916666,"1","2","2","1","1","1","1","1","2","2","2"
"T",58,39,960000,"1","2","6","1","1","4","1","1","1","0","0"
"T",37,40,4023333,"1","2","2","1","1","1","1","1","2","2","2"
