Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge;Region;Energia;Estrato vivienda;Trabajo Jefe;Trabajo conyuge;Uso tecnologia Jefe;Uso tecnologia conyuge;Edu Jefe;Edu Conyuge;
7221170-1;3;1;1;2;2;6;65;39;3;1;2;1;4;0;0;1;1;
7221171-1;0;1;1;;;4;66;;3;1;2;1;;0;;0;;
7221172-1;0;1;2;;;3;79;;3;1;1;4;;0;;0;;
7221173-1;0;1;1;;;5;20;;3;1;2;1;;2;;1;;
7221178-1;1;1;1;2;2;6;59;56;3;1;2;1;4;2;0;1;1;
7221180-1;1;1;2;;;4;41;;3;1;2;4;;2;;1;;
7221181-1;1;1;2;;;4;58;;3;1;2;1;;0;;1;;
7221183-1;2;1;1;2;2;2;41;29;3;1;1;1;6;2;2;1;3;
7221184-1;0;1;1;2;2;6;83;74;3;1;1;1;4;0;0;1;1;
7221185-1;0;1;2;;;3;85;;3;1;2;5;;0;;0;;
7221186-1;1;1;1;;;4;59;;3;1;1;1;;0;;1;;
7221187-1;1;1;1;2;2;2;40;47;3;1;1;1;4;0;0;1;1;
7221188-1;1;1;1;2;2;2;85;65;3;1;1;4;4;0;0;0;1;
7221189-1;0;1;1;2;2;2;68;63;3;1;1;6;4;0;0;1;1;
7221190-1;0;1;1;;;4;68;;3;1;1;1;;0;;1;;
7221191-1;0;1;1;;;5;80;;3;1;1;5;;0;;1;;
7221192-1;0;1;2;;;4;66;;3;1;1;1;;0;;1;;
7221193-1;1;1;1;2;2;2;50;48;3;1;1;5;4;0;0;1;1;
7221195-1;0;1;2;;;4;68;;3;1;2;4;;0;;1;;
7221196-1;2;1;1;2;2;2;33;51;3;1;1;2;1;1;0;1;1;
7221197-1;0;1;2;;;3;85;;3;1;1;4;;0;;1;;
7221199-1;2;1;1;2;2;2;47;51;3;1;2;1;4;0;0;1;1;
7221200-1;0;1;1;;;5;37;;3;1;1;1;;0;;1;;
7221201-1;0;1;2;2;1;2;56;67;3;1;1;4;1;0;0;1;1;
7221202-1;0;1;1;2;2;2;57;44;3;1;2;1;4;0;0;1;1;
7221203-1;1;1;1;2;2;2;73;52;3;1;2;1;1;0;0;1;1;
7221204-1;2;1;1;;;4;60;;3;1;0;1;;0;;0;;
7221205-1;1;1;1;2;2;2;70;68;3;1;2;1;4;0;0;1;1;
7221206-1;1;1;1;2;2;2;61;33;3;1;2;1;4;0;1;1;1;
7221207-1;0;1;1;;;5;62;;3;1;1;1;;0;;1;;
7221208-1;0;1;2;;;4;55;;3;1;1;1;;0;;1;;
7221209-1;0;1;1;;;5;69;;3;2; ;5;;0;;1;;
7221210-1;0;1;1;;;5;56;;3;1;1;1;;0;;1;;
7221211-1;2;1;2;;;4;45;;3;1;2;1;;0;;1;;
7221213-1;3;1;2;;;5;41;;3;1;1;4;;0;;1;;
7221214-1;1;1;1;2;2;2;70;38;3;2; ;6;1;0;0;0;0;
7221215-1;2;1;1;2;2;6;51;42;3;1;2;1;4;2;2;1;1;
7221216-1;3;1;2;;;2;29;;3;1;1;4;;0;;1;;
7221217-1;2;1;2;2;1;2;28;26;3;1;1;4;1;2;2;1;1;
7221218-1;0;1;1;2;2;2;31;27;3;1;1;1;4;2;2;1;1;
7221221-1;1;1;2;;;4;39;;3;1;1;1;;1;;1;;
7221222-1;0;1;1;2;2;6;73;81;3;1;1;4;5;0;0;1;1;
7221223-1;1;1;1;2;2;2;23;20;3;1;2;1;4;2;2;1;1;
7221224-1;1;1;1;2;2;6;77;61;3;1;1;1;4;0;0;1;1;
7221225-1;0;1;1;;;5;62;;3;1;1;1;;0;;1;;
7221226-1;0;1;1;2;2;2;51;49;3;1;2;1;4;0;0;1;1;
7221227-1;0;1;1;;;5;25;;3;1;1;1;;0;;1;;
7221228-1;3;1;1;2;2;2;31;26;3;1;1;1;4;2;2;1;1;
7221229-1;1;1;1;;;4;60;;3;1;1;1;;0;;1;;
7221230-1;0;1;1;;;4;72;;3;1;2;1;;0;;1;;
7221231-1;0;1;1;2;2;6;52;53;3;1;1;1;4;0;0;1;1;
7221232-1;0;1;1;2;2;2;68;51;3;1;1;1;4;0;0;1;0;
7221233-1;2;1;1;2;2;2;39;29;3;1;1;1;4;0;0;1;1;
7221234-1;0;1;2;2;1;2;16;22;3;1;0;4;1;1;0;1;1;
7221235-1;2;1;1;2;2;2;37;34;3;1;0;1;4;0;0;1;1;
7221236-1;2;1;2;;;4;41;;3;1;1;4;;0;;1;;
7221237-1;0;1;2;;;4;20;;3;1;1;1;;2;;1;;
7221238-1;1;1;2;2;1;2;34;32;3;1;1;4;1;2;2;1;1;
7221239-1;0;1;1;2;2;6;59;53;3;1;2;1;1;0;0;2;2;
7221241-1;0;1;1;;;3;83;;3;1;1;5;;0;;1;;
7221243-1;1;1;1;2;2;2;27;22;3;1;2;1;4;0;2;1;3;
7221244-1;2;1;2;2;1;6;41;49;3;1;1;4;1;2;0;1;0;
7221246-1;2;1;1;2;2;6;54;47;3;1;2;1;4;0;0;1;1;
7221247-1;0;1;1;;;2;26;;3;1;1;1;;2;;1;;
7221249-1;2;1;1;2;2;2;32;30;3;1;1;1;4;0;2;1;1;
7221251-1;0;1;2;;;4;50;;3;1;2;4;;0;;1;;
7221252-1;1;1;2;;;4;52;;3;1;1;1;;0;;1;;
7221253-1;0;1;1;;;4;38;;3;1;1;1;;2;;1;;
7221255-1;1;1;2;2;1;2;43;33;3;1;1;4;1;0;0;1;1;
7221256-1;0;1;1;2;2;2;51;48;3;1;1;1;1;0;2;0;1;
7221258-1;0;1;1;2;2;2;43;38;3;1;1;1;4;2;2;1;1;
7221260-1;1;1;2;2;1;6;79;80;3;1;1;4;5;0;0;1;1;
7221261-1;1;1;1;2;2;2;61;55;3;1;1;1;4;0;0;0;1;
7221262-1;3;1;2;2;1;2;35;54;3;1;1;1;1;2;0;1;1;
7221264-1;0;1;1;2;2;6;61;54;3;1;1;1;4;0;0;1;1;
7221265-1;2;1;2;2;1;2;19;22;3;1;1;4;1;2;2;1;1;
7221267-1;1;1;1;2;2;2;50;56;3;1;2;1;4;0;0;1;1;
7221268-1;2;1;1;2;2;6;76;38;3;1;2;1;4;0;0;0;1;
7221269-1;1;1;2;2;1;2;26;26;3;1;2;4;1;2;2;3;1;
7221270-1;0;1;1;;;3;58;;3;1;2;1;;2;;1;;
7221271-1;1;1;1;2;2;6;51;50;3;1;1;1;4;0;0;0;1;
7221272-1;1;1;1;2;2;2;39;31;3;1;1;1;4;1;2;1;1;
7221273-1;1;1;1;2;2;1;55;24;3;1;2;1;4;0;0;1;1;
7221274-1;1;1;2;;;6;85;;3;1;2;1;;0;;1;;
7221275-1;0;1;1;;;4;86;;3;1;1;5;;0;;1;;
7221276-1;2;1;1;2;2;6;56;56;3;1;2;1;4;2;0;1;1;
7221277-1;2;1;2;;;2;31;;3;1;2;4;;2;;1;;
7221278-1;0;1;1;2;2;2;43;44;3;1;1;1;4;2;2;1;1;
7221279-1;0;1;1;;;6;55;;3;1;1;1;;0;;1;;
7221281-1;0;1;2;;;4;73;;3;1;2;4;;0;;1;;
7221282-1;0;1;2;;;4;38;;3;1;2;1;;0;;1;;
7221284-1;2;1;1;2;2;2;56;44;3;1;1;1;4;0;0;0;1;
7221285-1;1;1;1;2;2;2;52;46;3;1;1;1;4;0;0;1;1;
7221287-1;1;1;1;2;2;2;57;57;3;1;1;1;4;0;0;1;1;
7221288-1;0;1;1;2;2;2;74;68;3;1;1;1;4;0;0;1;1;
7221290-1;0;1;1;2;2;6;54;47;3;1;2;1;4;0;0;1;1;
7221291-1;0;1;1;2;2;6;64;67;3;1;2;1;4;0;0;1;1;
7221292-1;2;1;1;2;2;2;44;34;3;1;2;1;4;0;0;1;1;
7221293-1;0;1;1;2;2;6;65;61;3;1;2;1;4;0;0;1;1;
7221294-1;0;1;1;2;2;2;74;65;3;1;1;1;4;0;0;1;1;
7221295-1;0;1;1;;;4;46;;3;1;1;1;;2;;1;;
7221296-1;2;1;2;2;1;2;37;39;3;1;1;4;1;0;0;1;1;
7221297-1;0;1;2;;;4;54;;3;1;1;4;;0;;1;;
7221298-1;0;1;1;2;2;6;58;53;3;1;2;1;4;0;0;1;1;
7221299-1;1;1;2;;;2;33;;3;1;2;4;;0;;1;;
7221300-1;0;1;1;2;2;6;68;68;3;1;2;1;5;0;0;1;0;
7221301-1;2;1;1;2;2;2;40;24;3;1;1;1;4;0;0;0;1;
7221302-1;0;1;1;2;2;2;53;46;3;1;1;1;4;0;0;1;1;
7221304-1;2;1;2;;;4;33;;3;1;2;1;;2;;1;;
7221305-1;2;1;1;2;2;2;47;30;3;1;2;1;4;2;2;1;3;
7221306-1;3;1;1;2;2;6;35;27;3;1;1;1;4;0;0;1;1;
7221307-1;0;1;2;2;1;6;61;70;3;1;2;1;1;0;0;1;1;
7221308-1;1;1;1;2;2;6;40;39;3;1;2;1;4;2;1;1;1;
7221309-1;0;1;1;2;2;6;57;53;3;1;2;1;4;2;2;1;1;
7221310-1;3;1;1;2;2;6;38;41;3;1;2;1;4;0;0;1;1;
7221311-1;0;1;1;2;2;2;43;16;3;1;2;1;4;2;2;1;3;
7221312-1;1;1;2;;;3;66;;3;1;2;4;;0;;1;;
7221314-1;0;1;1;;;5;24;;3;1;2;3;;2;;3;;
7221315-1;0;1;2;;;6;55;;3;1;2;1;;2;;3;;
7221316-1;1;1;1;2;2;2;43;30;3;1;2;1;4;0;2;1;1;
7221318-1;1;1;1;2;2;2;37;30;3;1;1;1;4;2;2;1;1;
7221319-1;1;1;1;2;2;6;65;54;3;1;2;1;4;0;0;1;1;
7221320-1;0;1;1;;;5;83;;3;1;1;4;;0;;1;;
7221321-1;1;1;2;;;4;45;;3;1;2;1;;0;;1;;
7221322-1;0;1;1;2;2;6;76;74;3;1;1;6;4;0;0;1;1;
7221323-1;1;1;1;2;2;2;26;17;3;1;2;1;4;0;2;1;1;
7221324-1;1;1;1;2;2;2;60;36;3;1;1;1;4;0;2;0;1;
7221325-1;0;1;1;;;6;49;;3;1;2;1;;2;;1;;
7221326-1;0;1;2;;;6;52;;3;1;2;4;;2;;1;;
7221327-1;0;1;2;;;3;71;;3;1;2;4;;0;;1;;
7221329-1;0;1;1;2;2;6;56;54;3;1;1;1;4;0;0;1;1;
7221330-1;0;1;1;;;5;69;;3;1;2;4;;2;;1;;
7221331-1;1;1;1;2;2;6;54;48;3;1;1;1;4;2;2;1;3;
7221332-1;1;1;1;2;2;6;28;25;3;1;2;1;1;2;2;1;1;
7221333-1;1;1;1;2;2;6;60;33;3;1;2;5;4;0;0;1;0;
7221334-1;0;1;1;2;2;6;54;55;3;1;2;6;4;0;0;1;1;
7221335-1;0;1;1;;;4;50;;3;1;2;1;;0;;1;;
7221336-1;1;1;1;;;6;64;;3;1;1;1;;0;;0;;
7221337-1;2;1;1;2;2;6;46;44;3;1;2;1;4;0;0;1;1;
7221339-1;2;1;1;2;2;2;42;35;3;1;2;1;4;2;0;1;1;
7221340-1;2;1;1;2;2;2;33;28;3;1;2;1;6;2;2;1;1;
7221341-1;0;1;1;2;2;6;64;60;3;1;2;1;4;0;0;1;1;
7221342-1;0;1;2;;;5;54;;3;1;2;1;;2;;1;;
7221343-1;2;1;1;2;2;2;45;39;3;1;2;1;4;0;2;1;1;
7221344-1;1;1;1;2;2;2;48;47;3;1;2;1;4;0;0;1;1;
7221345-1;0;1;1;;;2;25;;3;1;2;1;;2;;1;;
7221346-1;0;1;2;;;4;44;;3;1;1;1;;2;;1;;
7221347-1;2;1;1;2;2;2;30;27;3;1;1;1;1;1;1;1;1;
7221348-1;3;1;1;2;2;6;46;41;3;1;2;1;4;2;2;1;1;
7221349-1;1;1;1;2;2;2;44;28;3;1;1;1;4;2;2;1;1;
7221350-1;1;1;1;2;2;6;71;53;3;1;2;1;4;0;0;1;1;
7221351-1;1;1;1;;;5;48;;3;1;2;1;;1;;1;;
7221352-1;2;1;1;2;2;2;49;43;3;1;2;1;1;0;0;1;1;
7221353-1;2;1;1;2;2;6;45;53;3;1;2;1;4;2;2;1;1;
7221354-1;2;1;1;2;2;2;41;36;3;1;2;1;4;0;2;1;1;
7221355-1;0;1;1;2;2;6;51;52;3;1;2;1;1;0;0;1;1;
7221356-1;0;1;1;;;3;89;;3;1;1;5;;0;;0;;
7221357-1;0;1;1;2;2;6;91;72;3;1;1;1;4;0;0;1;1;
7221358-1;1;1;1;2;2;6;50;46;3;1;2;1;4;0;0;0;1;
7221359-1;2;1;2;;;4;35;;3;1;1;2;;0;;1;;
7221360-1;0;1;2;;;3;79;;3;1;1;1;;0;;0;;
7221361-1;0;1;2;;;4;71;;3;1;1;5;;0;;1;;
7221362-1;0;1;1;;;6;35;;3;1;2;1;;2;;1;;
7221363-1;0;1;1;;;4;60;;3;1;1;1;;0;;1;;
7221364-1;1;1;1;2;2;1;28;19;3;1;2;1;1;1;1;1;1;
7221368-1;1;1;1;2;2;6;51;51;3;1;2;1;4;2;2;1;1;
7221369-1;0;1;2;;;4;78;;3;1;1;4;;0;;1;;
7221370-1;0;1;2;;;3;80;;3;1;1;4;;0;;1;;
7221371-1;0;1;2;2;1;6;63;69;3;1;1;4;1;0;0;1;1;
7221372-1;1;1;1;2;2;6;79;68;3;1;2;5;4;0;0;1;1;
7221373-1;0;1;1;2;2;6;74;70;3;1;2;1;1;0;0;1;1;
7221374-1;1;1;1;2;2;2;30;21;3;1;2;1;4;0;0;1;1;
7221375-1;2;1;1;2;2;6;48;47;3;1;2;1;4;0;0;1;1;
7221376-1;1;1;1;2;2;6;63;58;3;1;1;5;1;0;0;1;1;
7221377-1;1;1;1;2;2;2;63;53;3;1;2;1;4;0;2;1;1;
7221378-1;2;1;1;2;2;6;41;37;3;1;2;1;4;2;0;1;1;
7221379-1;0;1;1;2;2;6;82;72;3;1;2;5;4;0;0;1;1;
7221380-1;1;1;1;2;2;6;32;25;3;1;2;1;4;2;1;1;1;
7221381-1;2;1;1;2;2;6;68;66;3;1;2;1;4;0;0;1;1;
7221382-1;1;1;1;2;2;2;35;34;3;1;2;1;1;2;2;1;1;
7221383-1;0;1;2;;;5;62;;3;1;2;4;;2;;0;;
7221384-1;0;1;1;2;2;6;72;67;3;1;2;1;1;0;1;1;1;
7221385-1;2;1;1;2;2;2;43;38;3;1;2;6;4;2;2;1;1;
7221387-1;2;1;1;;;4;57;;3;1;1;1;;0;;0;;
7221388-1;0;1;1;;;4;41;;3;1;1;1;;2;;1;;
7221389-1;0;1;1;2;2;6;43;37;3;1;2;1;1;2;2;3;3;
7221390-1;2;1;1;2;2;6;40;36;3;1;5;1;6;2;2;1;1;
7221391-1;2;1;1;2;2;6;53;38;3;1;5;1;1;2;2;3;3;
7221392-1;2;1;1;2;2;6;40;35;3;1;4;1;6;2;2;3;3;
7221393-1;0;1;2;;;3;66;;3;1;2;4;;2;;1;;
7221394-1;3;1;2;2;1;6;53;52;3;1;3;1;2;2;2;3;1;
7221395-1;1;1;2;;;4;32;;3;1;3;1;;2;;3;;
7221396-1;1;1;1;2;2;2;35;25;3;1;4;1;1;2;2;1;3;
7221397-1;0;1;1;;;5;23;;3;1;4;1;;2;;3;;
7221398-1;0;1;2;;;5;38;;3;1;3;1;;2;;3;;
7221399-1;2;1;2;2;1;2;39;40;3;1;3;1;1;2;2;3;1;
7221400-1;0;1;1;2;2;2;85;65;3;1;2;1;4;0;0;1;0;
7221401-1;0;1;1;2;2;6;55;59;3;1;3;1;4;2;2;1;1;
7221402-1;0;1;1;;;5;20;;3;1;4;1;;2;;1;;
7221403-1;1;1;1;2;2;6;65;62;3;1;5;1;1;2;2;2;1;
7221404-1;1;1;2;;;3;65;;3;1;4;4;;0;;1;;
7221405-1;0;1;2;;;5;63;;3;1;3;1;;2;;1;;
7221406-1;2;1;2;;;3;34;;3;1;2;1;;2;;1;;
7221407-1;0;1;2;;;3;71;;3;1;1;4;;0;;1;;
7221408-1;0;1;1;;;5;22;;3;1;1;2;;2;;1;;
7221409-1;0;1;1;;;4;54;;3;1;3;1;;2;;1;;
7221410-1;1;1;2;;;5;27;;3;1;3;1;;2;;1;;
7221411-1;0;1;2;;;5;29;;3;1;3;1;;2;;3;;
7221412-1;1;1;2;;;4;65;;3;1;3;4;;2;;1;;
7221413-1;0;1;1;;;4;55;;3;1;3;1;;2;;1;;
7221414-1;0;1;1;;;4;75;;3;1;5;1;;2;;3;;
7221415-1;0;1;2;;;5;66;;3;1;5;4;;2;;1;;
7221416-1;0;1;2;;;3;79;;3;1;3;4;;0;;1;;
7221417-1;0;1;1;;;5;27;;3;1;5;1;;2;;3;;
7221418-1;1;1;1;2;2;6;35;39;3;1;3;1;1;2;2;1;3;
7221419-1;0;1;2;;;4;53;;3;1;3;1;;0;;1;;
7221420-1;1;1;2;;;3;62;;3;1;4;4;;0;;1;;
7221421-1;0;1;1;2;2;1;29;23;3;1;1;1;3;2;2;1;3;
7221422-1;3;1;1;2;2;2;50;47;3;1;1;2;4;2;2;1;1;
7221423-1;2;1;1;2;2;2;47;32;3;1;1;1;4;2;2;1;1;
7221424-1;2;1;1;2;2;2;51;49;3;1;1;1;4;2;2;1;1;
7221425-1;1;1;1;2;2;6;42;34;3;1;4;1;1;2;2;3;3;
7221426-1;1;1;1;2;2;2;46;33;3;1;3;1;1;2;2;3;3;
7221427-1;1;1;1;2;2;6;37;37;3;1;4;1;1;2;2;3;3;
7221428-1;1;1;1;2;2;6;47;45;3;1;4;1;1;2;2;1;3;
7221429-1;1;1;1;2;2;2;40;29;3;1;1;1;1;2;2;2;1;
7221430-1;1;1;2;;;2;55;;3;1;2;1;;2;;1;;
7221431-1;0;1;2;;;5;29;;3;1;2;1;;2;;2;;
7221432-1;0;1;1;;;4;59;;3;1;3;1;;2;;1;;
7221433-1;0;1;1;;;4;56;;3;1;3;1;;2;;3;;
7221434-1;2;1;1;2;2;2;26;23;3;1;3;1;4;2;2;1;1;
7221435-1;0;1;1;;;4;38;;3;1;4;1;;2;;3;;
7221436-1;1;1;1;2;2;6;60;50;3;1;2;4;4;2;2;1;1;
7221437-1;0;1;2;;;4;54;;3;1;4;1;;2;;3;;
7221438-1;0;1;2;;;5;68;;3;1;5;4;;2;;1;;
7221439-1;1;1;1;2;2;2;52;45;3;1;3;1;1;2;2;1;1;
7221440-1;0;1;1;2;2;6;68;67;3;1;5;4;4;0;2;3;3;
7221441-1;0;1;1;2;2;6;84;77;3;1;3;6;4;0;2;1;1;
7221442-1;0;1;1;;;5;41;;3;1;3;1;;2;;1;;
7221443-1;0;1;2;;;6;61;;3;1;5;1;;2;;2;;
7221444-1;1;1;2;;;4;56;;3;1;3;4;;2;;1;;
7221445-1;0;1;1;2;2;6;67;68;3;1;3;6;4;2;2;3;1;
7221446-1;1;1;1;2;2;6;34;40;3;1;1;1;1;0;0;3;1;
7221447-1;3;1;1;2;2;6;64;64;3;1;2;6;4;0;2;1;1;
7221448-1;0;1;2;2;1;2;27;35;3;1;3;1;1;2;2;1;1;
7221449-1;1;1;1;2;2;2;30;26;3;1;2;1;1;2;2;1;1;
7221450-1;2;1;2;2;1;6;51;55;3;1;2;4;1;2;2;3;1;
7221451-1;2;1;2;;;4;46;;3;1;3;1;;2;;1;;
7221452-1;0;1;1;2;2;2;41;45;3;1;5;1;1;2;2;1;3;
7221453-1;1;1;1;2;2;2;66;53;3;1;5;4;6;2;2;1;1;
7221454-1;2;1;2;;;4;27;;3;1;3;1;;2;;1;;
7221455-1;1;1;1;2;2;6;60;57;3;1;3;1;4;0;2;1;1;
7221456-1;0;1;2;;;5;27;;3;1;2;1;;2;;1;;
7221457-1;2;1;2;;;6;40;;3;1;2;1;;2;;3;;
7221458-1;0;1;1;;;5;23;;3;1;6;3;;2;;3;;
7221459-1;2;1;1;2;2;6;49;51;3;1;6;1;1;2;2;3;3;
7221461-1;0;1;1;2;2;6;55;51;3;1;1;1;4;0;0;1;1;
7221462-1;1;1;1;2;2;6;21;17;3;1;1;1;4;0;0;1;1;
7221465-1;1;1;1;2;2;6;37;35;6;1;3;1;1;2;2;2;3;
7221466-1;0;1;1;;;5;62;;6;1;3;4;;0;;1;;
7221467-1;0;1;2;2;1;6;51;47;6;1;2;4;1;0;0;1;1;
7221468-1;0;1;2;;;4;66;;6;1;2;6;;0;;1;;
7221469-1;5;1;2;2;1;2;44;42;6;1;2;1;1;2;2;1;1;
7221471-1;0;1;2;;;4;54;;6;1;3;1;;2;;1;;
7221473-1;3;1;1;2;2;6;33;28;6;1;3;1;4;2;2;1;1;
7221474-1;1;1;1;2;2;6;47;52;6;1;2;1;4;2;2;1;1;
7221475-1;1;1;1;2;2;2;51;55;6;1;2;1;4;0;2;1;1;
7221476-1;1;1;1;;;6;82;;6;1;2;6;;0;;1;;
7221477-1;1;1;2;;;3;67;;6;1;2;4;;0;;0;;
7221478-1;0;1;1;;;5;66;;6;1;4;1;;0;;3;;
7221479-1;0;1;1;;;5;30;;6;1;2;1;;2;;1;;
7221480-1;0;1;1;;;5;49;;6;1;2;4;;2;;1;;
7221481-1;0;1;2;;;5;28;;6;1;2;3;;2;;3;;
7221482-1;2;1;1;2;2;2;64;48;6;1;2;5;4;2;2;1;1;
7221483-1;1;1;1;2;2;2;32;33;6;1;2;1;1;0;0;1;1;
7221484-1;0;1;2;;;5;27;;6;1;2;1;;0;;3;;
7221485-1;1;1;2;;;5;34;;6;1;2;1;;2;;2;;
7221486-1;0;1;2;;;3;67;;6;1;3;4;;0;;1;;
7221487-1;0;1;1;;;5;39;;6;1;2;1;;2;;1;;
7221488-1;0;1;2;;;5;64;;6;1;4;4;;2;;3;;
7221489-1;2;1;1;2;2;6;43;35;6;1;3;1;4;2;2;3;3;
7221491-1;1;1;1;2;2;6;49;42;6;1;3;1;4;2;2;1;3;
7221492-1;1;1;2;2;1;2;50;30;6;1;3;1;1;0;0;1;1;
7221493-1;2;1;2;;;5;60;;6;1;3;5;;0;;1;;
7221494-1;1;1;2;;;5;59;;6;1;3;4;;2;;1;;
7221495-1;2;1;2;;;4;47;;6;1;3;4;;2;;1;;
7221496-1;2;1;2;;;5;47;;6;1;3;1;;2;;3;;
7221498-1;0;1;1;;;5;57;;6;1;3;6;;0;;3;;
7221500-1;0;1;2;2;1;2;29;32;6;1;2;1;1;2;2;3;2;
7221501-1;1;1;2;;;3;57;;6;1;3;1;;2;;1;;
7221502-1;2;1;2;;;4;47;;6;1;3;1;;2;;1;;
7221503-1;0;1;2;;;3;60;;6;1;3;4;;0;;1;;
7221504-1;0;1;2;;;5;58;;6;1;3;4;;0;;1;;
7221505-1;0;1;2;;;5;28;;6;1;1;1;;2;;1;;
7221506-1;3;1;1;2;2;6;62;57;6;1;4;1;4;2;2;1;1;
7221507-1;0;1;1;2;2;6;49;43;6;1;4;1;1;2;2;3;3;
7221508-1;0;1;2;;;5;25;;6;1;4;3;;2;;3;;
7221509-1;2;1;1;2;2;6;38;34;6;1;4;1;1;2;2;3;3;
7221510-1;1;1;1;2;2;6;59;58;6;1;4;1;1;2;2;1;1;
7221511-1;1;1;1;2;2;2;41;28;6;1;3;1;3;2;2;2;3;
7221512-1;1;1;1;2;2;2;43;31;6;1;3;5;4;2;2;3;3;
7221529-1;0;1;1;2;2;6;66;65;6;1;2;1;4;0;0;0;1;
7221531-1;0;1;2;2;1;2;43;52;6;1;2;1;1;2;0;1;1;
7221532-1;1;1;2;;;5;79;;1;1;2;4;;0;;1;;
7221534-1;3;1;2;;;3;87;;1;1;3;4;;0;;1;;
7221535-1;1;1;2;2;1;2;63;60;1;1;1;4;4;0;0;1;0;
7221536-1;0;1;2;;;3;58;;1;1;6;1;;0;;1;;
7221537-1;0;1;1;2;2;6;58;56;1;1;1;1;4;2;2;1;1;
7221538-1;3;1;2;2;1;2;25;35;1;1;1;2;1;2;0;1;0;
7221542-1;2;1;1;2;2;2;49;37;1;1;1;2;1;0;0;1;1;
7221543-1;3;1;1;2;2;2;24;24;1;1;1;1;4;0;0;1;1;
7221544-1;0;1;1;2;2;2;49;42;1;1;0;1;4;0;0;1;1;
7221545-1;6;1;1;2;2;2;53;33;1;1;1;1;4;0;0;1;1;
7221546-1;1;1;2;2;1;2;28;35;1;1;1;4;1;2;2;1;1;
7221548-1;0;1;1;;;5;61;;1;1;1;1;;0;;0;;
7221549-1;3;1;1;2;2;6;32;23;1;1;1;1;4;0;0;1;1;
7221550-1;2;1;2;;;4;54;;1;1;0;4;;0;;1;;
7221551-1;3;1;2;;;4;32;;1;1;1;1;;2;;1;;
7221552-1;2;1;1;2;2;2;65;32;1;1;0;6;4;0;0;1;1;
7221553-1;2;1;2;;;2;38;;1;1;1;1;;2;;1;;
7221554-1;0;1;1;2;2;2;43;43;1;1;0;1;4;2;0;1;1;
7221555-1;2;1;1;2;2;2;36;30;1;1;0;1;4;0;0;1;1;
7221556-1;0;1;1;;;2;68;;1;1;0;1;;0;;1;;
7221557-1;1;1;2;;;4;66;;1;1;0;4;;0;;1;;
7221558-1;1;1;1;2;2;2;59;45;1;1;1;1;1;0;1;1;1;
7221559-1;3;1;1;2;2;2;52;34;1;1;0;1;4;0;2;1;1;
7221560-1;0;1;2;;;4;49;;1;1;1;4;;0;;1;;
7221561-1;3;1;1;2;2;2;46;45;1;1;0;1;4;0;2;1;1;
7221562-1;1;1;1;2;2;2;27;19;1;1;0;1;4;2;2;1;2;
7221563-1;2;1;1;2;2;2;48;31;1;1;0;1;4;0;2;1;1;
7221564-1;0;1;2;2;1;2;77;79;1;1;1;4;6;0;0;1;0;
7221565-1;1;1;1;2;2;2;30;31;1;1;1;1;4;2;2;1;1;
7221566-1;0;1;2;2;1;2;61;71;1;1;1;4;1;0;0;0;1;
7221567-1;1;1;1;2;2;2;53;49;1;1;0;1;4;0;2;1;1;
7221568-1;2;1;1;;;2;47;;1;1;1;1;;0;;1;;
7221569-1;2;1;2;2;1;2;30;33;1;1;0;4;1;0;0;1;1;
7221570-1;2;1;1;2;2;2;34;29;1;1;1;1;4;0;2;1;1;
7221571-1;0;1;1;;;6;53;;1;1;1;1;;0;;1;;
7221572-1;2;1;1;2;2;2;48;30;1;1;0;1;4;0;0;1;1;
7221573-1;0;1;1;2;2;6;57;56;1;1;1;1;4;0;2;1;1;
7221574-1;3;1;1;2;2;2;50;55;1;1;0;1;4;0;0;1;1;
7221575-1;1;1;1;2;2;6;69;61;1;1;1;1;1;0;2;1;1;
7221576-1;1;1;2;2;1;2;46;47;1;1;0;4;1;0;0;0;0;
7221577-1;3;1;2;;;4;32;;1;1;1;4;;0;;1;;
7221578-1;2;1;2;;;4;54;;1;1;1;1;;2;;1;;
7221579-1;4;1;1;2;2;2;35;34;1;1;1;1;4;1;0;1;1;
7221580-1;1;1;1;2;2;6;54;53;1;1;1;1;4;2;0;1;1;
7221581-1;2;1;1;2;2;6;47;43;1;1;1;2;4;2;2;1;1;
7221582-1;2;1;1;2;2;2;65;44;1;1;1;1;4;0;0;0;1;
7221584-1;1;1;1;2;2;2;33;20;1;1;0;2;4;0;0;1;1;
7221585-1;2;1;1;;;2;38;;1;1;0;1;;0;;1;;
7221586-1;1;1;1;2;2;6;44;49;1;1;1;1;4;2;2;1;3;
7221587-1;3;1;2;;;3;84;;1;1;1;4;;0;;1;;
7221588-1;3;1;1;2;2;6;31;33;1;1;1;1;1;2;2;1;3;
7221589-1;1;1;2;2;1;2;24;26;1;1;1;1;1;2;2;3;3;
7221590-1;1;1;2;;;3;78;;1;1;1;4;;0;;1;;
7221591-1;4;1;2;;;3;57;;1;1;1;4;;0;;1;;
7221592-1;1;1;1;2;2;2;57;41;1;1;1;1;4;2;0;3;1;
7221593-1;2;1;1;2;2;6;59;48;1;1;1;1;4;0;0;1;1;
