Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge;Region;Energia;Estrato vivienda;Trabajo Jefe;Trabajo conyuge;Uso tecnologia Jefe;Uso tecnologia conyuge;Edu Jefe;Edu Conyuge;
7221594-1;1;1;1;2;2;6;30;29;1;1;0;1;4;2;2;3;3;
7221595-1;0;1;1;;;4;59;;1;1;1;1;;0;;1;;
7221596-1;0;1;1;2;2;2;49;58;1;1;1;1;1;0;0;1;1;
7221597-1;2;1;2;2;1;2;41;43;1;1;1;1;1;2;0;3;1;
7221598-1;0;1;1;;;4;59;;1;1;1;1;;0;;1;;
7221599-1;1;1;1;2;2;2;44;44;1;1;1;1;4;1;0;1;1;
7221600-1;1;1;1;2;2;6;50;46;1;1;1;1;4;2;2;1;1;
7221601-1;2;1;2;;;4;25;;1;1;1;1;;2;;2;;
7221603-1;3;1;1;2;2;6;42;35;1;1;1;1;4;2;2;3;3;
7221604-1;3;1;1;2;2;2;38;32;1;1;1;1;4;2;2;1;1;
7221605-1;0;1;2;;;4;56;;1;1;1;1;;2;;1;;
7221606-1;3;1;1;2;2;2;40;30;1;1;1;1;4;2;1;3;2;
7221607-1;1;1;1;2;2;6;55;52;1;1;1;1;4;0;0;1;1;
7221608-1;1;1;2;;;4;56;;1;1;1;4;;0;;1;;
7221609-1;1;1;1;2;2;2;27;24;1;1;1;2;4;0;0;3;1;
7221610-1;0;1;2;;;4;75;;1;1;1;4;;0;;0;;
7221612-1;1;1;2;;;4;81;;1;1;1;3;;0;;0;;
7221612-2;3;1;1;2;2;2;49;23;1;1;1;2;4;0;0;1;1;
7221613-1;2;1;1;2;2;2;25;26;1;1;1;1;4;0;0;2;1;
7221614-1;0;1;1;2;2;2;75;67;1;1;1;1;4;0;0;1;0;
7221615-1;0;1;1;2;2;2;43;45;1;1;1;1;4;0;0;1;1;
7221616-1;1;1;1;2;2;6;65;63;1;1;1;1;4;0;0;1;1;
7221617-1;0;1;1;2;2;2;91;73;1;1;1;4;4;0;0;0;1;
7221618-1;0;1;1;2;2;6;68;61;1;1;1;5;4;0;0;1;1;
7221619-1;0;1;1;2;2;2;54;50;1;1;1;1;4;0;0;1;1;
7221620-1;3;1;1;2;2;2;45;47;1;1;1;1;4;0;0;1;1;
7221621-1;1;1;1;2;2;6;71;67;1;1;1;1;4;0;0;1;1;
7221622-1;2;1;1;2;2;2;52;45;1;1;1;1;4;0;2;3;1;
7221623-1;0;1;1;2;2;2;62;40;1;1;1;1;4;0;0;1;1;
7221624-1;2;1;1;2;2;2;40;42;1;1;1;1;4;2;0;1;1;
7221625-1;0;1;1;2;2;2;46;53;1;1;0;1;4;0;0;1;1;
7221626-1;1;1;2;2;1;2;76;75;1;1;1;4;4;0;0;1;1;
7221627-1;0;1;2;;;5;22;;1;1;1;2;;2;;3;;
7221628-1;3;1;1;2;2;2;37;32;1;1;1;1;4;2;2;1;3;
7221629-1;2;1;1;2;2;2;47;49;1;1;1;1;5;0;0;1;1;
7221630-1;2;1;1;2;2;2;28;16;1;1;1;1;4;0;0;1;1;
7221631-1;2;1;2;;;5;25;;1;1;0;4;;0;;1;;
7221632-1;2;1;2;2;1;2;44;44;1;1;1;1;1;0;0;2;1;
7221633-1;1;1;1;2;2;2;59;52;1;1;1;1;4;0;0;1;1;
7221634-1;2;1;1;2;2;2;35;33;1;1;0;1;4;1;0;1;1;
7221635-1;2;1;2;;;4;65;;1;1;1;1;;0;;0;;
7221636-1;0;1;1;2;2;2;72;59;1;1;1;1;1;0;0;1;1;
7221637-1;1;1;2;;;3;69;;1;1;1;4;;0;;1;;
7221638-1;3;1;2;;;3;72;;1;1;1;4;;0;;1;;
7221639-1;0;1;1;2;2;6;65;60;1;1;1;4;4;0;0;0;0;
7221640-1;2;1;1;2;2;6;60;60;1;1;1;4;4;0;0;1;1;
7221641-1;1;1;1;;;4;76;;1;1;1;1;;0;;1;;
7221642-1;1;1;1;2;2;2;43;28;1;1;0;1;4;0;0;1;1;
7221643-1;0;1;1;2;2;1;46;31;1;1;1;1;4;0;0;1;1;
7221644-1;0;1;2;;;5;40;;1;1;0;4;;0;;1;;
7221648-1;2;1;2;2;1;2;30;31;1;1;1;4;1;0;0;1;1;
7221649-1;0;1;2;;;4;67;;1;1;1;4;;0;;1;;
7221650-1;1;1;1;2;2;6;59;55;1;1;1;1;4;0;0;1;1;
7221651-1;2;1;1;2;2;2;65;49;1;1;1;1;4;0;0;1;1;
7221652-1;1;1;1;2;2;2;61;56;1;1;1;1;5;0;0;1;1;
7221653-1;2;1;1;2;2;2;58;51;1;1;1;1;4;2;0;1;1;
7221654-1;2;1;2;;;4;86;;1;1;1;4;;0;;0;;
7221655-1;0;1;2;;;4;78;;1;1;1;4;;0;;1;;
7221659-1;3;1;1;2;2;6;44;34;1;1;1;1;1;0;0;1;1;
7221660-1;2;1;1;2;2;2;62;36;1;1;2;1;1;2;2;3;3;
7221662-1;2;1;1;2;2;6;52;56;1;1;2;1;1;2;2;3;3;
7221663-1;1;1;1;2;2;2;64;56;1;1;1;1;4;0;0;1;1;
7221664-1;3;1;1;2;2;6;56;57;1;1;1;1;4;2;2;3;1;
7221665-1;0;1;1;2;2;2;69;64;1;1;1;1;4;0;0;1;0;
7221666-1;2;1;1;2;2;2;34;30;1;1;1;1;4;0;0;1;1;
7221667-1;2;1;1;2;2;2;40;38;1;1;1;1;1;2;2;3;3;
7221668-1;1;1;1;2;2;2;29;25;1;1;1;1;1;2;2;3;3;
7221669-1;3;1;1;2;2;6;31;26;1;1;1;1;4;0;0;1;3;
7221670-1;0;1;1;2;2;2;27;23;1;1;1;1;4;2;2;3;3;
7221671-1;3;1;1;2;2;2;27;44;1;1;1;1;4;2;2;1;3;
7221672-1;2;1;1;2;2;2;47;34;1;1;1;2;4;2;2;1;1;
7221673-1;3;1;1;2;2;2;62;25;1;1;1;1;4;0;0;1;1;
7221674-1;0;1;1;2;2;2;51;47;1;1;1;1;4;0;0;1;1;
7221675-1;2;1;1;2;2;6;40;29;1;1;1;1;1;0;2;1;3;
7221676-1;1;1;1;2;2;2;67;63;1;1;1;1;4;0;0;0;0;
7221677-1;4;1;1;2;2;6;45;48;1;1;1;1;4;0;0;0;0;
7221678-1;1;1;1;2;2;6;82;62;1;1;1;4;4;0;0;0;0;
7221679-1;0;1;1;;;3;41;;1;1;1;1;;0;;1;;
7221680-1;1;1;1;2;2;6;26;22;1;1;0;1;4;2;2;1;1;
7221681-1;1;1;1;2;2;2;31;17;1;1;1;1;4;2;2;3;1;
7221682-1;1;1;1;2;2;1;28;18;1;1;1;1;4;0;0;1;1;
7221683-1;3;1;1;2;2;6;53;51;1;1;1;1;4;0;0;0;0;
7221684-1;3;1;1;2;2;2;33;24;1;1;1;1;4;0;0;1;1;
7221685-1;2;1;1;2;2;6;39;25;1;1;1;1;1;0;0;1;1;
7221686-1;4;1;1;2;2;2;48;50;1;1;1;1;4;0;0;1;1;
7221687-1;4;1;1;2;2;2;36;39;1;1;1;1;4;0;0;1;1;
7221688-1;0;1;1;;;5;31;;4;1;1;1;;2;;1;;
7221689-1;2;1;2;;;4;47;;4;1;1;1;;2;;3;;
7221690-1;0;1;2;;;5;24;;4;1;1;1;;2;;1;;
7221691-1;0;1;2;;;5;22;;4;1;1;3;;2;;3;;
7221692-1;1;1;1;2;2;2;49;28;4;1;1;1;4;2;2;3;1;
7221693-1;0;1;1;;;5;23;;4;1;1;3;;2;;3;;
7221694-1;0;1;1;2;2;2;36;55;4;1;1;1;1;2;2;3;1;
7221695-1;1;1;2;2;1;6;56;48;4;1;2;6;1;2;2;3;3;
7221696-1;2;1;2;2;1;1;25;26;4;1;1;3;1;2;0;3;1;
7221698-1;4;1;2;;;4;52;;4;1;1;4;;0;;0;;
7221759-1;0;1;1;2;2;2;66;38;4;1;0;1;4;0;0;1;1;
7221760-1;0;1;1;;;2;34;;4;1;1;1;;1;;3;;
7221761-1;0;1;1;;;2;38;;4;1;1;1;;0;;1;;
7221762-1;1;1;2;;;4;34;;4;1;0;1;;0;;1;;
7221764-1;0;1;1;;;3;51;;4;1;0;1;;0;;0;;
7221765-1;1;1;1;;;4;57;;4;1;1;1;;0;;1;;
7221766-1;0;1;1;;;2;46;;4;1;1;1;;0;;0;;
7221767-1;0;1;1;;;5;18;;4;1;1;1;;0;;0;;
7221768-1;0;1;1;;;4;60;;4;1;1;1;;2;;1;;
7221769-1;0;1;1;;;2;46;;4;1;1;1;;2;;1;;
7221770-1;2;1;1;2;2;6;54;46;4;1;0;1;4;0;2;0;1;
7221771-1;5;1;2;;;4;30;;4;1;1;1;;0;;3;;
7221772-1;3;1;2;;;2;33;;4;1;1;1;;2;;1;;
7221774-1;0;1;1;2;2;2;66;54;4;1;1;1;1;0;0;1;0;
7221776-1;0;1;1;;;4;63;;4;1;1;1;;0;;1;;
7221777-1;1;1;1;2;2;2;57;49;4;1;1;1;1;0;0;1;1;
7221780-1;0;1;2;;;4;63;;4;1;1;4;;2;;1;;
7221781-1;1;1;1;;;4;58;;4;1;1;1;;0;;0;;
7221782-1;1;1;2;;;4;56;;4;1;1;1;;0;;1;;
7221783-1;2;1;2;;;2;38;;4;1;1;1;;2;;1;;
7221787-1;1;1;1;2;2;2;48;41;4;1;1;1;1;2;2;1;1;
7221788-1;0;1;1;;;4;79;;4;1;1;6;;0;;0;;
7221789-1;1;1;2;2;1;2;68;79;4;1;0;4;5;0;0;0;1;
7221791-1;0;1;2;;;4;80;;4;1;1;4;;0;;0;;
7221792-1;0;1;2;;;3;80;;4;1;0;6;;0;;0;;
7221793-1;2;1;1;2;2;2;49;41;4;1;1;1;4;0;0;0;1;
7221794-1;2;1;1;2;2;2;44;53;4;1;1;1;6;0;0;0;1;
7221795-1;3;1;1;2;2;2;43;46;4;1;1;1;4;0;2;0;0;
7221796-1;0;1;2;2;1;2;55;48;4;1;1;1;6;0;0;1;1;
7221797-1;0;1;1;2;2;2;73;76;4;1;1;1;6;0;0;1;0;
7221798-1;3;1;1;2;2;2;40;42;4;1;8;1;1;2;2;1;1;
7221800-1;3;1;2;;;4;60;;4;1;8;1;;0;;1;;
7221801-1;0;1;1;;;2;60;;4;1;8;1;;0;;0;;
7221804-1;3;1;2;;;4;55;;4;1;8;1;;0;;1;;
7221806-1;1;1;2;;;2;26;;4;1;8;1;;2;;1;;
7221807-1;0;1;1;;;4;70;;4;1;8;1;;0;;1;;
7221809-1;5;1;1;2;2;2;53;39;4;1;8;1;4;0;2;0;1;
7221810-1;1;1;2;;;4;36;;4;1;8;4;;0;;1;;
7221812-1;2;1;2;2;1;2;32;36;4;1;8;1;1;2;0;3;1;
7221814-1;1;1;2;;;2;61;;4;1;8;1;;0;;3;;
7221815-1;0;1;2;;;4;64;;4;1;8;1;;0;;1;;
7221817-1;0;1;2;;;4;61;;4;1;8;4;;2;;1;;
7221818-1;2;1;1;2;2;2;42;49;4;1;8;1;4;0;0;0;0;
7221820-1;0;1;2;;;3;57;;4;1;8;4;;0;;1;;
7221821-1;0;1;2;;;5;40;;4;1;8;1;;2;;3;;
7221823-1;0;1;2;;;2;45;;4;1;8;4;;2;;1;;
7221824-1;1;1;2;;;4;62;;4;1;8;4;;0;;1;;
7221825-1;2;1;1;2;2;2;46;29;4;1;8;1;4;2;2;1;1;
7221826-1;0;1;1;2;2;2;61;60;4;1;8;1;1;2;2;3;3;
7221828-1;0;1;1;2;2;2;52;49;4;1;8;1;1;2;2;3;2;
7221830-1;3;1;2;;;2;52;;4;1;8;1;;0;;3;;
7221832-1;1;1;1;2;2;2;55;49;4;1;8;1;4;0;0;0;0;
7221834-1;1;1;2;;;4;62;;4;1;8;4;;0;;1;;
7221836-1;2;1;1;2;2;2;43;44;4;1;8;1;4;0;0;1;1;
7221838-1;5;1;1;2;2;2;33;36;4;1;8;1;2;0;0;1;1;
7221840-1;5;1;2;2;1;2;36;30;4;1;8;4;1;0;0;1;1;
7221841-1;1;1;1;2;2;2;76;53;4;1;8;1;4;0;0;1;0;
7221842-1;1;1;1;2;2;2;65;54;4;1;8;1;4;0;0;1;1;
7221843-1;0;1;1;2;2;2;19;32;4;1;8;1;4;0;0;0;0;
7221844-1;5;1;2;2;1;2;37;33;4;1;8;1;1;2;0;1;1;
7221845-1;0;1;2;;;4;61;;4;1;8;4;;0;;1;;
7221846-1;2;1;2;;;4;22;;4;1;8;1;;2;;1;;
7221847-1;3;1;2;2;1;2;26;36;4;1;8;1;1;2;0;1;0;
7221849-1;1;1;2;2;1;2;20;28;4;1;8;4;1;0;0;3;1;
7221850-1;0;1;2;2;1;2;62;60;4;1;8;1;1;0;0;1;1;
7221851-1;3;1;2;;;4;29;;4;1;8;4;;0;;0;;
7221853-1;2;1;1;2;2;2;25;20;4;1;8;1;4;2;0;1;1;
7221855-1;1;1;2;2;1;2;40;36;4;1;8;4;1;0;0;0;1;
7221857-1;0;1;1;2;2;6;80;71;4;1;8;4;4;0;0;1;0;
7221859-1;1;1;1;2;2;2;31;28;4;1;8;4;1;2;2;1;3;
7221861-1;0;1;1;2;2;1;24;17;4;1;8;1;4;0;0;1;1;
7221862-1;3;1;1;2;2;2;49;43;4;1;8;1;4;0;0;0;0;
7221863-1;4;1;1;2;2;2;50;43;4;1;8;1;4;2;2;1;1;
7221864-1;1;1;1;2;2;2;47;65;4;1;8;1;1;0;0;1;1;
7221866-1;0;1;2;;;2;41;;4;1;8;1;;2;;1;;
7221867-1;1;1;1;2;2;2;37;29;4;1;8;1;4;2;2;1;1;
7221869-1;2;1;2;;;4;65;;4;1;8;6;;0;;0;;
7221870-1;0;1;2;;;4;59;;4;1;8;1;;0;;0;;
7221871-1;0;1;2;2;1;2;35;40;4;1;8;4;1;2;2;1;1;
7221873-1;0;1;1;2;2;2;50;66;4;1;8;1;1;0;0;0;0;
7221875-1;0;1;1;2;2;2;42;51;4;1;8;1;4;2;2;1;1;
7221876-1;0;1;2;;;2;58;;4;1;8;4;;0;;0;;
7221878-1;1;1;2;2;1;2;44;62;4;1;8;1;1;2;2;3;3;
7221879-1;1;1;1;2;2;2;58;57;4;1;8;1;4;2;0;2;1;
7221881-1;1;1;1;2;2;2;73;44;4;1;8;1;4;0;2;1;1;
7221882-1;1;1;1;2;2;2;67;64;4;1;8;1;1;0;2;1;3;
7221884-1;0;1;2;;;2;50;;4;1;8;4;;2;;1;;
7221885-1;0;1;1;2;2;2;79;66;4;1;8;1;4;0;0;0;1;
7221886-1;0;1;1;;;2;63;;4;1;8;2;;0;;1;;
7221888-1;2;1;2;;;2;38;;4;1;8;4;;2;;1;;
7221889-1;1;1;1;;;3;55;;4;1;8;1;;2;;1;;
7221891-1;0;1;2;;;5;27;;4;1;8;1;;0;;1;;
7221892-1;0;1;1;2;2;2;36;35;4;1;8;1;1;2;2;3;3;
7221893-1;0;1;1;;;3;90;;4;1;8;6;;0;;1;;
7221900-1;1;1;2;;;4;42;;9;1;1;1;;2;;1;;
7221901-1;3;1;1;2;2;2;35;33;9;1;1;1;2;2;2;1;1;
7221902-1;0;1;1;;;4;64;;9;1;1;5;;0;;0;;
7221903-1;2;1;2;;;4;50;;9;1;1;1;;2;;1;;
7221904-1;1;1;2;;;4;55;;9;1;1;1;;0;;1;;
7221905-1;0;1;2;;;4;69;;9;1;1;5;;0;;1;;
7221906-1;3;1;2;2;1;2;37;43;9;1;1;1;1;2;2;1;1;
7221907-1;1;1;2;;;4;60;;9;1;1;1;;0;;1;;
7221908-1;0;1;2;;;4;44;;9;1;1;1;;2;;1;;
7221909-1;1;1;2;;;4;41;;9;1;1;2;;2;;1;;
7221910-1;1;1;2;;;4;25;;9;1;1;1;;2;;1;;
7221911-1;2;1;1;2;2;2;30;24;9;1;1;1;4;2;2;1;1;
7221912-1;0;1;1;;;4;60;;9;1;2;5;;0;;0;;
7221920-1;0;1;1;;;2;46;;9;1;1;1;;2;;1;;
7221924-1;4;1;2;;;4;43;;9;1;1;4;;0;;1;;
7221925-1;0;1;2;;;2;28;;9;1;1;1;;2;;1;;
7221926-1;0;1;2;;;2;35;;9;1;1;1;;2;;1;;
7221927-1;0;1;2;;;5;29;;9;1;1;1;;2;;1;;
7221936-1;1;1;2;2;1;2;28;30;9;1;1;4;1;0;0;1;1;
7221937-1;2;1;2;;;4;24;;9;1;1;4;;0;;1;;
7221938-1;0;1;1;2;2;2;57;50;9;1;1;1;4;0;0;1;1;
7221939-1;0;1;1;;;4;44;;9;1;1;1;;0;;1;;
7221947-1;2;1;1;2;2;6;41;33;9;1;1;1;4;2;2;1;1;
7221951-1;0;1;1;2;2;2;52;45;9;1;1;1;4;0;0;1;1;
7221952-1;0;1;1;2;2;6;71;55;9;1;1;1;4;0;0;0;0;
7221953-1;1;1;1;2;2;2;66;47;9;1;1;1;4;0;0;1;1;
7221954-1;2;1;1;2;2;6;60;51;9;1;1;1;4;0;0;1;1;
7221956-1;2;1;1;2;2;2;47;49;9;1;1;1;4;0;0;1;1;
7221957-1;0;1;1;;;5;32;;9;1;1;1;;0;;1;;
7221959-1;0;1;2;2;1;2;53;56;9;1;1;4;1;0;0;0;1;
7221960-1;1;1;2;2;1;6;44;48;9;1;1;4;1;0;0;1;1;
7221961-1;0;1;1;2;2;2;39;32;9;1;1;1;4;2;2;1;1;
7221962-1;0;1;1;2;2;1;32;26;9;1;1;1;4;0;0;1;1;
7221964-1;1;1;1;2;2;6;33;30;9;1;1;1;4;0;0;1;1;
7221965-1;1;1;1;2;2;6;50;46;9;1;1;1;4;0;0;1;1;
7221966-1;1;1;2;;;2;26;;9;1;2;1;;2;;1;;
7221967-1;0;1;1;2;2;2;72;62;9;1;2;1;1;0;0;0;0;
7221968-1;0;1;2;;;5;34;;9;1;2;1;;2;;3;;
7221971-1;0;1;1;;;5;23;;9;2; ;1;;2;;1;;
7221972-1;0;1;1;2;2;2;73;70;9;2; ;4;4;0;0;0;0;
7221973-1;0;1;2;;;5;28;;9;1;2;1;;2;;3;;
7221974-1;0;1;1;;;4;36;;9;1;2;1;;2;;3;;
7221975-1;0;1;1;;;4;49;;9;1;2;1;;2;;3;;
7221976-1;0;1;2;;;4;45;;9;2; ;1;;0;;1;;
7221977-1;0;1;1;;;4;36;;9;1;2;1;;2;;1;;
7221978-1;0;1;1;;;4;38;;9;1;2;1;;2;;1;;
7221979-1;0;1;1;;;5;25;;9;1;2;1;;2;;1;;
7221989-1;2;1;2;;;4;30;;9;1;2;1;;2;;1;;
7221991-1;1;1;2;2;1;2;20;26;9;2; ;1;1;0;2;1;1;
7221992-1;1;1;2;2;1;2;32;36;9;1;2;1;1;2;2;2;3;
7221993-1;0;1;2;;;4;47;;9;1;2;1;;2;;1;;
7221995-1;0;1;1;;;4;41;;9;1;1;1;;2;;1;;
7221996-1;0;1;1;;;5;37;;9;1;2;1;;2;;1;;
7221997-1;0;1;2;;;4;37;;9;1;2;1;;2;;3;;
7221999-1;2;1;2;;;5;49;;9;1;1;1;;0;;1;;
7222000-1;0;1;2;;;5;49;;9;1;2;1;;2;;3;;
7222001-1;0;1;2;;;5;28;;9;1;2;1;;2;;1;;
7222002-1;0;1;1;;;4;30;;9;1;2;1;;2;;3;;
7222003-1;0;1;2;2;1;1;49;54;9;1;1;4;1;0;0;1;1;
7222004-1;2;1;1;2;2;2;42;31;9;1;2;1;4;2;2;1;3;
7222005-1;0;1;1;2;2;2;70;62;9;1;2;1;4;0;0;1;0;
7222006-1;1;1;1;;;4;37;;9;1;2;1;;2;;3;;
7222007-1;0;1;1;;;4;49;;9;1;2;1;;2;;3;;
7222008-1;0;1;1;;;5;20;;9;1;2;1;;2;;1;;
7222009-1;0;1;2;;;5;24;;9;1;2;1;;2;;1;;
7222010-1;0;1;1;;;3;48;;9;1;2;1;;2;;1;;
7222011-1;3;1;1;2;2;6;48;38;9;1;1;1;4;2;0;3;1;
7222012-1;0;1;1;;;5;18;;9;1;2;1;;2;;1;;
7222013-1;0;1;2;2;1;6;28;38;9;1;2;1;1;2;2;3;3;
7222014-1;0;1;2;;;5;21;;9;1;2;1;;2;;1;;
7222015-1;0;1;2;;;5;23;;9;2; ;1;;2;;1;;
7222016-1;0;1;1;;;4;49;;9;2; ;1;;0;;1;;
7222017-1;0;1;1;;;5;23;;9;1;2;1;;2;;1;;
7222018-1;0;1;1;2;2;2;24;25;9;1;1;1;1;2;2;1;1;
7222019-1;0;1;2;;;5;36;;9;2; ;2;;2;;1;;
7222020-1;0;1;1;;;4;43;;9;2; ;1;;2;;3;;
7222021-1;3;1;2;2;1;2;38;50;9;1;2;1;1;2;2;3;1;
7222022-1;0;1;1;;;4;40;;9;1;2;1;;2;;1;;
7222023-1;6;1;1;2;2;2;28;22;9;2; ;6;4;0;0;1;1;
7222024-1;7;1;1;2;2;2;45;35;9;2; ;6;4;0;0;1;0;
7222025-1;3;1;1;2;2;2;30;22;9;2; ;6;4;0;0;1;1;
7222026-1;5;1;1;2;2;2;40;44;9;2; ;6;4;0;0;1;1;
7222027-1;5;1;1;2;2;2;34;31;9;2; ;6;4;0;0;1;1;
7222030-1;4;1;1;2;2;6;43;51;9;1;1;6;6;2;0;1;1;
7222031-1;0;1;1;2;2;6;90;73;9;1;1;6;4;0;0;1;0;
7222033-1;2;1;2;2;1;2;34;39;9;1;1;4;1;0;2;1;1;
7222034-1;0;1;1;;;5;44;;9;1;2;4;;2;;3;;
7222035-1;0;1;2;;;5;54;;9;1;2;4;;0;;1;;
7222037-1;0;1;2;;;5;21;;9;1;1;4;;2;;1;;
7222038-1;0;1;2;;;5;18;;9;1;1;1;;2;;3;;
7222039-1;2;1;2;;;5;40;;9;1;2;1;;2;;3;;
7222040-1;0;1;2;;;5;33;;9;1;3;1;;2;;3;;
7222041-1;0;1;1;;;4;64;;9;1;2;1;;2;;3;;
7222042-1;0;1;1;2;2;6;33;26;9;1;2;1;4;2;2;3;3;
7222043-1;0;1;1;2;2;6;41;25;9;1;2;1;4;2;2;3;1;
7222044-1;0;1;1;2;2;6;58;57;9;1;2;4;4;0;0;1;1;
7222045-1;1;1;1;2;2;1;26;18;9;1;2;1;1;2;2;1;1;
7222046-1;0;1;2;;;4;54;;9;1;3;1;;2;;3;;
7222047-1;0;1;2;;;5;29;;9;1;2;1;;2;;3;;
7222048-1;0;1;2;;;5;25;;9;1;2;1;;2;;1;;
7222049-1;0;1;1;;;5;31;;9;1;2;1;;2;;3;;
7222050-1;0;1;2;;;4;34;;9;1;2;1;;2;;3;;
7222051-1;0;1;1;2;2;2;57;46;9;1;1;1;1;0;0;1;0;
7222053-1;2;1;1;2;2;2;38;31;9;1;2;1;1;2;2;1;1;
7222054-1;0;1;2;;;5;28;;9;1;2;1;;2;;3;;
7222055-1;0;1;1;2;2;2;61;49;9;1;2;1;4;0;0;3;3;
7222056-1;1;1;2;;;4;31;;9;1;0;1;;0;;1;;
7222058-1;3;1;1;2;2;2;36;52;9;1;0;1;4;0;0;3;3;
7222059-1;1;1;2;;;4;29;;9;1;0;4;;0;;1;;
7222060-1;3;1;1;2;2;2;27;24;9;1;0;1;4;0;0;1;1;
7222061-1;2;1;2;;;4;36;;9;1;0;1;;2;;3;;
7222062-1;0;1;1;2;2;2;53;59;9;1;0;1;4;0;0;0;0;
7222063-1;2;1;2;;;4;29;;9;1;0;1;;0;;1;;
7222064-1;5;1;1;2;2;2;54;44;9;2; ;1;4;0;0;1;1;
7222065-1;1;1;1;2;2;2;50;49;9;1;0;1;4;0;0;1;1;
7222066-1;5;1;2;;;4;38;;9;1;0;1;;0;;1;;
7222067-1;1;1;1;2;2;2;48;50;9;2; ;1;4;0;0;1;1;
7222068-1;0;1;1;;;4;67;;9;2; ;6;;0;;3;;
7222069-1;0;1;2;;;5;23;;9;1;0;1;;0;;1;;
7222070-1;1;1;1;2;2;2;25;23;9;1;0;1;4;0;0;1;1;
7222071-1;0;1;1;;;5;21;;9;1;0;1;;0;;1;;
7222072-1;2;1;1;2;2;2;27;34;9;2; ;1;1;0;0;1;1;
7222073-1;0;1;1;;;4;52;;9;1;0;1;;0;;1;;
7222074-1;1;1;2;;;3;62;;9;1;0;4;;2;;3;;
7222075-1;0;1;1;2;2;2;65;63;9;1;0;1;4;0;0;1;1;
7222076-1;0;1;1;;;4;42;;9;2; ;1;;0;;1;;
7222078-1;3;1;2;;;4;26;;9;1;0;1;;0;;1;;
7222079-1;1;1;1;;;3;68;;9;2; ;1;;0;;1;;
7222080-1;0;1;2;;;3;75;;9;1;1;4;;0;;1;;
7222081-1;1;1;1;2;2;2;27;28;9;1;0;1;4;0;0;1;1;
7222082-1;2;1;1;2;2;2;33;34;9;1;1;1;4;0;0;1;1;
7222083-1;2;1;1;2;2;2;44;35;9;1;0;1;1;0;2;1;3;
7222084-1;0;1;1;2;2;2;62;55;9;2; ;1;4;0;0;1;1;
7222085-1;1;1;2;;;4;46;;9;1;0;1;;0;;1;;
7222086-1;2;1;1;2;2;2;38;38;9;2; ;1;4;0;0;1;1;
7222087-1;4;1;1;2;2;2;40;46;9;1;0;1;4;0;0;1;1;
7222088-1;0;1;1;;;5;18;;9;1;1;4;;0;;3;;
7222089-1;4;1;1;2;2;2;42;39;9;1;0;1;4;0;0;1;3;
7222090-1;1;1;1;2;2;2;53;49;9;1;0;1;4;0;0;1;1;
7222091-1;1;1;1;2;2;2;32;20;9;1;0;1;4;2;0;1;1;
7222092-1;2;1;1;2;2;2;40;28;9;1;0;1;4;0;0;1;3;
7222093-1;0;1;1;2;2;2;42;44;9;1;0;1;4;0;0;1;1;
7222094-1;5;1;1;2;2;2;40;34;9;1;0;1;4;0;1;1;3;
7222095-1;3;1;1;2;2;2;24;28;9;1;0;1;4;0;0;1;1;
7222096-1;0;1;2;;;4;22;;9;1;0;4;;0;;1;;
7222097-1;2;1;2;;;4;24;;9;1;0;1;;0;;1;;
7222098-1;0;1;1;2;2;2;81;79;9;1;1;1;4;0;0;1;1;
7222099-1;0;1;1;;;4;53;;9;1;1;1;;0;;1;;
7222100-1;0;1;1;;;4;59;;9;1;1;4;;0;;1;;
7222101-1;3;1;2;;;4;43;;9;1;1;4;;0;;1;;
7222102-1;0;1;1;2;2;2;55;45;9;1;1;1;4;0;0;1;1;
7222103-1;0;1;1;;;4;60;;9;1;1;1;;0;;1;;
7222104-1;0;1;1;2;2;2;69;68;9;1;1;1;4;0;0;1;1;
7222105-1;1;1;1;2;2;2;47;41;9;1;1;1;4;0;0;1;1;
7222106-1;0;1;1;2;2;2;49;50;9;1;0;1;4;0;0;1;1;
7222107-1;0;1;2;;;3;53;;9;1;0;1;;0;;1;;
7222108-1;1;1;1;2;2;2;26;19;9;1;0;1;4;0;0;1;1;
7222109-1;1;1;2;2;1;2;58;46;9;1;0;1;1;0;0;1;1;
7222110-1;0;1;1;;;5;27;;9;1;0;1;;0;;1;;
7222111-1;2;1;1;2;2;2;22;18;9;1;0;1;1;0;0;3;1;
7222112-1;0;1;2;;;3;79;;9;2; ;1;;0;;0;;
7222113-1;2;1;2;;;4;27;;9;1;0;1;;0;;1;;
7222114-1;0;1;1;2;2;1;22;19;9;1;1;1;4;2;2;3;3;
7222115-1;0;1;1;2;2;2;54;54;9;1;0;1;1;0;0;1;1;
7222117-1;1;1;1;2;2;2;51;51;9;1;1;1;4;0;0;1;1;
7222118-1;3;1;1;2;2;2;38;33;9;1;1;1;4;0;0;1;1;
7222119-1;1;1;1;2;2;2;55;48;9;2; ;1;4;0;0;1;1;
7222120-1;2;1;1;2;2;2;32;29;9;1;1;1;1;0;0;3;3;
7222121-1;2;1;1;2;2;2;24;30;9;1;1;1;4;0;0;1;1;
7222122-1;2;1;1;2;2;6;53;49;9;1;1;1;1;0;0;1;1;
7222123-1;4;1;1;2;2;2;35;27;9;1;1;1;4;0;0;1;3;
