Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Tipo Union;Edad Jefe;Region;Energia;Estrato vivienda;Trabajo Jefe;Uso tecnologia Jefe;Edu Jefe;;;
7144686-1;0;1;2;4;59;1;1;1;4;2;1;;;
7144693-1;0;1;1;4;42;1;1;1;1;2;3;;;
7144694-1;1;1;2;4;22;1;1;1;4;2;1;;;
7144695-1;1;1;2;3;61;1;1;1;1;0;1;;;
7144698-1;0;1;2;5;30;1;1;4;1;2;3;;;
7144703-1;0;1;1;4;43;1;1;6;1;2;3;;;
7144706-1;0;1;2;5;32;1;1;6;1;2;3;;;
7144707-1;0;1;2;3;62;1;1;6;6;2;3;;;
7144711-1;0;1;1;4;52;1;1;3;1;2;1;;;
7144712-1;0;1;1;4;52;1;1;3;1;2;1;;;
7144719-1;1;1;2;5;42;1;1;3;1;2;3;;;
7144720-1;2;1;2;4;40;1;1;3;1;2;3;;;
7144723-1;0;1;2;3;76;1;1;3;5;0;0;;;
7144725-1;0;1;2;4;48;1;1;3;4;2;3;;;
7144730-1;1;1;2;4;51;1;1;3;4;2;3;;;
7144739-1;2;1;2;2;19;1;1;0;4;0;1;;;
7144742-1;1;1;2;3;63;1;1;1;1;0;1;;;
7144750-1;1;1;1;3;63;1;1;1;1;0;1;;;
7144760-1;3;1;2;3;77;1;1;1;4;0;0;;;
7144763-1;0;1;2;4;39;1;1;1;1;2;1;;;
7144766-1;0;1;2;4;60;1;1;1;4;0;1;;;
7144767-1;0;1;2;4;65;1;1;1;1;0;0;;;
7144770-1;0;1;1;3;51;1;1;1;1;0;0;;;
7144773-1;2;1;2;4;23;1;1;1;1;0;1;;;
7144774-1;2;1;2;4;73;1;1;3;4;0;1;;;
7144777-1;1;1;2;3;78;1;1;3;4;0;1;;;
7144783-1;0;1;2;3;91;1;1;3;5;0;1;;;
7144795-1;1;1;2;5;29;1;1;3;1;2;3;;;
7144796-1;0;1;1;5;29;1;1;3;1;0;3;;;
7144803-1;0;1;2;5;35;1;1;2;1;2;3;;;
7144812-1;2;1;2;5;47;1;1;4;1;2;3;;;
7144813-1;2;1;2;6;35;1;1;4;1;2;3;;;
7144814-1;1;1;2;4;59;1;1;4;4;2;1;;;
7144815-1;3;1;2;6;51;1;1;4;4;2;2;;;
7144817-1;0;1;2;4;75;1;1;5;4;2;3;;;
7144821-1;0;1;2;3;80;1;1;5;4;0;1;;;
7144823-1;0;1;1;4;36;1;1;5;6;2;2;;;
7144826-1;1;1;2;6;46;1;1;4;1;2;3;;;
7144827-1;0;1;2;4;65;1;1;4;4;0;3;;;
7144831-1;0;1;2;3;71;1;1;4;4;0;3;;;
7144834-1;1;1;2;5;46;1;1;5;4;2;3;;;
7144838-1;0;1;2;3;80;1;1;1;1;0;1;;;
7144843-1;0;1;1;5;68;1;1;0;1;0;1;;;
7144845-1;0;1;1;2;35;1;1;0;1;0;1;;;
7144848-1;0;1;2;4;53;1;1;2;1;2;1;;;
7144849-1;0;1;1;4;54;1;1;2;1;2;3;;;
7144850-1;2;1;2;4;36;1;1;2;1;2;3;;;
7144851-1;1;1;2;4;25;1;1;2;1;2;1;;;
7144856-1;1;1;2;2;52;1;1;1;4;2;1;;;
7144859-1;1;1;1;4;38;1;1;1;1;2;1;;;
7144866-1;0;1;1;2;66;1;1;1;1;2;1;;;
7144869-1;1;1;2;6;44;1;1;1;1;2;3;;;
7144872-1;0;1;1;4;28;1;1;1;1;0;1;;;
7144875-1;0;1;1;4;47;1;1;1;1;0;0;;;
7144876-1;0;1;1;5;39;1;1;1;6;2;3;;;
7144877-1;0;1;1;5;16;1;1;1;1;0;1;;;
7144878-1;0;1;2;3;70;1;1;1;4;0;0;;;
7144885-1;1;1;2;3;64;1;1;1;4;0;1;;;
7144886-1;2;1;2;3;84;1;1;1;4;0;1;;;
7144905-1;2;1;2;2;22;1;1;0;4;0;1;;;
7144907-1;0;1;1;4;71;1;2; ;1;0;0;;;
7144911-1;0;1;1;5;19;1;1;1;1;2;3;;;
7144917-1;0;1;1;5;55;5;1;4;5;2;3;;;
7144925-1;0;1;1;5;42;5;1;4;1;2;3;;;
7144926-1;0;1;2;5;31;5;1;3;1;2;3;;;
7144929-1;0;1;2;5;35;5;1;3;1;2;3;;;
7144930-1;0;1;1;5;25;5;1;5;1;2;3;;;
7144931-1;0;1;1;4;46;5;1;6;4;2;3;;;
7144932-1;0;1;2;4;65;5;1;6;4;2;2;;;
7144938-1;0;1;1;5;30;5;1;6;1;2;3;;;
7144939-1;0;1;2;4;49;5;1;5;1;2;3;;;
7144941-1;1;1;2;6;66;5;1;4;4;2;3;;;
7144944-1;0;1;1;5;23;5;1;6;3;2;3;;;
7144945-1;0;1;2;5;61;5;1;6;1;2;3;;;
7144946-1;0;1;2;5;21;5;1;6;3;2;3;;;
7144947-1;0;1;1;5;37;5;1;4;1;2;1;;;
7144955-1;0;1;1;5;27;2;1;2;1;2;3;;;
7144956-1;0;1;2;3;79;2;1;0;5;0;1;;;
7144963-1;0;1;2;3;83;2;1;2;1;0;1;;;
7144968-1;0;1;2;3;72;2;1;2;4;0;1;;;
7144982-1;1;1;2;4;52;2;1;2;1;0;1;;;
7144989-1;0;1;2;4;74;2;1;2;5;0;0;;;
7144990-1;0;1;1;3;70;2;1;2;1;0;1;;;
7144996-1;0;1;1;2;51;2;2; ;1;2;1;;;
7144998-1;0;1;2;5;43;2;1;2;1;0;1;;;
7144999-1;5;1;2;4;38;2;1;2;2;0;1;;;
7145000-1;2;1;1;4;45;2;1;1;1;0;3;;;
7145017-1;1;1;2;3;70;2;1;2;4;0;1;;;
7145030-1;0;1;1;4;62;2;1;2;5;0;1;;;
7145039-1;0;1;2;6;48;2;1;1;1;0;1;;;
7145046-1;2;1;2;5;49;2;1;2;1;2;1;;;
7145048-1;0;1;1;5;50;2;1;2;1;0;0;;;
7145050-1;2;1;2;5;41;2;1;1;1;0;1;;;
7145054-1;0;1;1;4;65;2;1;1;4;0;1;;;
7145055-1;2;1;2;4;60;2;1;2;4;2;1;;;
7145069-1;0;1;1;6;72;2;1;2;1;0;1;;;
7145074-1;2;1;2;3;75;2;1;2;5;0;1;;;
7145076-1;0;1;2;2;43;3;1;1;1;2;2;;;
7145079-1;1;1;1;3;55;3;1;1;1;2;1;;;
7145085-1;2;1;2;4;44;3;1;3;1;2;3;;;
7145086-1;2;1;2;4;35;3;1;2;4;2;0;;;
7145087-1;0;1;1;5;49;3;1;2;1;2;3;;;
7145091-1;1;1;2;6;63;3;1;2;1;2;1;;;
7145093-1;0;1;1;5;53;3;1;3;1;2;1;;;
7145094-1;1;1;2;4;40;3;1;1;1;2;1;;;
7145095-1;2;1;2;4;35;3;1;2;1;2;1;;;
7145096-1;0;1;1;5;26;3;1;2;1;2;3;;;
7145107-1;1;1;2;4;24;3;1;1;4;0;1;;;
7145108-1;2;1;2;4;24;3;1;0;1;2;3;;;
7145109-1;0;1;1;4;31;3;1;1;1;0;1;;;
7145111-1;1;1;2;4;35;3;1;1;1;0;1;;;
7145117-1;0;1;1;4;59;3;1;1;1;0;1;;;
7145118-1;0;1;2;4;48;3;1;1;1;0;1;;;
7145119-1;2;1;2;4;32;3;1;1;4;1;1;;;
7145121-1;3;1;2;4;34;3;1;0;1;0;1;;;
7145122-1;0;1;1;2;67;3;1;1;1;0;0;;;
7145124-1;2;1;2;4;33;3;1;1;1;0;1;;;
7145133-1;0;1;2;3;70;3;1;1;4;0;1;;;
7145134-1;0;1;2;3;74;3;1;1;4;0;1;;;
7145135-1;1;1;2;6;55;3;1;1;4;0;1;;;
7145137-1;2;1;2;2;48;3;1;1;1;0;1;;;
7145138-1;4;1;2;4;36;3;1;1;1;0;1;;;
7145139-1;1;1;1;4;49;3;1;1;1;0;1;;;
7145143-1;0;1;1;4;32;3;1;1;1;1;1;;;
7145156-1;0;1;1;4;58;3;2; ;1;0;1;;;
7145160-1;0;1;1;4;52;3;2; ;1;0;1;;;
7145161-1;0;1;1;4;58;3;2; ;1;0;1;;;
7145165-1;1;1;2;4;58;3;2; ;1;0;1;;;
7145166-1;1;1;2;3;44;3;2; ;1;0;1;;;
7145167-1;2;1;2;1;36;3;1;8;1;0;1;;;
7145174-1;1;1;2;4;40;3;1;1;4;0;1;;;
7145180-1;1;1;2;3;68;3;1;1;4;0;1;;;
7145181-1;1;1;2;3;58;3;1;1;4;0;1;;;
7145187-1;0;1;1;3;66;3;1;1;4;0;1;;;
7145192-1;1;1;2;4;59;3;1;1;4;0;0;;;
7145204-1;2;1;1;4;38;3;1;1;1;2;1;;;
7145205-1;0;1;1;4;63;3;1;1;4;0;1;;;
7145212-1;1;1;2;5;52;3;1;1;1;2;3;;;
7145214-1;1;1;2;4;26;3;1;1;1;2;1;;;
7145221-1;0;1;1;4;60;3;1;1;1;0;1;;;
7145223-1;1;1;2;6;58;3;1;1;4;0;1;;;
7145234-1;0;1;1;4;58;3;1;1;1;0;1;;;
7145235-1;0;1;1;4;57;3;1;1;1;0;1;;;
7145241-1;0;1;2;4;61;3;1;2;4;0;1;;;
7145242-1;2;1;2;2;35;3;1;2;4;2;1;;;
7145243-1;2;1;2;4;29;3;1;2;1;2;3;;;
7145247-1;0;1;1;3;80;3;1;2;4;0;0;;;
7145249-1;0;1;2;5;18;3;1;1;3;2;3;;;
7145255-1;0;1;1;4;51;3;2; ;1;0;1;;;
7145264-1;0;1;2;3;67;3;1;1;4;0;1;;;
7145265-1;1;1;2;4;53;3;1;1;1;2;1;;;
7145269-1;0;1;1;5;34;3;1;3;1;2;3;;;
7145270-1;0;1;2;3;60;3;1;1;4;0;1;;;
7145271-1;0;1;2;3;71;3;1;1;4;2;1;;;
7145275-1;0;1;2;5;66;3;1;2;6;2;3;;;
7145276-1;0;1;1;5;32;3;1;2;1;2;3;;;
7145277-1;0;1;2;5;87;3;1;2;5;0;1;;;
7145280-1;2;1;2;6;32;3;1;1;1;2;3;;;
7145281-1;2;1;1;4;36;3;1;1;4;1;1;;;
7145283-1;1;1;2;4;47;3;1;1;1;0;1;;;
7145284-1;0;1;2;3;76;3;1;3;6;2;2;;;
7145286-1;1;1;2;2;44;3;1;1;4;0;1;;;
7145289-1;1;1;2;4;59;3;1;1;4;2;1;;;
7145290-1;2;1;2;2;38;3;1;1;4;2;1;;;
7145291-1;2;1;2;5;59;3;1;1;4;0;1;;;
7145292-1;0;1;1;5;27;3;1;1;1;2;1;;;
7145293-1;1;1;2;3;71;3;1;1;1;1;1;;;
7145294-1;2;1;2;4;36;3;1;1;4;2;1;;;
7145295-1;2;1;2;4;47;3;1;1;1;2;3;;;
7145296-1;3;1;2;4;35;3;1;1;1;2;1;;;
7145298-1;1;1;2;4;52;3;1;1;1;1;1;;;
7145300-1;0;1;2;4;56;3;1;3;1;2;3;;;
7145301-1;0;1;2;4;40;3;1;3;1;2;3;;;
7145304-1;2;1;2;4;45;3;1;2;2;2;3;;;
7145306-1;1;1;2;6;31;3;1;3;1;2;3;;;
7145307-1;2;1;2;4;56;3;1;2;1;2;1;;;
7145308-1;0;1;1;6;58;3;1;2;1;2;1;;;
7145309-1;4;1;2;4;49;3;1;1;4;0;1;;;
7145310-1;2;1;2;5;40;3;1;2;1;2;3;;;
7145311-1;0;1;2;4;55;3;1;2;1;0;1;;;
7145313-1;2;1;2;3;78;3;1;2;4;0;0;;;
7145314-1;2;1;2;3;87;3;1;1;5;0;1;;;
7145316-1;0;1;1;4;79;3;1;2;4;0;1;;;
7145317-1;0;1;2;5;29;3;1;2;1;2;3;;;
7145319-1;0;1;1;4;40;3;1;2;1;2;1;;;
7145322-1;0;1;2;4;45;3;1;2;2;2;1;;;
7145327-1;2;1;2;2;36;3;1;2;4;2;1;;;
7145328-1;0;1;2;4;59;3;1;2;1;2;3;;;
7145329-1;3;1;2;4;38;3;1;2;4;2;1;;;
7145337-1;4;1;2;5;26;3;1;2;4;2;1;;;
7145338-1;1;1;2;4;52;3;1;1;1;2;3;;;
7145341-1;0;1;1;5;28;3;1;2;1;2;1;;;
7145348-1;1;1;2;5;23;3;1;1;4;2;1;;;
7145349-1;2;1;2;4;35;3;1;1;1;0;1;;;
7145350-1;0;1;2;5;49;3;1;1;1;0;1;;;
7145351-1;1;1;2;4;69;3;1;1;4;0;0;;;
7145352-1;3;1;2;4;49;3;1;1;1;1;1;;;
7145359-1;0;1;1;4;63;3;1;1;1;0;1;;;
7145361-1;0;1;1;2;36;3;1;3;1;2;3;;;
7145362-1;0;1;1;5;35;3;1;1;1;2;1;;;
7145365-1;1;1;2;4;58;3;1;1;1;1;1;;;
7145369-1;1;1;2;4;84;3;1;1;5;0;0;;;
7145370-1;0;1;1;4;54;3;1;1;1;0;1;;;
7145371-1;0;1;1;2;60;3;2; ;1;0;1;;;
7145372-1;1;1;1;4;50;3;1;1;1;0;1;;;
7145376-1;0;1;1;4;53;3;1;2;1;0;1;;;
7145377-1;0;1;1;4;59;3;1;2;1;0;1;;;
7145382-1;1;1;1;4;54;3;1;1;1;0;1;;;
7145385-1;0;1;2;5;56;3;2; ;1;0;1;;;
7145393-1;0;1;2;3;79;3;1;1;4;0;1;;;
7145395-1;0;1;2;5;65;3;1;1;4;0;1;;;
7145396-1;1;1;2;4;50;3;1;1;1;0;1;;;
7145399-1;0;1;1;2;65;3;1;1;1;0;1;;;
7145400-1;0;1;2;3;77;3;1;1;4;0;1;;;
7145402-1;0;1;1;2;63;3;1;1;1;0;1;;;
7145405-1;0;1;1;4;67;3;1;1;1;0;1;;;
7145406-1;0;1;1;5;22;3;1;1;1;2;1;;;
7145409-1;0;1;1;4;48;3;1;1;1;0;1;;;
7145413-1;0;1;1;5;55;3;1;1;1;0;1;;;
7145414-1;0;1;1;5;32;3;2; ;1;0;1;;;
7145415-1;0;1;2;4;51;3;1;1;1;0;1;;;
7145418-1;0;1;1;6;67;3;1;1;1;0;1;;;
7145419-1;1;1;1;4;47;3;1;1;1;0;1;;;
7145422-1;1;1;1;4;61;3;1;1;1;0;1;;;
7145429-1;1;1;1;4;59;3;1;1;1;0;1;;;
7145430-1;0;1;1;4;70;3;1;1;1;0;1;;;
7145435-1;2;1;1;4;62;3;1;1;1;0;1;;;
7145444-1;2;1;2;4;42;3;1;1;1;0;1;;;
7145456-1;0;1;1;3;88;3;1;1;4;0;1;;;
7145457-1;2;1;2;4;37;3;1;1;4;2;1;;;
7145458-1;0;1;1;5;48;3;1;1;1;0;1;;;
7145459-1;0;1;1;4;77;3;1;1;1;0;1;;;
7145460-1;0;1;1;4;72;3;1;1;1;0;1;;;
7145461-1;0;1;2;3;81;3;1;1;5;0;0;;;
7145462-1;0;1;2;4;75;3;1;1;4;2;1;;;
7145465-1;0;1;1;5;56;3;1;1;1;2;3;;;
7145466-1;0;1;1;2;63;3;1;1;1;0;1;;;
7145468-1;0;1;1;5;30;3;1;1;1;2;3;;;
7145469-1;0;1;1;4;27;3;1;1;1;2;1;;;
7145470-1;0;1;1;4;61;3;1;1;1;2;3;;;
7145471-1;0;1;2;5;65;3;1;2;4;0;1;;;
7145497-1;1;1;1;5;41;2;1;2;1;0;1;;;
7145502-1;1;1;2;4;58;2;1;1;4;0;1;;;
7145511-1;1;1;1;5;60;2;1;1;2;0;1;;;
7145512-1;0;1;2;6;60;2;1;1;4;0;1;;;
7145516-1;0;1;1;5;48;2;1;1;1;0;1;;;
7145517-1;0;1;1;4;62;2;1;1;1;0;1;;;
7145523-1;0;1;1;6;51;2;1;1;1;0;1;;;
7145525-1;0;1;2;5;60;2;1;1;4;0;3;;;
7145526-1;1;1;1;3;64;2;1;1;5;0;1;;;
7145529-1;1;1;2;5;26;2;1;2;1;2;3;;;
7145532-1;0;1;2;4;57;2;1;1;1;0;1;;;
7145533-1;2;1;2;3;41;2;1;2;1;2;1;;;
7145534-1;1;1;2;2;20;2;1;1;1;2;3;;;
7145539-1;0;1;2;4;40;2;1;2;1;2;1;;;
7145541-1;3;1;2;4;45;2;1;1;4;0;1;;;
7145542-1;2;1;2;4;48;2;1;2;4;2;1;;;
7145546-1;0;1;1;3;63;2;1;2;6;2;1;;;
7145547-1;1;1;2;4;77;2;1;2;4;0;0;;;
7145548-1;0;1;1;2;56;2;1;2;1;2;1;;;
7145549-1;0;1;2;6;67;2;1;2;4;0;0;;;
7145550-1;0;1;2;6;60;2;1;2;4;0;3;;;
7145551-1;0;1;1;2;47;2;1;2;1;2;1;;;
7145554-1;2;1;2;5;29;2;1;2;1;0;1;;;
7145556-1;0;1;2;3;70;2;1;2;4;0;0;;;
7145565-1;0;1;2;5;72;2;1;2;4;0;1;;;
7145566-1;0;1;2;5;30;2;1;2;1;1;3;;;
7145568-1;0;1;2;3;68;2;1;2;1;0;0;;;
7145569-1;0;1;2;3;65;2;1;2;4;0;1;;;
7145572-1;0;1;2;3;55;2;1;2;1;0;1;;;
7145574-1;0;1;2;3;45;2;1;2;1;2;1;;;
7145576-1;0;1;2;3;81;2;1;2;4;0;1;;;
7145577-1;1;1;2;4;37;2;1;2;1;2;1;;;
7145578-1;3;1;2;5;44;2;1;2;1;0;1;;;
7145579-1;0;1;2;3;56;2;1;2;1;0;1;;;
7145587-1;0;1;1;4;41;2;1;2;1;0;1;;;
7145588-1;0;1;2;6;63;2;1;2;6;0;1;;;
7145592-1;0;1;2;5;69;2;1;2;4;0;2;;;
7145594-1;0;1;1;6;66;2;1;2;4;0;1;;;
7145595-1;0;1;2;6;69;2;1;2;4;0;1;;;
7145596-1;1;1;2;5;49;2;1;2;4;0;1;;;
7145597-1;1;1;2;4;66;2;1;2;4;0;1;;;
7145601-1;1;1;2;5;24;2;1;2;4;0;3;;;
7145603-1;1;1;2;3;60;2;1;2;4;0;1;;;
7145607-1;2;1;2;3;59;2;1;1;4;0;1;;;
7145608-1;1;1;2;4;65;2;1;1;4;0;1;;;
7145611-1;0;1;2;3;70;2;1;1;4;0;1;;;
7145615-1;0;1;2;3;63;2;1;1;4;0;1;;;
7145616-1;2;1;2;5;33;2;1;2;1;2;1;;;
7145620-1;0;1;2;4;65;2;1;1;4;0;0;;;
7145622-1;1;1;2;5;46;2;1;1;2;0;1;;;
7145624-1;1;1;2;3;43;2;1;4;1;2;3;;;
7145630-1;2;1;2;3;58;2;1;2;4;0;1;;;
7145632-1;2;1;2;5;30;2;1;2;1;2;1;;;
7145633-1;0;1;2;2;65;2;1;2;1;0;3;;;
7145635-1;2;1;2;4;30;2;1;3;1;2;3;;;
7145638-1;0;1;2;3;71;2;1;1;4;0;1;;;
7145639-1;1;1;2;2;24;2;1;2;1;2;3;;;
7145643-1;0;1;2;3;59;2;1;3;5;0;3;;;
7145644-1;1;1;2;3;70;2;1;3;4;2;1;;;
7145646-1;1;1;2;4;54;2;1;3;1;2;3;;;
7145647-1;1;1;1;4;62;2;1;3;1;2;3;;;
7145648-1;1;1;1;4;39;2;1;2;1;2;3;;;
7145649-1;0;1;1;4;53;2;1;3;1;2;3;;;
7145650-1;0;1;1;5;27;2;1;3;1;2;3;;;
7145652-1;0;1;1;4;42;2;1;1;1;2;1;;;
7145654-1;0;1;2;4;62;2;1;5;1;2;3;;;
7145657-1;1;1;2;3;53;2;1;3;1;2;1;;;
7145660-1;1;1;2;4;45;2;1;2;1;0;3;;;
7145662-1;0;1;2;5;23;2;1;2;1;2;1;;;
7145665-1;1;1;2;3;70;2;1;2;4;2;1;;;
7145668-1;1;1;2;4;54;2;1;1;1;2;1;;;
7145669-1;1;1;2;4;20;2;1;1;1;2;3;;;
7145670-1;5;1;2;4;39;2;1;1;1;2;1;;;
7145671-1;1;1;2;3;65;2;1;1;4;0;0;;;
7145674-1;1;1;2;4;33;2;1;3;1;2;1;;;
7145679-1;0;1;1;5;79;2;2; ;4;0;0;;;
7145683-1;0;1;2;3;57;2;1;1;4;0;1;;;
7145684-1;0;1;1;2;59;2;1;1;1;0;1;;;
7145686-1;0;1;1;4;55;2;1;1;4;0;1;;;
7145687-1;0;1;2;4;55;2;1;2;1;0;1;;;
7145690-1;0;1;1;5;66;2;1;2;1;0;0;;;
7145691-1;0;1;2;4;59;2;2; ;1;0;0;;;
7145693-1;0;1;1;4;61;2;2; ;1;0;0;;;
7145694-1;0;1;1;5;63;2;2; ;1;0;1;;;
7145696-1;0;1;1;6;62;2;1;1;1;1;1;;;
7145697-1;0;1;1;3;67;2;2; ;4;0;1;;;
7145698-1;0;1;1;4;75;2;2; ;4;0;0;;;
7145700-1;0;1;2;4;49;2;2; ;1;0;0;;;
7145701-1;1;1;2;4;78;2;2; ;4;0;1;;;
7145702-1;0;1;1;4;69;2;2; ;1;0;1;;;
7145703-1;0;1;1;4;54;2;2; ;1;0;1;;;
7145705-1;0;1;2;4;57;2;1;1;4;0;1;;;
7145710-1;0;1;1;4;60;2;1;1;1;0;1;;;
7145712-1;0;1;2;3;73;2;1;1;4;0;0;;;
7145714-1;0;1;1;2;30;2;1;1;1;0;1;;;
7145716-1;0;1;1;2;63;2;1;2;4;0;1;;;
7145720-1;1;1;2;3;67;2;1;1;4;0;1;;;
7145721-1;0;1;2;3;66;2;1;1;4;0;0;;;
7145723-1;1;1;1;3;67;2;1;1;4;0;1;;;
7145726-1;0;1;1;5;27;2;1;1;1;0;1;;;
7145727-1;0;1;2;2;64;2;1;1;4;2;1;;;
7145736-1;0;1;1;4;81;2;1;2;4;0;1;;;
7145738-1;2;1;2;4;40;2;1;2;1;0;1;;;
7145743-1;0;1;1;2;56;2;1;0;1;0;1;;;
7145745-1;0;1;1;2;60;2;2; ;1;0;1;;;
7145747-1;0;1;1;4;47;2;1;2;1;2;1;;;
7145749-1;2;1;1;3;46;2;1;1;1;0;1;;;
7145750-1;0;1;1;4;61;2;1;2;1;0;0;;;
7145757-1;1;1;1;4;54;2;1;1;1;0;0;;;
7145762-1;0;1;1;4;52;2;1;1;1;0;1;;;
7145765-1;1;1;1;4;45;2;1;1;1;2;1;;;
7145780-1;0;1;2;4;63;2;1;2;1;0;1;;;
7145781-1;0;1;2;4;68;2;1;1;4;2;1;;;
7145787-1;2;1;2;4;54;2;1;2;1;2;1;;;
7145788-1;0;1;2;3;64;2;1;2;5;0;1;;;
7145789-1;0;1;1;5;24;2;1;2;1;2;1;;;
7145791-1;0;1;2;4;59;2;1;2;4;0;1;;;
7145793-1;0;1;2;4;80;2;1;1;4;0;0;;;
7145795-1;2;1;2;3;58;2;1;2;1;0;1;;;
7145797-1;0;1;1;2;65;2;2; ;6;0;1;;;
7145798-1;1;1;2;2;24;2;1;2;4;2;3;;;
7145800-1;1;1;2;4;58;2;1;2;4;2;1;;;
7145802-1;3;1;2;4;29;2;1;2;1;2;1;;;
7145808-1;0;1;1;4;35;2;1;2;1;2;3;;;
7145809-1;0;1;2;5;33;2;1;2;1;2;3;;;
7145810-1;4;1;2;6;29;2;1;3;4;2;1;;;
7145813-1;0;1;2;5;44;2;1;2;1;2;1;;;
7145821-1;0;1;1;6;48;2;2; ;6;0;1;;;
7145825-1;0;1;2;2;20;2;1;2;1;2;1;;;
7145827-1;3;1;2;2;20;2;1;0;4;0;1;;;
7145830-1;0;1;2;4;32;2;1;2;1;2;3;;;
7145832-1;0;1;1;4;55;2;2; ;4;0;1;;;
7145834-1;0;1;1;4;32;2;2; ;4;2;3;;;
7145835-1;0;1;2;3;69;2;1;4;4;2;1;;;
7145839-1;0;1;2;5;54;2;1;3;1;2;1;;;
7145839-2;0;1;2;5;20;2;1;3;1;2;1;;;
7145839-3;0;1;1;5;23;2;1;3;1;2;1;;;
7145839-4;0;1;2;4;59;2;1;3;1;0;1;;;
7145839-5;0;1;1;1;48;2;1;3;1;2;1;;;
7145841-1;0;1;1;5;17;2;1;3;3;2;3;;;
7145844-1;0;1;1;5;70;2;1;2;6;2;0;;;
7145844-2;0;1;1;5;62;2;1;2;6;2;1;;;
7145845-1;0;1;2;4;46;2;1;3;1;2;1;;;
7145846-1;2;1;2;4;62;2;1;3;4;2;1;;;
7145847-1;0;1;2;5;66;2;1;3;6;2;1;;;
7145849-1;0;1;1;4;57;2;1;3;1;2;1;;;
7145850-1;1;1;2;4;66;2;1;1;5;0;1;;;
7145851-1;3;1;2;4;37;2;1;1;1;2;1;;;
7145852-1;0;1;2;5;64;2;1;4;1;2;3;;;
7145854-1;2;1;2;3;70;2;1;3;6;0;0;;;
7145871-1;2;1;1;4;60;2;1;2;1;2;3;;;
7145882-2;2;1;2;5;26;2;1;2;1;2;1;;;
7145886-1;0;1;1;3;73;2;1;2;4;0;1;;;
7145889-1;2;1;2;3;67;2;1;2;4;0;0;;;
7145890-1;2;1;2;3;58;2;1;2;1;2;1;;;
7145891-1;1;1;2;4;31;2;1;3;1;2;3;;;
7145894-1;0;1;2;2;58;2;1;2;1;0;1;;;
7145895-1;1;1;2;4;64;2;1;2;4;2;1;;;
7145896-1;2;1;2;4;48;2;1;3;1;2;1;;;
7145897-1;0;1;1;4;50;2;1;1;2;0;1;;;
7145898-1;0;1;2;4;79;2;1;3;4;1;1;;;
7145901-1;0;1;1;5;46;2;1;1;1;0;1;;;
7145903-1;0;1;2;4;51;2;1;1;1;0;1;;;
7145904-1;1;1;2;4;44;2;1;1;4;2;1;;;
7145906-1;0;1;2;3;64;2;1;2;1;0;1;;;
7145909-1;0;1;2;4;74;2;1;3;6;0;3;;;
7145912-1;1;1;2;3;68;2;1;3;5;0;1;;;
7145913-1;0;1;2;5;68;2;1;3;4;0;1;;;
7145914-1;0;1;1;4;47;2;1;3;1;1;1;;;
7145916-1;0;1;2;3;67;2;1;2;4;2;3;;;
7145932-1;2;1;2;4;34;2;1;2;1;2;3;;;
7145933-1;0;1;2;5;57;2;1;2;4;0;1;;;
7145935-1;1;1;1;3;79;2;1;3;1;0;1;;;
7145937-1;1;1;2;5;32;2;1;2;1;2;1;;;
7145950-1;2;1;2;4;56;2;1;1;1;0;1;;;
7145953-1;3;1;2;3;84;2;1;1;5;0;0;;;
7145954-1;0;1;2;5;19;2;1;1;3;2;3;;;
7145956-1;0;1;2;5;61;2;1;1;4;0;1;;;
7145958-1;1;1;2;6;43;2;1;1;1;2;3;;;
7145959-1;0;1;1;4;58;2;1;3;1;0;1;;;
7145961-1;1;1;1;4;65;2;1;1;1;0;1;;;
7145967-1;0;1;1;3;69;2;1;1;5;0;1;;;
7145975-1;1;1;1;4;61;2;1;2;1;0;1;;;
7145977-1;1;1;1;4;82;2;1;2;5;0;0;;;
7145979-1;1;1;2;4;19;2;1;2;4;2;1;;;
7145997-1;0;1;1;2;42;2;1;1;1;0;1;;;
7145999-1;0;1;1;4;37;2;1;1;1;2;1;;;
7146005-1;6;1;2;6;46;2;1;1;4;0;0;;;
7146006-1;0;1;2;4;53;2;1;1;4;0;1;;;
7146008-1;0;1;2;5;71;2;1;1;4;0;1;;;
7146010-1;2;1;2;3;55;2;1;0;4;0;1;;;
7146011-1;4;1;2;2;22;2;1;1;4;0;1;;;
7146013-1;0;1;1;4;61;2;1;1;1;0;1;;;
7146019-1;2;1;2;5;33;2;1;2;1;0;1;;;
7146022-1;0;1;1;3;84;2;1;2;1;0;0;;;
7146023-1;0;1;2;3;44;2;1;2;1;2;1;;;
7146031-1;2;1;2;3;89;2;1;2;5;0;1;;;
7146032-1;1;1;2;5;48;2;1;2;1;0;0;;;
7146034-1;1;1;2;3;72;2;1;2;4;0;1;;;
7146035-1;1;1;1;3;84;2;1;2;6;0;1;;;
7146037-1;0;1;1;5;54;2;1;2;1;0;0;;;
7146049-1;0;1;2;4;56;7;1;3;6;0;1;;;
7146052-1;0;1;2;5;67;7;1;3;6;2;1;;;
7146054-1;0;1;2;3;84;7;1;3;4;0;1;;;
7146056-1;0;1;2;2;51;7;1;3;1;2;3;;;
7146059-1;0;1;1;5;29;7;1;1;1;2;1;;;
7146061-1;1;1;2;4;59;7;1;1;4;0;1;;;
