Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Tipo Union;Edad Jefe;Region;Energia;Estrato vivienda;Trabajo Jefe;Uso tecnologia Jefe;Edu Jefe;;;
7199777-1;0;1;1;4;56;2;1;1;4;0;0;;;
7199778-1;0;1;1;3;65;2;1;1;1;2;1;;;
7199783-1;0;1;1;5;20;2;2; ;1;2;3;;;
7199785-1;0;1;1;4;59;2;1;8;1;0;1;;;
7199788-1;0;1;2;3;86;2;2; ;4;0;0;;;
7199789-1;0;1;2;4;61;2;2; ;4;0;0;;;
7199793-1;0;1;1;5;29;2;1;8;1;2;1;;;
7199797-1;0;1;1;2;37;2;1;1;1;0;1;;;
7199798-1;0;1;1;5;52;2;1;2;1;0;1;;;
7199799-1;0;1;1;4;40;2;1;2;1;1;1;;;
7199800-1;0;1;2;4;37;2;1;2;1;0;1;;;
7199801-1;0;1;1;5;63;2;1;0;1;0;0;;;
7199802-1;0;1;1;4;61;2;1;2;1;0;1;;;
7199804-1;0;1;1;6;49;2;1;8;1;2;1;;;
7199806-1;2;1;2;4;31;2;1;0;1;0;0;;;
7199813-1;0;1;1;4;80;2;1;1;1;0;0;;;
7199816-1;3;1;2;2;37;2;1;0;4;1;1;;;
7199817-1;0;1;2;3;81;2;1;2;4;0;0;;;
7199820-1;2;1;2;5;19;2;1;0;6;0;1;;;
7199824-1;0;1;1;5;18;2;1;2;1;2;1;;;
7199825-1;0;1;1;4;71;2;1;2;1;0;1;;;
7199828-1;0;1;2;3;79;2;1;2;5;0;1;;;
7199830-1;0;1;1;4;71;2;1;2;1;0;0;;;
7199833-1;0;1;1;3;89;2;1;8;6;0;1;;;
7199835-1;0;1;1;4;44;2;1;2;1;2;1;;;
7199836-1;0;1;1;5;23;2;1;2;4;2;1;;;
7199843-1;0;1;1;4;51;2;1;1;1;0;1;;;
7199849-1;0;1;1;5;25;2;1;2;1;2;1;;;
7199850-1;0;1;1;3;80;2;1;2;1;0;1;;;
7199853-1;0;1;2;3;83;2;1;1;4;0;0;;;
7199859-1;1;1;1;3;77;2;1;1;5;0;1;;;
7199860-1;0;1;2;4;40;2;1;1;1;2;1;;;
7199862-1;1;1;2;3;72;2;1;5;5;2;1;;;
7199865-1;1;1;2;5;32;2;1;2;1;0;1;;;
7199866-1;0;1;1;5;50;2;1;2;6;0;1;;;
7199867-1;1;1;2;6;43;2;1;3;1;2;1;;;
7199868-1;0;1;2;5;39;2;1;3;1;2;3;;;
7199873-1;0;1;2;5;75;2;1;4;1;2;3;;;
7199874-1;0;1;2;5;87;2;1;4;5;0;1;;;
7199876-1;0;1;2;5;28;2;1;5;1;2;3;;;
7199877-1;0;1;2;5;43;2;1;5;1;2;3;;;
7199878-1;1;1;2;2;46;2;1;4;1;2;3;;;
7199880-1;1;1;1;5;48;2;1;2;1;2;2;;;
7199884-1;1;1;2;6;61;2;1;4;4;0;1;;;
7199889-1;2;1;2;5;34;2;1;4;4;0;1;;;
7199892-1;0;1;2;5;52;2;1;3;1;2;1;;;
7199894-1;2;1;2;4;33;2;1;4;1;2;1;;;
7199896-1;0;1;2;5;39;2;1;4;1;2;3;;;
7199897-1;1;1;2;2;62;2;1;1;4;0;1;;;
7199898-1;1;1;1;4;43;2;1;1;1;2;1;;;
7199899-1;1;1;2;4;41;2;1;1;2;2;2;;;
7199900-1;0;1;2;5;29;2;1;1;1;2;1;;;
7199904-1;0;1;1;5;41;2;1;1;1;2;1;;;
7199916-1;0;1;1;5;34;2;1;1;1;0;1;;;
7199920-1;0;1;1;5;18;2;1;1;1;2;1;;;
7199923-1;0;1;1;5;63;2;1;1;1;0;1;;;
7199926-1;0;1;1;5;33;2;1;1;1;0;0;;;
7199930-1;0;1;1;5;27;2;1;1;1;2;1;;;
7199933-1;0;1;1;5;39;2;1;1;1;2;1;;;
7199936-1;1;1;2;5;53;2;1;1;4;0;0;;;
7199937-1;0;1;1;5;35;2;1;1;1;0;1;;;
7199938-1;0;1;2;3;76;2;1;1;4;0;0;;;
7199939-1;0;1;1;4;60;2;1;1;1;0;1;;;
7199941-1;0;1;1;2;51;2;1;1;1;0;1;;;
7199942-1;0;1;1;3;66;2;1;1;1;0;1;;;
7199943-1;0;1;2;5;63;2;1;1;4;0;0;;;
7199944-1;0;1;1;3;84;2;1;1;1;0;1;;;
7199946-1;1;1;2;3;72;2;1;1;4;0;1;;;
7199947-1;1;1;2;3;84;2;1;1;1;0;0;;;
7199950-1;0;1;1;4;43;2;1;3;1;2;3;;;
7199952-1;0;1;2;4;51;2;1;1;1;0;1;;;
7199958-1;3;1;2;4;34;2;1;1;4;2;1;;;
7199960-1;2;1;2;3;68;2;1;1;6;0;0;;;
7199962-1;1;1;2;4;61;2;1;1;1;0;1;;;
7199963-1;0;1;2;4;52;2;1;1;4;2;1;;;
7199966-1;0;1;1;4;39;2;1;1;1;2;1;;;
7199967-1;1;1;2;3;65;2;1;1;4;0;0;;;
7199970-1;2;1;1;4;48;2;1;1;1;0;0;;;
7199971-1;1;1;1;3;92;2;1;1;6;0;0;;;
7199973-1;0;1;2;4;62;2;1;2;4;0;1;;;
7199976-1;2;1;2;5;39;2;1;3;1;2;3;;;
7199980-1;0;1;2;5;22;2;1;3;1;2;1;;;
7199988-1;0;1;1;3;71;2;1;1;5;0;0;;;
7199991-1;1;1;2;4;30;2;1;1;1;1;1;;;
7199995-1;0;1;1;2;38;2;1;1;1;0;1;;;
7200000-1;1;1;2;5;18;2;1;0;1;0;1;;;
7200001-1;0;1;1;2;65;2;1;1;1;0;0;;;
7200003-2;1;1;2;6;35;2;1;1;4;1;3;;;
7200009-1;0;1;1;2;41;2;1;2;1;2;1;;;
7200010-1;2;1;2;4;34;2;1;1;1;0;1;;;
7200011-1;0;1;1;5;37;2;1;1;1;0;1;;;
7200013-1;0;1;1;5;39;2;1;2;1;0;0;;;
7200014-1;1;1;2;3;65;2;1;1;4;0;0;;;
7200015-1;0;1;1;5;46;2;1;1;1;0;1;;;
7200016-1;0;1;2;4;65;2;1;2;4;0;0;;;
7200017-1;0;1;2;5;70;2;1;2;4;0;0;;;
7200018-1;0;1;1;5;50;2;1;1;1;0;1;;;
7200019-1;3;1;2;4;38;2;1;1;1;0;1;;;
7200022-1;0;1;2;5;37;2;1;2;1;2;1;;;
7200027-1;1;1;1;3;85;2;1;2;5;0;1;;;
7200030-1;0;1;1;4;42;2;1;2;2;0;1;;;
7200032-1;1;1;2;3;58;7;1;2;1;0;1;;;
7200039-1;3;1;2;4;45;7;1;1;1;0;1;;;
7200041-1;1;1;2;4;55;7;1;5;1;2;1;;;
7200043-1;0;1;2;3;74;7;1;2;4;0;0;;;
7200044-1;0;1;1;3;50;7;1;2;1;0;1;;;
7200049-1;1;1;1;4;65;7;1;1;1;0;1;;;
7200050-1;2;1;2;5;28;7;1;1;1;2;1;;;
7200051-1;0;1;2;5;45;7;1;1;1;2;1;;;
7200053-1;0;1;2;5;64;7;1;4;4;2;1;;;
7200054-1;0;1;2;4;69;7;1;5;4;2;1;;;
7200057-1;1;1;2;4;37;7;1;1;2;2;1;;;
7200060-1;2;1;2;4;49;7;1;1;1;2;1;;;
7200063-1;0;1;1;3;62;7;1;1;6;0;1;;;
7200068-1;0;1;1;4;67;7;1;1;1;0;1;;;
7200071-1;0;1;2;4;65;7;1;2;4;0;1;;;
7200072-1;0;1;2;4;63;7;1;2;1;0;1;;;
7200073-1;0;1;2;3;63;7;1;2;4;2;1;;;
7200074-1;0;1;1;4;53;7;1;1;1;0;1;;;
7200077-1;0;1;1;4;57;7;1;1;1;0;1;;;
7200078-1;0;1;1;4;50;7;1;1;1;0;0;;;
7200081-1;0;1;1;4;46;7;1;1;2;0;1;;;
7200082-1;1;1;2;4;48;7;1;1;4;0;1;;;
7200084-1;1;1;2;3;69;7;1;1;5;0;1;;;
7200085-1;1;1;2;4;33;7;1;2;1;2;3;;;
7200089-1;4;1;2;4;48;4;1;1;1;2;1;;;
7200090-1;2;1;2;4;38;4;1;1;4;2;3;;;
7200091-1;0;1;1;5;40;4;1;1;1;0;1;;;
7200095-1;1;1;2;3;42;4;1;0;1;2;1;;;
7200096-1;2;1;2;2;27;4;1;1;1;2;1;;;
7200103-1;2;1;2;4;37;4;1;1;1;2;1;;;
7200104-1;0;1;1;5;27;4;1;1;1;0;0;;;
7200105-1;3;1;2;4;42;4;1;1;1;2;3;;;
7200107-2;0;1;1;5;23;4;1;1;1;2;1;;;
7200109-1;2;1;2;2;26;4;1;1;1;2;1;;;
7200110-1;1;1;1;1;73;4;1;1;1;0;1;;;
7200111-1;0;1;1;5;78;4;1;1;1;0;1;;;
7200113-1;0;1;1;5;73;4;1;0;4;0;0;;;
7200122-1;1;1;2;3;70;4;1;1;4;0;1;;;
7200123-1;0;1;1;5;39;4;1;1;1;2;1;;;
7200124-1;0;1;2;5;34;4;1;1;1;2;3;;;
7200130-1;0;1;1;6;47;4;1;1;1;2;1;;;
7200131-1;0;1;1;5;83;4;1;1;6;0;1;;;
7200132-1;2;1;1;3;60;4;1;1;1;0;0;;;
7200142-1;0;1;1;4;77;4;1;1;1;0;0;;;
7200144-1;0;1;1;4;67;4;2; ;1;0;1;;;
7200145-1;0;1;2;4;44;4;1;1;1;0;1;;;
7200147-1;0;1;2;5;56;4;1;1;1;0;0;;;
7200149-1;0;1;2;3;80;4;1;0;4;0;0;;;
7200151-1;0;1;2;4;73;4;1;0;4;0;0;;;
7200152-1;0;1;1;4;74;4;1;1;1;0;0;;;
7200153-1;0;1;1;4;40;4;1;0;1;0;1;;;
7200159-1;0;1;1;2;61;4;1;8;1;0;1;;;
7200161-1;1;1;2;4;27;4;1;8;1;2;1;;;
7200162-1;3;1;2;2;27;4;1;8;4;1;1;;;
7200164-1;1;1;2;3;63;4;1;8;4;0;1;;;
7200171-1;0;1;2;3;81;4;1;1;4;0;0;;;
7200175-1;0;1;2;4;71;4;1;1;4;0;1;;;
7200176-1;0;1;1;4;59;4;1;1;1;0;1;;;
7200177-1;1;1;2;4;59;4;1;1;4;0;1;;;
7200180-1;0;1;1;4;46;4;1;1;1;0;1;;;
7200181-1;0;1;2;4;51;4;1;1;1;2;3;;;
7200181-2;0;1;1;5;44;4;1;1;1;0;1;;;
7200183-1;0;1;1;5;40;4;1;1;1;0;1;;;
7200186-1;1;1;2;2;30;4;1;1;4;0;0;;;
7200187-1;0;1;2;3;71;4;1;0;4;0;0;;;
7200189-1;0;1;2;2;49;4;1;1;4;0;1;;;
7200190-1;2;1;2;4;31;4;1;1;1;2;1;;;
7200191-1;0;1;1;5;19;4;1;1;1;2;1;;;
7200195-1;0;1;1;3;77;4;1;8;1;0;0;;;
7200198-1;1;1;1;3;92;4;1;1;6;0;1;;;
7200199-1;2;1;2;5;33;4;1;8;4;2;1;;;
7200200-1;0;1;1;2;54;4;1;8;1;0;1;;;
7200201-1;0;1;1;6;75;4;1;8;1;0;0;;;
7200202-1;0;1;2;3;92;4;1;8;4;0;1;;;
7200207-1;0;1;2;4;79;4;1;1;4;0;1;;;
7200210-1;0;1;2;4;65;4;1;1;1;0;1;;;
7200219-1;0;1;1;2;44;4;1;1;1;0;1;;;
7200221-1;3;1;2;2;37;4;1;1;4;0;1;;;
7200222-1;4;1;2;2;36;4;1;1;1;1;1;;;
7200223-1;2;1;2;4;38;4;1;1;1;0;1;;;
7200224-1;0;1;1;5;31;4;1;1;1;0;1;;;
7200225-1;0;1;1;5;30;4;1;1;1;0;1;;;
7200226-1;0;1;1;2;52;4;1;8;1;0;1;;;
7200228-1;2;1;2;1;29;4;1;1;4;0;1;;;
7200234-1;0;1;2;5;70;4;1;1;6;0;0;;;
7200244-1;0;1;2;4;56;4;1;1;4;0;1;;;
7200249-1;2;1;2;4;25;4;1;1;4;0;1;;;
7200250-1;4;1;2;2;25;4;1;1;4;2;1;;;
7200252-1;0;1;2;4;39;4;1;1;1;2;1;;;
7200253-1;3;1;2;4;34;4;1;1;1;2;1;;;
7200256-1;0;1;2;5;50;4;1;1;1;2;3;;;
7200257-1;0;1;2;3;61;4;1;1;4;0;1;;;
7200259-1;0;1;1;5;59;4;1;1;1;0;1;;;
7200260-1;0;1;1;4;60;4;1;1;1;0;1;;;
7200261-1;0;1;1;5;63;4;1;1;1;0;1;;;
7200263-1;0;1;1;2;36;4;1;1;1;2;1;;;
7200264-1;3;1;2;4;47;4;1;1;4;2;1;;;
7200269-1;2;1;2;2;18;4;1;1;4;2;1;;;
7200270-1;0;1;2;3;71;4;1;1;4;0;0;;;
7200272-1;0;1;1;4;40;4;1;1;1;2;3;;;
7200273-1;0;1;1;2;48;4;1;1;1;1;1;;;
7200281-1;2;1;2;4;34;4;1;1;1;0;1;;;
7200282-1;0;1;1;5;53;4;1;1;1;0;1;;;
7200286-1;1;1;2;4;28;4;1;1;1;2;3;;;
7200288-1;7;1;2;3;35;4;1;1;1;0;1;;;
7200290-1;4;1;2;4;42;4;1;1;1;2;1;;;
7200291-1;0;1;1;5;37;4;2; ;1;0;1;;;
7200292-1;0;1;2;5;65;4;1;8;4;0;1;;;
7200294-1;0;1;2;4;63;4;1;8;1;0;0;;;
7200295-1;0;1;1;5;54;4;1;8;1;0;1;;;
7200296-1;0;1;2;4;79;4;1;8;4;0;1;;;
7200299-1;0;1;1;4;40;4;1;8;1;2;0;;;
7200300-1;1;1;1;2;43;4;1;8;1;0;1;;;
7200305-1;1;1;2;3;81;4;1;8;4;0;1;;;
7200311-1;1;1;2;4;27;4;1;8;1;2;1;;;
7200313-1;0;1;2;4;62;4;1;8;1;0;1;;;
7200326-1;0;1;2;4;78;4;1;8;4;0;3;;;
7200327-1;0;1;2;4;60;4;1;8;1;0;1;;;
7200328-1;3;1;2;4;33;4;1;8;4;0;1;;;
7200330-1;0;1;2;4;37;4;1;8;1;2;1;;;
7200346-1;1;1;2;5;57;4;1;2;4;0;1;;;
7200349-1;0;1;1;4;43;4;1;2;1;2;1;;;
7200351-1;1;1;2;4;53;4;1;2;1;0;1;;;
7200352-1;0;1;2;4;69;4;1;2;4;0;1;;;
7200353-1;1;1;2;4;28;4;1;2;1;2;1;;;
7200357-1;1;1;2;4;59;4;1;2;4;0;1;;;
7200359-1;0;1;1;3;57;4;1;2;1;0;1;;;
7200362-1;0;1;1;4;37;4;1;2;1;0;1;;;
7200363-1;0;1;1;5;19;4;1;2;3;2;3;;;
7200365-1;0;1;1;5;45;4;1;1;1;0;1;;;
7200366-1;0;1;1;5;27;4;1;2;1;2;3;;;
7200368-1;0;1;2;4;68;4;1;1;4;0;1;;;
7200369-1;0;1;1;5;62;4;1;1;1;0;1;;;
7200373-1;1;1;1;3;84;4;1;1;1;0;1;;;
7200375-1;0;1;1;3;82;4;1;1;5;0;1;;;
7200376-1;1;1;2;3;69;4;1;1;4;0;1;;;
7200378-1;0;1;1;4;49;4;1;1;1;0;1;;;
7200381-1;0;1;1;5;56;4;1;1;4;0;1;;;
7200382-1;1;1;1;3;78;4;1;1;5;0;1;;;
7200384-1;2;1;2;4;70;4;1;1;4;0;1;;;
7200386-1;0;1;1;5;81;4;1;1;1;0;1;;;
7200387-1;0;1;1;3;72;4;1;1;1;0;1;;;
7200388-1;1;1;2;4;49;4;1;1;1;0;1;;;
7200390-1;2;1;2;5;67;4;1;1;4;0;1;;;
7200391-1;1;1;2;3;87;4;1;1;4;0;1;;;
7200392-1;1;1;2;4;63;4;1;1;6;0;1;;;
7200393-1;2;1;2;5;49;4;1;1;1;0;1;;;
7200394-1;4;1;2;5;57;4;1;1;1;0;1;;;
7200395-1;0;1;1;4;50;4;1;1;1;0;1;;;
7200397-1;0;1;1;4;39;4;1;1;1;0;1;;;
7200398-1;0;1;2;5;65;4;1;1;1;0;1;;;
7200400-1;0;1;2;5;50;4;1;1;4;0;1;;;
7200408-1;0;1;2;4;63;4;1;2;1;2;3;;;
7200410-1;1;1;2;5;48;4;1;1;1;0;1;;;
7200418-1;3;1;2;3;78;4;1;2;4;0;0;;;
7200420-1;0;1;1;5;65;4;1;2;1;0;1;;;
7200421-1;0;1;1;5;30;4;1;2;1;2;3;;;
7200422-1;0;1;1;3;71;4;1;2;4;0;1;;;
7200424-1;0;1;2;4;73;4;1;1;4;0;1;;;
7200425-1;0;1;1;4;32;4;1;1;1;0;1;;;
7200426-1;3;1;2;5;66;4;1;2;4;0;1;;;
7200427-1;0;1;2;3;66;4;1;1;4;0;1;;;
7200428-1;1;1;2;5;56;4;1;1;1;0;1;;;
7200433-1;0;1;2;3;75;4;1;1;4;0;1;;;
7200438-1;2;1;1;3;82;4;1;1;5;0;1;;;
7200439-1;1;1;2;3;78;4;1;1;4;0;1;;;
7200447-1;1;1;2;5;64;4;1;2;4;0;1;;;
7200453-1;0;1;1;5;33;4;1;1;1;0;1;;;
7200470-1;2;1;2;4;32;3;1;2;1;2;3;;;
7200475-1;0;1;1;5;45;3;1;1;1;0;1;;;
7200477-1;0;1;2;5;34;3;1;2;1;2;3;;;
7200479-1;0;1;2;4;57;3;1;2;6;2;3;;;
7200480-1;1;1;2;4;57;3;1;3;4;2;1;;;
7200483-1;0;1;2;4;81;3;1;4;6;2;1;;;
7200490-1;0;1;1;4;73;3;1;2;1;2;2;;;
7200491-1;1;1;2;2;31;3;1;2;1;2;3;;;
7200493-1;0;1;1;4;53;3;1;2;1;2;1;;;
7200495-1;0;1;1;4;44;3;1;1;1;2;1;;;
7200496-1;0;1;1;5;60;3;1;1;1;2;1;;;
7200501-1;0;1;1;4;47;3;1;3;1;2;3;;;
7200503-1;3;1;2;5;45;3;1;2;4;2;1;;;
7200505-1;0;1;2;3;75;3;1;2;6;0;1;;;
7200506-1;2;1;2;4;53;3;1;2;4;0;1;;;
7200511-1;1;1;2;4;48;3;1;2;5;0;1;;;
7200512-1;2;1;2;6;36;3;1;1;4;2;1;;;
7200513-1;0;1;2;5;69;3;1;2;4;2;3;;;
7200517-1;2;1;2;4;54;3;1;2;1;2;1;;;
7200518-1;1;1;2;6;49;3;1;2;1;2;1;;;
7200520-1;2;1;2;4;37;3;1;1;2;0;1;;;
7200520-2;1;1;1;4;43;3;1;1;2;0;1;;;
7200522-1;1;1;2;4;44;3;1;1;4;2;1;;;
7200527-1;0;1;2;3;65;3;1;1;6;0;1;;;
7200529-1;0;1;2;3;70;3;1;2;1;2;0;;;
7200530-1;0;1;1;5;61;3;1;1;1;0;1;;;
7200533-1;1;1;2;5;30;3;1;2;4;2;3;;;
7200535-1;2;1;2;5;64;3;1;2;1;0;1;;;
7200537-1;1;1;2;5;27;3;1;2;4;2;3;;;
7200540-1;1;1;2;4;56;3;1;2;1;2;3;;;
7200542-1;0;1;2;6;55;3;1;3;4;2;1;;;
7200543-1;0;1;2;3;63;3;1;2;4;0;1;;;
7200544-1;0;1;2;3;60;3;1;1;4;0;1;;;
7200545-1;4;1;1;4;63;3;1;1;1;2;1;;;
7200547-1;0;1;2;3;60;3;1;3;6;2;3;;;
7200548-1;0;1;1;4;65;3;1;1;1;0;1;;;
7200550-1;0;1;2;4;85;3;1;1;4;0;1;;;
7200551-1;0;1;1;5;54;3;1;1;1;0;1;;;
7200555-1;0;1;1;4;71;3;1;1;4;0;1;;;
7200556-1;0;1;2;5;71;3;1;2;4;0;1;;;
7200557-1;1;1;1;5;74;3;1;1;1;2;1;;;
7200559-1;0;1;1;5;74;3;1;1;1;0;1;;;
7200562-1;0;1;1;6;68;3;1;2;1;0;1;;;
7200564-1;0;1;1;5;57;3;2; ;1;0;1;;;
7200565-1;0;1;1;4;58;3;1;2;1;2;1;;;
7200569-1;1;1;2;5;93;3;1;1;5;0;1;;;
7200571-1;0;1;1;4;75;3;1;1;4;0;1;;;
7200572-1;1;1;1;4;60;3;1;2;1;0;1;;;
7200572-2;2;1;2;4;49;3;1;2;1;0;1;;;
7200575-1;0;1;2;6;87;3;1;2;4;0;1;;;
7200580-1;0;1;1;4;46;3;1;0;1;2;1;;;
7200583-1;0;1;1;4;64;3;1;2;1;2;1;;;
7200586-1;0;1;1;4;47;3;1;2;1;1;1;;;
7200587-1;1;1;1;4;56;3;1;2;1;0;1;;;
7200589-1;1;1;1;4;65;3;1;2;1;0;1;;;
7200592-1;0;1;1;4;24;3;1;2;1;2;1;;;
7200594-1;2;1;2;4;54;3;1;1;1;2;1;;;
7200599-1;0;1;1;4;59;3;1;2;1;0;1;;;
7200602-1;1;1;2;5;31;3;1;2;1;1;1;;;
7200605-1;0;1;2;5;79;3;1;2;4;0;1;;;
7200606-1;1;1;2;4;48;3;1;2;1;0;1;;;
7200607-1;0;1;2;5;66;3;1;2;4;2;1;;;
7200608-1;0;1;2;4;68;3;1;2;4;2;1;;;
7200610-1;1;1;2;3;71;3;1;2;4;0;1;;;
7200611-1;0;1;2;3;74;3;1;2;4;0;1;;;
7200613-1;1;1;2;3;66;3;1;2;4;0;1;;;
7200614-1;1;1;2;4;43;3;1;2;4;0;1;;;
7200616-1;0;1;2;3;75;3;1;2;4;0;1;;;
7200618-1;1;1;1;3;71;3;1;2;4;0;1;;;
7200622-1;2;1;2;4;42;3;1;2;1;2;1;;;
7200623-1;0;1;2;6;56;3;1;2;4;0;1;;;
7200624-1;0;1;2;3;63;3;1;2;1;0;1;;;
7200628-1;0;1;2;4;56;3;1;2;4;0;1;;;
7200629-1;1;1;2;3;85;3;1;2;4;0;0;;;
7200630-1;3;1;2;4;65;3;1;2;4;0;1;;;
7200632-1;0;1;1;5;61;3;1;2;4;0;0;;;
7200634-1;1;1;2;5;20;3;1;2;1;2;1;;;
7200635-1;0;1;2;5;50;3;1;3;4;0;1;;;
7200637-1;0;1;2;3;74;3;1;2;4;0;1;;;
7200639-1;2;1;2;5;37;3;1;2;2;0;1;;;
7200643-1;0;1;1;5;26;3;1;3;1;2;1;;;
7200645-1;1;1;2;4;58;3;1;3;1;2;3;;;
7200646-1;1;1;2;3;65;3;1;3;4;0;1;;;
7200647-1;3;1;2;4;36;3;1;3;4;2;3;;;
7200648-1;0;1;2;3;76;3;1;3;4;2;1;;;
7200649-1;1;1;2;4;47;3;1;3;4;2;1;;;
7200650-1;2;1;2;4;41;3;1;2;1;0;1;;;
7200652-1;2;1;2;5;30;3;1;2;1;0;1;;;
7200653-1;0;1;2;5;68;3;1;3;1;2;3;;;
7200655-1;2;1;2;3;53;3;1;2;1;0;1;;;
7200656-1;0;1;2;4;68;3;1;3;4;0;1;;;
7200657-1;0;1;1;5;62;3;1;2;4;0;1;;;
7200658-1;1;1;2;6;44;3;1;2;4;1;1;;;
7200659-1;1;1;2;5;31;3;1;3;1;2;3;;;
7200660-1;0;1;2;4;40;3;1;3;1;0;1;;;
7200661-1;0;1;1;5;42;3;1;2;1;2;1;;;
7200662-1;1;1;1;6;65;3;1;2;1;0;1;;;
7200663-1;0;1;2;4;64;3;1;3;4;2;1;;;
7200670-1;0;1;2;3;83;3;1;3;4;0;1;;;
7200671-1;0;1;2;3;74;3;1;3;6;0;1;;;
7200672-1;0;1;1;5;49;3;1;3;1;2;3;;;
7200673-1;0;1;1;4;50;3;1;3;1;2;3;;;
7200676-1;0;1;1;4;61;3;1;3;1;2;1;;;
7200677-1;0;1;1;5;69;3;1;3;6;2;3;;;
7200683-1;0;1;2;5;77;3;1;3;4;0;1;;;
7200684-1;4;1;2;6;43;3;1;3;4;2;1;;;
7200685-1;0;1;1;3;83;3;1;3;4;0;1;;;
7200687-1;2;1;2;3;55;3;1;2;1;0;1;;;
7200688-1;0;1;1;5;56;3;1;2;2;0;1;;;
7200689-1;0;1;1;5;25;3;1;2;2;2;1;;;
7200692-1;2;1;2;4;69;3;1;2;4;0;1;;;
7200693-1;2;1;2;3;39;3;1;2;4;0;1;;;
7200696-1;1;1;2;4;31;3;1;2;1;2;1;;;
7200698-1;0;1;1;4;54;3;1;2;1;2;3;;;
7200700-1;0;1;2;5;45;3;1;1;4;0;1;;;
7200701-1;1;1;2;4;46;3;1;1;4;0;1;;;
7200702-1;5;1;2;3;90;3;1;1;4;0;1;;;
7200703-1;1;1;2;5;47;3;1;1;1;2;1;;;
7200704-1;0;1;1;5;70;3;1;1;1;0;1;;;
7200705-1;0;1;2;4;62;3;1;3;4;2;3;;;
7200706-1;0;1;2;5;63;3;1;1;1;0;1;;;
7200707-1;1;1;2;4;61;3;1;1;1;0;1;;;
7200712-1;3;1;2;3;39;3;1;1;2;2;1;;;
7200713-1;0;1;1;5;74;3;1;1;1;0;1;;;
7200726-1;0;1;1;4;66;6;1;3;4;0;1;;;
7200727-1;2;1;2;3;78;6;1;3;5;0;1;;;
7200728-1;3;1;2;4;45;6;1;3;1;2;3;;;
7200731-1;3;1;2;4;44;6;1;3;1;2;1;;;
7200734-1;3;1;2;3;76;6;1;2;4;0;1;;;
7200736-1;0;1;2;3;75;6;1;2;4;0;1;;;
7200740-1;1;1;2;4;40;6;1;1;2;0;1;;;
7200743-1;2;1;2;4;25;6;1;1;4;2;1;;;
7200745-1;2;1;2;3;56;6;1;1;6;2;1;;;
7200746-1;1;1;2;3;56;6;1;1;4;0;1;;;
7200748-1;0;1;2;5;19;6;1;2;3;2;3;;;
7200749-1;2;1;2;4;37;6;1;2;1;2;1;;;
7200752-1;3;1;2;4;53;6;1;2;1;0;1;;;
7200759-1;2;1;2;4;44;6;1;0;4;2;0;;;
7200761-1;0;1;2;4;60;6;1;1;4;0;1;;;
7200762-1;1;1;2;4;25;6;1;1;1;2;3;;;
7200763-1;2;1;2;4;45;6;1;1;1;2;3;;;
7200764-1;1;1;2;4;36;6;1;2;1;2;3;;;
7200765-1;0;1;2;5;54;6;1;2;6;2;1;;;
7200767-1;0;1;2;4;25;6;1;2;1;2;1;;;
7200768-1;0;1;1;5;67;6;1;2;1;0;1;;;
7200769-1;1;1;1;3;91;6;1;2;5;0;1;;;
7200770-1;0;1;2;4;67;6;1;2;1;2;1;;;
7200771-1;0;1;2;4;49;6;1;2;1;2;3;;;
7200773-1;0;1;1;4;55;6;1;2;1;0;1;;;
7200775-1;0;1;1;5;38;6;1;2;1;2;3;;;
7200776-1;0;1;2;4;50;6;1;1;4;0;0;;;
7200781-1;0;1;1;5;48;6;1;1;1;2;1;;;
7200783-1;0;1;1;4;79;6;1;0;1;0;0;;;
7200785-1;0;1;1;5;24;6;1;1;1;0;1;;;
7200787-1;3;1;2;4;43;6;1;1;4;2;3;;;
7200788-1;1;1;1;5;60;6;1;1;5;0;1;;;
7200791-1;0;1;2;4;57;6;1;1;4;2;1;;;
7200794-1;1;1;2;4;31;6;1;1;1;2;3;;;
7200813-1;0;1;1;5;51;6;1;1;1;2;1;;;
7200845-1;0;1;1;4;34;9;1;1;4;2;3;;;
7200847-1;2;1;2;4;24;9;1;1;1;2;3;;;
7200856-1;3;1;2;4;47;9;1;1;1;0;1;;;
7200859-1;3;1;2;4;53;9;1;2;4;2;1;;;
7200860-1;0;1;1;4;29;9;1;2;1;2;3;;;
7200861-1;0;1;2;3;79;9;1;2;5;0;1;;;
7200863-1;0;1;1;4;68;9;1;2;1;2;1;;;
7200866-1;2;1;2;4;35;9;1;1;1;2;1;;;
7200867-1;0;1;2;4;60;9;1;1;4;0;1;;;
7200870-1;0;1;1;3;62;9;1;1;1;0;1;;;
7200872-1;0;1;1;3;82;9;1;1;5;0;0;;;
7200876-1;0;1;2;3;81;9;1;1;4;0;0;;;
7200878-1;0;1;1;4;69;9;1;1;4;0;1;;;
7200881-1;2;1;1;4;45;9;1;1;1;0;1;;;
7200885-1;2;1;2;6;48;9;1;1;4;2;1;;;
7200888-1;2;1;2;5;46;9;2; ;1;0;1;;;
7200890-1;0;1;2;4;77;9;1;1;1;0;1;;;
7200892-1;0;1;1;4;65;9;1;1;1;0;1;;;
7200896-1;1;1;2;5;38;9;1;1;1;2;1;;;
7200897-1;0;1;1;5;80;9;1;1;5;0;0;;;
