Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge
7239319-1;0;1;1;;;4;55;
7239321-1;0;1;2;;;3;75;
7239322-1;3;1;1;2;2;2;39;31
7239323-1;2;1;2;;;4;20;
7239324-1;0;1;1;;;4;62;
7239325-1;0;1;1;2;2;2;33;36
7239326-1;0;1;1;2;2;2;54;51
7239327-1;0;1;2;;;2;28;
7239328-1;1;1;1;;;2;31;
7239329-1;1;1;1;;;6;50;
7239330-1;0;1;1;;;5;28;
7239331-1;0;1;1;;;4;76;
7239332-1;2;1;1;2;2;2;30;24
7239333-1;0;1;2;;;5;20;
7239334-1;2;1;1;;;4;40;
7239335-1;0;1;1;2;2;6;62;55
7239336-1;0;1;1;2;2;2;83;65
7239337-1;0;1;2;;;4;50;
7239338-1;0;1;2;2;1;1;30;32
7239340-1;1;1;1;2;2;2;36;21
7239341-1;1;1;1;2;2;6;56;49
7239343-1;2;1;1;2;2;6;38;28
7239344-1;1;1;1;2;2;6;46;41
7239345-1;1;1;1;2;2;6;48;48
7239346-1;0;1;2;;;3;62;
7239347-1;0;1;1;;;4;52;
7239348-1;5;1;1;2;2;6;55;41
7239349-1;0;1;1;2;2;2;39;44
7239350-1;0;1;1;;;2;37;
7239351-1;0;1;1;2;2;6;63;58
7239352-1;2;1;1;2;2;2;29;30
7239353-1;0;1;1;2;2;2;48;47
7239354-1;0;1;1;;;2;54;
7239355-1;1;1;1;2;2;6;52;51
7239356-1;1;1;1;2;2;6;50;37
7239357-1;2;1;1;2;2;2;30;29
7239358-1;0;1;1;;;2;42;
7239360-1;0;1;2;;;6;39;
7239363-1;1;1;2;;;4;52;
7239364-1;1;1;1;2;2;2;43;20
7239368-1;0;1;1;2;2;6;63;57
7239369-1;0;1;1;;;5;52;
7239371-1;2;1;1;2;2;2;37;21
7239372-1;3;1;1;2;2;6;32;27
7239373-1;1;1;1;2;2;2;58;54
7239374-1;2;1;1;2;2;2;43;35
7239375-1;4;1;1;2;2;6;39;36
7239376-1;2;1;1;2;2;6;42;38
7239377-1;0;1;1;;;4;59;
7239378-1;2;1;2;;;4;32;
7239379-1;2;1;2;;;4;32;
7239380-1;4;1;1;2;2;2;57;37
7239381-1;0;1;1;;;4;42;
7239382-1;0;1;1;;;4;60;
7239383-1;0;1;1;2;2;6;61;59
7239384-1;2;1;1;2;2;2;55;48
7239387-1;0;1;2;;;4;57;
7239388-1;0;1;1;;;4;65;
7239390-1;0;1;1;;;5;64;
7239392-1;0;1;1;;;4;52;
7239393-1;0;1;2;;;3;50;
7239394-1;0;1;2;;;4;43;
7239395-1;0;1;1;;;3;59;
7239396-1;1;1;2;;;4;42;
7239398-1;0;1;1;;;2;51;
7239399-1;1;1;1;;;2;28;
7239400-1;1;1;2;;;2;48;
7239401-1;0;1;1;;;5;47;
7239402-1;1;1;1;2;2;2;60;51
7239403-1;0;1;1;;;2;55;
7239404-1;1;1;2;;;4;35;
7239405-1;0;1;1;;;4;43;
7239406-1;0;1;1;;;4;48;
7239407-1;0;1;1;;;5;26;
7239408-1;0;1;1;2;2;2;64;51
7239409-1;0;1;1;;;5;22;
7239410-1;0;1;2;2;1;2;52;59
7239411-1;2;1;2;;;4;32;
7239412-1;0;1;1;;;2;58;
7239416-1;2;1;1;2;2;2;37;35
7239417-1;1;1;1;2;2;2;31;24
7239418-1;0;1;2;;;5;39;
7239419-1;0;1;1;2;2;1;29;17
7239420-1;2;1;2;;;3;83;
7239421-1;1;1;1;2;2;2;60;50
7239422-1;0;1;1;;;4;39;
7239423-1;2;1;1;2;2;1;30;21
7239424-1;2;1;1;;;6;50;
7239425-1;3;1;2;;;4;29;
7239429-1;3;1;1;2;2;6;54;47
7239431-1;0;1;1;2;2;6;60;57
7239432-1;1;1;1;;;4;73;
7239433-1;4;1;1;2;2;2;36;25
7239434-1;0;1;1;;;4;61;
7239435-1;2;1;2;;;3;56;
7239436-1;2;1;1;2;2;6;47;42
7239437-1;2;1;1;2;2;6;59;50
7239438-1;3;1;1;;;6;54;
7239439-1;1;1;2;;;3;85;
7239440-1;2;1;1;2;2;6;60;63
7239441-1;3;1;1;2;2;6;41;40
7239442-1;0;1;2;;;3;70;
7239443-1;2;1;1;2;2;2;48;43
7239444-1;1;1;1;2;2;2;55;50
7239445-1;2;1;2;;;3;60;
7239446-1;0;1;1;2;2;6;51;45
7239447-1;2;1;1;2;2;2;55;49
7239448-1;4;1;2;2;1;2;40;46
7239449-1;1;1;1;2;2;2;59;57
7239450-1;1;1;2;;;4;85;
7239451-1;0;1;1;;;4;77;
7239452-1;3;1;2;;;4;35;
7239453-1;2;1;1;2;2;2;37;25
7239454-1;3;1;1;2;2;6;40;40
7239455-1;3;1;2;2;1;2;30;35
7239456-1;0;1;2;;;5;23;
7239457-1;2;1;1;2;2;6;35;31
7239458-1;2;1;2;2;1;2;48;55
7239459-1;2;1;2;;;3;41;
7239460-1;4;1;1;2;2;2;50;38
7239461-1;5;1;2;;;2;33;
7239462-1;2;1;1;2;2;6;31;28
7239463-1;2;1;1;2;2;2;59;59
7239464-1;1;1;2;2;1;1;37;40
7239465-1;0;1;1;2;2;6;65;59
7239466-1;5;1;2;2;1;6;43;48
7239467-1;3;1;2;2;1;2;32;38
7239468-1;3;1;2;2;1;2;29;41
7239469-1;0;1;1;2;2;2;44;50
7239470-1;0;1;1;;;4;66;
7239471-1;1;1;1;2;2;6;76;65
7239472-1;1;1;2;;;3;83;
7239473-1;2;1;2;;;4;47;
7239474-1;2;1;1;2;2;2;36;33
7239475-1;0;1;2;;;3;63;
7239476-1;2;1;2;;;4;41;
7239477-1;2;1;1;2;2;6;45;33
7239478-1;0;1;1;;;5;81;
7239479-1;0;1;2;;;3;78;
7239480-1;3;1;1;2;2;2;39;37
7239481-1;1;1;2;;;4;49;
7239482-1;0;1;1;2;2;6;50;45
7239482-2;1;1;1;2;2;1;22;30
7239483-1;1;1;1;2;2;6;56;48
7239484-1;2;1;2;;;3;70;
7239485-1;1;1;2;;;3;68;
7239486-1;0;1;1;;;2;38;
7239487-1;0;1;1;;;2;65;
7239488-1;2;1;1;2;2;6;29;25
7239490-1;1;1;1;2;2;2;34;26
7239491-1;1;1;1;;;3;90;
7239492-1;3;1;2;2;1;2;43;41
7239494-1;2;1;2;;;4;50;
7239495-1;0;1;1;;;2;62;
7239496-1;0;1;1;;;4;93;
7239497-1;1;1;2;;;4;28;
7239498-1;0;1;1;;;5;38;
7239499-1;1;1;2;;;3;92;
7239500-1;2;1;1;2;2;2;55;54
7239501-1;0;1;1;;;5;61;
7239502-1;1;1;2;;;4;65;
7239503-1;1;1;1;;;3;72;
7239504-1;0;1;2;2;1;1;27;33
7239505-1;0;1;1;;;4;49;
7239506-1;0;1;1;;;5;53;
7239507-1;0;1;1;2;2;6;79;78
7239508-1;0;1;1;;;2;15;
7239509-1;0;1;1;;;3;90;
7239510-1;1;1;1;2;2;2;59;16
7239511-1;0;1;1;;;4;59;
7239512-1;0;1;1;;;4;93;
7239514-1;0;1;2;2;1;6;82;94
7239515-1;0;1;1;;;4;48;
7239516-1;0;1;1;;;5;75;
7239517-1;0;1;1;;;4;78;
7239518-1;0;1;2;;;6;76;
7239520-1;1;1;2;;;4;51;
7239521-1;0;1;1;2;2;2;60;59
7239522-1;1;1;1;2;2;2;58;43
7239525-1;0;1;1;;;4;67;
7239526-1;0;1;1;2;2;2;59;55
7239527-1;4;1;2;;;2;26;
7239528-1;0;1;2;;;2;75;
7239529-1;3;1;1;2;2;2;31;27
7239530-1;3;1;2;;;4;39;
7239531-1;1;1;1;2;2;2;59;53
7239533-1;0;1;2;2;1;6;61;65
7239534-1;4;1;2;2;1;2;28;33
7239535-1;0;1;1;2;2;2;85;63
7239537-1;2;1;1;2;2;2;69;59
7239538-1;0;1;1;;;3;83;
7239539-1;1;1;2;;;4;50;
7239540-1;4;1;1;2;2;2;43;32
7239542-1;1;1;1;;;4;46;
7239543-1;1;1;1;2;2;2;50;49
7239544-1;1;1;2;;;4;48;
7239545-1;0;1;1;2;2;2;56;55
7239546-1;0;1;2;2;1;1;42;28
7239547-1;1;1;1;2;2;2;43;32
7239548-1;2;1;2;;;4;66;
7239549-1;0;1;1;;;5;81;
7239550-1;2;1;2;;;4;36;
7239551-1;2;1;2;2;1;2;39;28
7239552-1;0;1;1;;;4;63;
7239553-1;1;1;1;2;2;2;74;55
7239554-1;1;1;1;2;2;2;61;50
7239555-1;2;1;1;2;2;2;39;34
7239556-1;0;1;2;;;3;57;
7239557-1;0;1;1;2;2;2;44;35
7239558-1;3;1;1;2;2;2;38;31
7239562-1;0;1;2;;;4;45;
7239563-1;2;1;1;2;2;2;40;37
7239564-1;0;1;2;;;3;72;
7239565-1;0;1;1;2;2;6;71;60
7239566-1;0;1;1;;;4;42;
7239567-1;3;1;1;2;2;2;36;35
7239568-1;2;1;1;2;2;6;48;47
7239569-1;0;1;1;2;2;2;78;60
7239570-1;1;1;1;2;2;2;45;40
7239571-1;2;1;1;2;2;2;45;41
7239572-1;2;1;1;2;2;2;60;60
7239573-1;0;1;2;;;4;87;
7239574-1;2;1;1;2;2;2;31;21
7239575-1;0;1;2;2;1;2;59;60
7239576-1;2;1;1;;;4;54;
7239577-1;1;1;1;2;2;2;42;40
7239578-1;1;1;1;2;2;2;51;48
7239579-1;3;1;2;2;1;2;53;59
7239580-1;0;1;1;2;2;2;54;42
7239581-1;2;1;2;;;4;34;
7239582-1;1;1;2;;;4;71;
7239583-1;2;1;1;2;2;2;25;33
7239584-1;2;1;1;2;2;2;45;39
7239585-1;1;1;1;2;2;6;56;77
7239586-1;5;1;1;2;2;2;24;37
7239587-1;2;1;1;2;2;6;50;41
7239589-1;0;1;1;;;5;30;
7239590-1;2;1;1;;;4;48;
7239591-1;4;1;1;2;2;2;37;39
7239592-1;2;1;2;2;1;2;35;36
7239593-1;4;1;2;2;1;2;38;52
7239594-1;3;1;1;2;2;2;52;48
7239595-1;2;1;1;2;2;2;51;40
7239596-1;3;1;1;2;2;2;47;50
7239597-1;2;1;1;2;2;2;48;38
7239598-1;2;1;1;2;2;2;39;22
7239599-1;2;1;2;;;4;42;
7239600-1;3;1;1;2;2;2;57;53
7239601-1;1;1;1;2;2;2;35;41
7239602-1;0;1;2;;;5;18;
7239603-1;1;1;2;;;4;27;
7239604-1;1;1;1;2;2;2;44;27
7239605-1;5;1;1;2;2;1;45;43
7239606-1;2;1;2;2;1;2;31;30
7239607-1;0;1;1;2;2;2;28;20
7239608-1;1;1;2;;;4;34;
7239609-1;0;1;1;;;5;48;
7239610-1;2;1;1;2;2;6;35;32
7239611-1;1;1;1;;;4;59;
7239612-1;1;1;1;2;2;2;28;29
7239613-1;2;1;2;2;1;6;63;73
7239615-1;1;1;1;2;2;6;47;33
7239619-1;5;1;2;;;4;37;
7239620-1;2;1;1;2;2;2;41;40
7239622-1;2;1;2;;;2;55;
7239623-1;2;1;2;;;4;47;
7239624-1;3;1;1;;;3;38;
7239625-1;2;1;2;;;4;54;
7239629-1;0;1;1;;;2;42;
7239637-1;0;1;2;;;5;43;
7239638-1;0;1;2;;;3;81;
7239641-1;4;1;2;;;2;68;
7239642-1;0;1;1;;;5;19;
7239643-1;2;1;1;2;2;6;54;39
7239644-1;1;1;1;2;2;2;31;33
7239645-1;2;1;1;;;4;37;
7239648-1;1;1;1;2;2;2;24;20
7239654-1;2;1;1;2;2;6;46;40
7239658-1;4;1;2;2;1;6;44;48
7239713-1;1;1;2;;;4;56;
7239714-1;3;1;1;2;2;2;40;41
7239731-1;1;1;1;2;2;2;76;48
7239736-1;1;1;2;2;1;2;27;34
7239739-1;2;1;2;;;4;41;
7239740-1;3;1;1;2;2;6;47;42
7239741-1;1;1;2;;;4;36;
7239743-1;1;1;2;;;3;67;
7239744-1;1;1;2;2;1;1;38;44
7239745-1;3;1;2;;;4;35;
7239747-1;0;1;1;;;5;26;
7239748-1;0;1;2;;;2;71;
7239749-1;4;1;1;2;2;2;45;33
7239750-1;3;1;1;2;2;6;43;41
7239751-1;1;1;1;;;4;63;
7239754-1;0;1;1;;;4;79;
7239755-1;0;1;1;;;4;57;
7239756-1;2;1;2;;;4;45;
7239757-1;1;1;1;2;2;2;28;25
7239758-1;0;1;2;;;3;69;
7239759-1;0;1;1;;;4;55;
7239760-1;0;1;1;2;2;2;57;56
7239761-1;0;1;1;;;4;56;
7239762-1;1;1;1;2;2;2;35;37
7239763-1;0;1;1;2;2;6;69;68
7239765-1;0;1;1;;;4;31;
7239766-1;2;1;2;2;1;6;38;47
7239767-1;0;1;1;;;4;72;
7239768-1;1;1;1;2;2;2;34;32
7239770-1;3;1;2;2;1;2;42;49
7239771-1;0;1;2;2;1;1;44;50
7239776-1;2;1;1;2;2;6;50;50
7239783-1;2;1;1;2;2;6;47;41
7239785-1;1;1;2;;;5;35;
7239787-1;1;1;2;2;1;2;33;32
7239793-1;0;1;2;;;6;61;
7239794-1;0;1;1;2;2;6;69;66
7239795-1;0;1;2;;;2;45;
7239796-1;0;1;1;2;2;6;55;54
7239797-1;0;1;1;2;2;6;73;64
7239798-1;2;1;1;2;2;6;45;42
7239799-1;0;1;1;2;2;6;52;54
7239800-1;0;1;1;;;4;62;
7239801-1;0;1;2;;;3;74;
7239803-1;3;1;1;2;2;2;33;28
7239805-1;0;1;2;;;4;70;
7239806-1;2;1;1;2;2;6;40;32
7239808-1;3;1;1;2;2;6;69;58
7239809-1;0;1;1;;;5;39;
7239811-1;2;1;1;2;2;2;38;38
7239812-1;4;1;1;2;2;1;34;35
7239813-1;3;1;1;2;2;6;58;52
7239814-1;1;1;1;2;2;2;39;29
7239815-1;1;1;1;2;2;6;64;65
7239817-1;3;1;1;2;2;2;21;32
7239818-1;5;1;1;2;2;2;30;34
7239831-1;1;1;1;2;2;6;40;42
7239832-1;2;1;1;2;2;6;58;43
7239839-1;5;1;2;;;3;81;
7239843-1;2;1;1;2;2;6;33;36
7239846-1;2;1;1;2;2;2;36;34
7239847-1;2;1;2;2;1;2;29;50
7239852-1;1;1;2;;;4;52;
7239853-1;1;1;2;2;1;6;20;26
7239854-1;2;1;2;;;4;37;
7239855-1;1;1;2;;;2;18;
7239856-1;1;1;1;2;2;2;29;28
7239857-1;4;1;2;2;1;1;31;29
7239858-1;2;1;1;2;2;2;40;31
7239859-1;1;1;1;2;2;2;51;49
7239860-1;2;1;2;;;4;20;
7239861-1;2;1;2;;;4;38;
7239862-1;1;1;1;;;4;60;
7239864-1;2;1;2;;;4;28;
7239865-1;0;1;1;;;4;31;
7239866-1;1;1;1;;;5;68;
7239867-1;1;1;2;;;2;34;
7239868-1;3;1;2;2;1;6;34;41
7239869-1;0;1;1;;;5;31;
7239870-1;0;1;2;;;5;44;
7239871-1;0;1;2;;;5;22;
7239872-1;1;1;2;;;5;24;
7239873-1;0;1;1;;;5;27;
7239874-1;0;1;1;;;5;37;
7239875-1;0;1;1;;;5;28;
7239876-1;0;1;1;;;5;43;
7239877-1;0;1;1;;;5;32;
7239878-1;1;1;1;2;2;6;54;32
7239879-1;0;1;1;;;5;53;
7239880-1;0;1;1;;;5;81;
7239881-1;1;1;2;2;1;6;42;44
7239882-1;0;1;1;;;5;56;
7239883-1;0;1;1;2;2;6;43;40
7239884-1;0;1;1;;;5;27;
7239885-1;1;1;2;;;5;56;
7239886-1;0;1;2;;;5;41;
7239887-1;0;1;1;;;5;29;
7239888-1;0;1;1;;;5;44;
7239889-1;1;1;1;2;2;6;30;26
7239890-1;3;1;1;2;2;2;35;31
7239891-1;3;1;1;2;2;2;38;27
7239892-1;0;1;1;2;2;2;67;60
7239893-1;1;1;1;2;2;2;70;55
7239894-1;1;1;1;2;2;2;42;43
7239895-1;4;1;1;2;2;2;65;58
7239896-1;2;1;1;2;2;2;29;22
7239897-1;1;1;1;2;2;2;27;18
7239898-1;3;1;1;2;2;2;57;44
7239899-1;2;1;1;2;2;2;34;24
7239900-1;1;1;1;2;2;2;61;64
7239901-1;1;1;2;;;5;23;
7239902-1;2;1;1;2;2;2;51;33
7239903-1;1;1;2;2;1;2;54;51
7239904-1;0;1;1;;;5;53;
7239905-1;0;1;1;;;5;29;
7239906-1;1;1;1;2;2;2;51;47
7239907-1;1;1;1;2;2;1;29;19
7239908-1;2;1;1;2;2;2;43;47
7239909-1;0;1;1;;;4;37;
7239910-1;1;1;1;2;2;2;26;34
7239911-1;1;1;1;;;4;40;
7239912-1;4;1;2;2;1;6;58;68
7239913-1;3;1;1;2;2;1;28;29
7239914-1;1;1;1;2;2;2;54;45
7239915-1;1;1;1;2;2;2;27;32
7239916-1;3;1;1;2;2;6;32;27
7239917-1;0;1;1;2;2;6;72;79
7239918-1;2;1;1;2;2;6;35;34
7239919-1;1;1;1;2;2;1;32;28
7239920-1;2;1;2;2;1;2;33;33
7239923-1;2;1;1;2;2;2;37;27
7239931-1;0;1;2;;;5;38;
7239933-1;2;1;2;;;4;75;
7239945-1;0;1;1;;;4;39;
7239949-1;4;1;1;2;2;6;34;35
7239951-1;0;1;2;;;5;42;
7239952-1;1;1;2;;;5;33;
7239953-1;0;1;2;;;6;43;
7239954-1;0;1;2;;;5;30;
7239955-1;0;1;2;;;5;29;
7239956-1;0;1;2;;;3;82;
7239957-1;0;1;1;;;4;56;
7239958-1;0;1;1;2;2;6;71;69
7239959-1;0;1;1;2;2;6;73;64
7239960-1;0;1;1;2;2;6;51;45
7239961-1;2;1;1;2;2;2;32;26
7239962-1;1;1;2;;;4;51;
7239964-1;2;1;1;2;2;6;55;52
7239965-1;0;1;1;;;5;37;
7239966-1;1;1;2;;;3;64;
7239967-1;0;1;2;;;5;54;
7239968-1;2;1;1;;;4;57;
7239969-1;3;1;2;2;1;2;45;58
7239970-1;3;1;1;;;4;74;
7239971-1;4;1;2;2;1;2;57;54
7239972-1;0;1;1;2;2;6;62;61
7239973-1;2;1;2;;;3;69;
7239974-1;2;1;1;2;2;6;68;57
7239975-1;1;1;1;2;2;6;60;60
7239976-1;3;1;1;2;2;6;49;38
7239977-1;2;1;1;;;4;67;
7239979-1;1;1;1;2;2;6;45;41
7239980-1;1;1;1;2;2;2;24;26
7239981-1;2;1;1;2;2;2;30;24
7239982-1;0;1;1;2;2;2;53;49
7239983-1;2;1;1;2;2;2;25;26
7239984-1;0;1;1;;;5;45;
7239985-1;1;1;2;;;2;26;
7239987-1;1;1;1;;;3;81;
7239989-1;1;1;1;2;2;6;47;48
7239990-1;2;1;2;;;3;53;
7239991-1;2;1;1;2;2;6;40;39
7240005-1;0;1;2;;;3;73;
7240006-1;2;1;1;2;2;2;64;50
7240007-1;0;1;2;2;1;2;58;38
7240008-1;0;1;2;;;4;68;
7240009-1;1;1;2;2;1;2;39;48
7240010-1;2;1;1;2;2;2;60;53
7240012-1;0;1;1;2;2;2;65;49
7240013-1;2;1;1;2;2;2;31;30
7240014-1;1;1;1;2;2;2;24;19
7240015-1;1;1;2;;;4;22;
7240016-1;1;1;2;;;4;21;
7240017-1;0;1;1;2;2;2;69;67
7240018-1;3;1;2;;;4;44;
7240019-1;3;1;1;2;2;2;33;30
7240020-1;3;1;1;2;2;2;26;31
7240021-1;2;1;1;2;2;2;25;32
7240022-1;1;1;2;;;4;60;
7240023-1;2;1;2;2;1;2;44;51
7240024-1;2;1;1;2;2;2;25;19
7240025-1;0;1;2;;;4;42;
7240026-1;0;1;1;;;5;67;
7240027-1;0;1;1;;;5;52;
7240028-1;0;1;1;;;4;71;
7240029-1;1;1;2;2;1;2;49;46
7240030-1;1;1;1;;;4;25;
7240031-1;1;1;2;;;4;27;
7240032-1;2;1;1;2;2;2;22;24
7240033-1;0;1;1;2;2;6;93;77
7240034-1;2;1;1;2;2;6;49;49
7240035-1;2;1;1;2;2;2;30;24
7240036-1;0;1;1;;;5;64;
7240037-1;0;1;2;;;4;75;
7240038-1;0;1;1;2;2;6;83;62
7240039-1;2;1;2;;;4;32;
7240040-1;2;1;1;2;2;2;30;26
7240041-1;0;1;2;;;4;51;
7240042-1;0;1;1;;;4;67;
7240043-1;0;1;2;;;3;61;
7240044-1;0;1;1;;;4;53;
7240045-1;1;1;1;2;2;2;28;22
7240046-1;0;1;1;;;4;62;
7240047-1;1;1;1;2;2;2;31;28
7240048-1;3;1;2;;;4;49;
7240049-1;1;1;1;2;2;2;24;19
7240050-1;2;1;2;2;1;2;25;31
7240051-1;0;1;1;;;4;34;
7240052-1;0;1;1;;;4;32;
7240053-1;0;1;1;;;5;41;
7240054-1;2;1;2;;;4;43;
7240055-1;0;1;1;;;5;45;
7240056-1;0;1;2;2;1;2;72;77
7240057-1;0;1;2;;;4;64;
7240058-1;0;1;2;;;4;68;
7240059-1;1;1;2;;;4;28;
7240060-1;1;1;1;2;2;2;19;17
7240061-1;0;1;1;2;2;2;39;32
7240062-1;3;1;1;2;2;2;37;37
7240063-1;0;1;1;;;5;68;
7240064-1;2;1;2;;;5;35;
7240065-1;0;1;2;;;5;23;
7240066-1;0;1;2;;;5;57;
7240067-1;0;1;1;;;5;37;
7240087-1;1;1;2;;;3;83;
7240088-1;3;1;1;2;2;6;58;58
7240089-1;2;1;1;2;2;6;57;57
7240090-1;1;1;2;;;3;57;
7240091-1;2;1;1;2;2;6;42;37
7240092-1;0;1;2;;;3;71;
7240093-1;2;1;1;2;2;6;59;59
7240094-1;2;1;2;;;3;62;
7240095-1;0;1;1;2;2;6;63;59
7240096-1;2;1;1;;;4;45;
7240097-1;1;1;1;2;2;2;44;37
7240098-1;2;1;2;;;5;42;
7240099-1;1;1;1;2;2;6;31;38
7240100-1;1;1;2;2;1;6;51;71
7240101-1;2;1;1;2;2;6;51;52
7240102-1;2;1;2;;;3;61;
7240103-1;2;1;1;2;2;6;34;34
7240104-1;1;1;2;;;4;57;
7240105-1;2;1;1;2;2;2;28;30
7240106-1;2;1;2;;;5;42;
7240107-1;1;1;1;2;2;6;63;55
7240108-1;0;1;2;;;5;45;
7240109-1;0;1;1;;;5;30;
7240110-1;2;1;2;;;4;35;
7240111-1;1;1;1;2;2;1;26;25
7240114-1;3;1;1;2;2;2;45;42
7240115-1;0;1;2;;;5;64;
7240144-1;1;1;2;;;5;53;
7240146-1;0;1;1;;;3;72;
7240147-1;0;1;1;;;5;36;
7240148-1;0;1;1;2;2;2;55;59
7240149-1;0;1;1;2;2;2;73;58
7240150-1;1;1;1;2;2;6;46;45
7240152-1;2;1;1;2;2;6;47;43
7240153-1;1;1;1;2;2;2;41;33
7240154-1;0;1;1;2;2;2;37;31
7240155-1;2;1;1;2;2;2;32;28
7240157-1;1;1;1;2;2;2;23;23
7240158-1;1;1;1;2;2;2;37;22
7240159-1;1;1;1;2;2;2;72;56
7240160-1;0;1;1;2;2;2;24;23
7240161-1;2;1;1;2;2;2;44;43
7240162-1;2;1;1;2;2;6;56;53
7240163-1;1;1;2;2;1;2;48;46
7240192-1;0;1;2;;;5;48;
7240197-1;2;1;1;2;2;2;30;28
7240203-1;0;1;2;;;5;20;
7240204-1;0;1;2;;;5;23;
7240205-1;1;1;2;;;5;37;
7240206-1;2;1;1;2;2;6;43;32
7240207-1;0;1;1;;;4;38;
7240208-1;0;1;1;2;2;2;40;37
7240209-1;0;1;1;;;5;29;
7240210-1;1;1;1;2;2;2;29;27
7240211-1;5;1;1;2;2;6;35;31
7240212-1;1;1;1;2;2;2;31;24
7240213-1;5;1;2;;;5;38;
7240214-1;2;1;2;;;4;58;
7240215-1;0;1;2;;;5;21;
7240220-1;1;1;1;2;2;2;60;57
7240221-1;0;1;1;2;2;2;70;57
7240222-1;0;1;1;;;3;80;
7240223-1;0;1;2;;;4;68;
7240224-1;1;1;1;;;4;48;
7240229-1;1;1;2;;;4;50;
7240231-1;0;1;1;;;5;37;
7240232-1;1;1;1;2;2;2;29;24
7240234-1;0;1;2;;;3;69;
7240235-1;2;1;1;2;2;2;32;32
7240236-1;1;1;2;2;1;2;20;32
7240237-1;2;1;2;;;5;33;
7240238-1;3;1;1;2;2;2;32;25
7240239-1;1;1;1;2;2;2;45;29
7240241-1;4;1;2;;;3;66;
7240243-1;0;1;1;2;2;1;61;59
7240244-1;0;1;2;2;1;2;46;50
7240245-1;0;1;1;;;4;48;
7240246-1;2;1;2;;;4;42;
7240247-1;0;1;1;2;2;6;37;34
7240248-1;0;1;1;;;3;70;
7240249-1;0;1;1;;;5;62;
7240250-1;1;1;2;;;5;36;
7240251-1;0;1;2;2;1;6;44;62
7240253-1;0;1;1;;;5;28;
7240254-1;0;1;1;2;2;6;40;46
7240259-1;0;1;2;;;3;77;
7240260-1;1;1;1;2;2;6;82;76
7240261-1;0;1;2;;;4;56;
7240262-1;1;1;1;2;2;6;75;71
7240263-1;0;1;1;2;2;6;26;27
7240264-1;1;1;1;2;2;6;31;27
7240265-1;2;1;1;;;3;89;
7240266-1;0;1;1;;;5;51;
7240268-1;0;1;1;2;2;1;35;35
7240269-1;1;1;1;2;2;6;37;38
7240271-1;2;1;1;2;2;6;61;38
7240272-1;3;1;2;;;3;70;
7240284-1;0;1;2;;;5;22;
7240285-1;0;1;1;2;2;2;53;36
7240286-1;2;1;1;2;2;2;40;33
7240287-1;0;1;1;2;2;2;42;44
7240288-1;0;1;2;;;6;62;
7240289-1;1;1;1;2;2;6;70;60
7240290-1;0;1;1;;;4;32;
7240291-1;4;1;2;;;5;40;
7240292-1;0;1;1;2;2;6;82;74
7240293-1;0;1;2;;;5;14;
7240294-1;0;1;2;;;3;71;
7240295-1;1;1;1;2;2;2;38;34
7240296-1;0;1;1;2;2;2;72;66
7240297-1;0;1;1;;;5;21;
7240297-2;0;1;2;;;5;24;
7240297-3;0;1;1;;;5;19;
7240297-4;0;1;1;;;5;18;
7240298-1;2;1;2;;;4;38;
7240299-1;1;1;1;2;2;6;63;62
7240299-2;1;1;1;2;2;6;55;44
7240299-3;2;1;1;2;2;2;30;25
7240300-1;1;1;1;2;2;6;46;27
7240301-1;0;1;1;2;2;6;37;34
7240302-1;4;1;2;;;3;53;
7240304-1;2;1;2;2;1;2;37;32
7240305-1;0;1;1;2;2;6;72;72
7240306-1;0;1;2;;;3;78;
7240307-1;0;1;1;2;2;6;80;74
7240308-1;1;1;2;;;4;56;
7240308-2;0;1;2;2;1;2;54;59
7240309-1;0;1;1;;;4;63;
7240310-1;1;1;1;2;2;6;59;54
7240311-1;0;1;1;2;2;2;63;57
7240312-1;0;1;2;;;5;83;
7240313-1;0;1;1;;;5;53;
7240314-1;1;1;2;;;5;30;
7240315-1;3;1;1;2;2;6;47;36
7240316-1;0;1;1;;;5;27;
7240317-1;0;1;2;;;5;41;
7240318-1;0;1;1;2;2;6;67;67
7240319-1;2;1;1;2;2;6;59;40
7240320-1;1;1;2;;;3;77;
7240321-1;0;1;1;;;5;61;
7240322-1;0;1;2;;;5;70;
7240323-1;0;1;2;;;3;67;
7240324-1;0;1;1;2;2;2;59;52
7240325-1;0;1;2;;;4;61;
7240326-1;1;1;2;;;4;45;
7240328-1;0;1;1;2;2;6;77;72
7240329-1;0;1;2;;;5;44;
7240330-1;2;1;1;2;2;2;41;36
7240331-1;0;1;2;;;5;69;
7240332-1;1;1;1;2;2;6;50;47
7240333-1;1;1;1;2;2;6;41;39
7240334-1;0;1;1;2;2;6;57;55
7240335-1;0;1;1;2;2;6;66;60
7240336-1;0;1;1;2;2;2;66;62
7240337-1;2;1;1;2;2;6;50;36
7240338-1;0;1;1;;;5;31;
7240339-1;2;1;1;2;2;6;78;47
7240340-1;2;1;1;2;2;2;26;27
7240341-1;0;1;1;2;2;1;26;23
7240342-1;2;1;1;2;2;6;50;46
7240343-1;2;1;1;2;2;2;71;42
7240344-1;2;1;1;2;2;6;40;42
7240345-1;1;1;2;;;4;46;
