Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge
7238298-1;1;1;2;;;3;85;
7238299-1;3;1;2;2;1;6;82;83
7238301-1;1;1;2;2;1;6;61;62
7238303-1;2;1;1;2;2;2;56;54
7238306-1;0;1;1;2;2;6;34;28
7238307-1;2;1;2;2;1;2;48;43
7238308-1;0;1;1;2;2;6;59;56
7238309-1;4;1;2;2;1;2;36;40
7238311-1;2;1;2;;;4;32;
7238313-1;0;1;1;2;2;2;47;31
7238314-1;1;1;2;2;1;6;43;50
7238315-1;0;1;1;;;6;36;
7238316-1;1;1;2;;;5;36;
7238317-1;2;1;2;2;1;2;29;26
7238318-1;0;1;1;2;2;6;55;52
7238319-1;0;1;1;2;2;6;35;48
7238320-1;1;1;1;2;2;6;42;35
7238321-1;1;1;1;2;2;2;47;40
7238322-1;1;1;1;2;2;2;51;49
7238323-1;1;1;2;;;5;41;
7238324-1;1;1;2;;;5;33;
7238325-1;0;1;2;;;6;21;
7238326-1;0;1;2;;;5;56;
7238327-1;2;1;1;2;2;2;44;39
7238328-1;1;1;2;;;5;21;
7238329-1;0;1;2;;;2;19;
7238335-1;0;1;2;;;3;67;
7238336-1;3;1;2;;;2;41;
7238337-1;2;1;1;2;2;2;30;31
7238338-1;0;1;1;2;2;6;76;73
7238339-1;4;1;1;2;2;2;47;33
7238342-1;6;1;1;2;2;2;31;37
7238343-1;2;1;2;2;1;2;31;24
7238344-1;2;1;1;2;2;2;66;72
7238345-1;1;1;1;2;2;2;51;49
7238346-1;0;1;2;;;2;35;
7238348-1;2;1;1;2;2;2;43;45
7238349-1;2;1;2;2;1;2;43;55
7238350-1;0;1;1;2;2;1;24;25
7238351-1;3;1;1;2;2;6;31;35
7238352-1;6;1;1;2;2;2;56;51
7238353-1;2;1;1;2;2;2;59;49
7238354-1;0;1;2;2;1;2;48;36
7238355-1;1;1;2;2;1;2;44;47
7238357-1;2;1;1;2;2;2;46;40
7238358-1;1;1;2;2;1;2;83;85
7238359-1;1;1;1;2;2;2;64;74
7238361-1;0;1;1;;;3;67;
7238362-1;3;1;1;2;2;2;42;46
7238363-1;0;1;1;2;2;2;66;53
7238364-1;2;1;1;2;2;2;33;26
7238365-1;3;1;1;2;2;2;42;30
7238366-1;4;1;1;2;2;6;39;34
7238367-1;1;1;1;;;2;46;
7238368-1;0;1;2;;;4;60;
7238369-1;0;1;2;;;3;80;
7238370-1;2;1;2;;;4;42;
7238371-1;0;1;1;2;2;2;36;23
7238372-1;0;1;1;2;2;2;47;53
7238373-1;5;1;1;2;2;6;47;45
7238374-1;0;1;2;;;5;52;
7238375-1;2;1;1;2;2;2;41;32
7238376-1;0;1;2;;;3;67;
7238377-1;2;1;1;2;2;2;45;41
7238378-1;0;1;2;;;4;70;
7238379-1;0;1;1;;;4;49;
7238380-1;1;1;2;;;4;45;
7238381-1;1;1;2;;;4;64;
7238382-1;1;1;1;2;2;2;41;39
7238383-1;0;1;2;2;1;2;46;42
7238384-1;0;1;1;;;5;37;
7238385-1;2;1;1;2;2;2;44;34
7238387-1;0;1;2;;;4;47;
7238388-1;0;1;2;;;4;53;
7238389-1;0;1;1;;;4;61;
7238390-1;0;1;1;;;6;47;
7238391-1;0;1;1;;;6;60;
7238392-1;0;1;2;;;3;71;
7238397-1;0;1;2;;;5;43;
7238398-1;1;1;2;;;5;68;
7238399-1;0;1;1;;;6;29;
7238400-1;0;1;1;;;5;35;
7238413-1;0;1;1;2;2;2;58;50
7238415-1;2;1;2;;;5;42;
7238416-1;2;1;2;;;4;34;
7238417-1;0;1;1;2;2;2;22;21
7238418-1;2;1;2;;;3;54;
7238421-1;1;1;1;2;2;2;36;23
7238422-1;1;1;2;2;1;2;23;34
7238423-1;6;1;1;2;2;2;33;26
7238424-1;3;1;2;;;4;58;
7238425-1;1;1;1;2;2;6;56;55
7238426-1;3;1;2;;;4;31;
7238427-1;0;1;1;2;2;2;25;21
7238428-1;0;1;1;2;2;2;50;40
7238430-1;1;1;1;2;2;2;43;39
7238432-1;2;1;1;2;2;2;32;26
7238451-1;3;1;2;;;4;41;
7238452-1;0;1;2;;;4;54;
7238454-1;4;1;1;2;2;2;41;38
7238470-1;3;1;2;2;1;2;44;53
7238471-1;1;1;1;2;2;2;41;46
7238472-1;1;1;2;;;2;66;
7238473-1;1;1;2;;;2;50;
7238475-1;3;1;1;2;2;2;41;43
7238476-1;3;1;1;2;2;2;34;31
7238477-1;0;1;2;;;5;41;
7238478-1;3;1;1;2;2;2;38;36
7238479-1;1;1;2;;;4;55;
7238480-1;0;1;2;2;1;2;43;48
7238481-1;0;1;2;;;5;79;
7238491-1;1;1;2;;;4;18;
7238493-1;0;1;1;2;2;6;77;63
7238494-1;0;1;1;;;5;18;
7238495-1;3;1;1;2;2;2;32;30
7238496-1;1;1;2;2;1;2;19;23
7238497-1;2;1;2;;;4;50;
7238498-1;1;1;2;;;4;69;
7238499-1;2;1;2;;;4;36;
7238500-1;0;1;1;;;5;35;
7238502-1;0;1;2;;;3;67;
7238503-1;1;1;2;;;4;40;
7238505-1;0;1;2;;;5;40;
7238506-1;4;1;2;2;1;2;33;51
7238507-1;1;1;2;;;2;22;
7238508-1;2;1;2;;;4;35;
7238515-1;0;1;1;2;2;6;48;43
7238516-1;0;1;1;;;5;20;
7238517-1;3;1;1;2;2;2;29;28
7238518-1;2;1;2;;;2;30;
7238519-1;1;1;1;2;2;2;44;43
7238520-1;0;1;2;;;3;70;
7238521-1;3;1;1;2;2;2;41;30
7238522-1;1;1;2;;;4;36;
7238523-1;3;1;2;;;2;41;
7238524-1;0;1;2;;;3;65;
7238525-1;2;1;2;2;1;2;31;34
7238526-1;0;1;1;2;2;2;52;48
7238527-1;4;1;1;2;2;2;62;53
7238528-1;0;1;1;2;2;6;57;55
7238529-1;0;1;2;;;4;57;
7238530-1;1;1;1;2;2;6;79;78
7238532-1;0;1;1;;;4;43;
7238533-1;0;1;1;;;4;78;
7238534-1;1;1;2;;;4;70;
7238535-1;3;1;2;;;4;24;
7238536-1;0;1;2;;;4;57;
7238537-1;0;1;2;;;4;83;
7238539-1;0;1;2;2;1;6;59;62
7238540-1;3;1;1;2;2;2;51;54
7238541-1;0;1;2;;;4;62;
7238542-1;1;1;2;;;3;55;
7238543-1;2;1;2;2;1;2;54;54
7238544-1;1;1;2;;;3;63;
7238545-1;1;1;1;2;2;2;48;42
7238546-1;3;1;1;2;2;2;25;22
7238547-1;2;1;1;2;2;2;33;32
7238548-1;0;1;2;;;4;41;
7238549-1;1;1;2;2;1;2;49;40
7238550-1;3;1;1;2;2;2;29;28
7238551-1;4;1;1;2;2;2;30;28
7238552-1;1;1;2;;;2;45;
7238553-1;3;1;2;2;1;2;26;21
7238554-1;3;1;2;;;2;27;
7238555-1;1;1;2;;;5;54;
7238557-1;0;1;1;2;2;2;55;50
7238560-1;2;1;2;;;2;26;
7238561-1;0;1;1;2;2;2;45;42
7238562-1;0;1;1;;;5;22;
7238563-1;1;1;1;2;2;2;22;22
7238564-1;0;1;1;2;2;2;63;62
7238565-1;4;1;2;;;2;27;
7238567-1;0;1;1;;;5;67;
7238568-1;2;1;1;2;2;2;47;47
7238569-1;3;1;2;;;3;57;
7238570-1;0;1;1;2;2;6;53;52
7238571-1;0;1;2;;;4;58;
7238572-1;4;1;1;2;2;2;32;28
7238573-1;0;1;1;;;5;32;
7238574-1;2;1;2;;;2;23;
7238576-1;0;1;1;2;2;6;75;58
7238577-1;2;1;1;2;2;2;36;30
7238578-1;0;1;1;;;5;62;
7238579-1;0;1;2;;;5;78;
7238580-1;0;1;1;;;5;70;
7238581-1;1;1;2;;;3;80;
7238582-1;0;1;1;;;5;64;
7238583-1;1;1;2;;;5;52;
7238584-1;3;1;1;2;2;6;36;29
7238585-1;0;1;2;;;5;61;
7238586-1;2;1;2;;;4;54;
7238587-1;0;1;2;;;5;32;
7238589-1;0;1;1;;;5;31;
7238590-1;0;1;2;;;3;63;
7238591-1;0;1;1;;;4;35;
7238592-1;2;1;1;2;2;2;47;44
7238593-1;2;1;2;2;1;2;25;26
7238594-1;4;1;2;;;5;45;
7238595-1;0;1;1;;;5;31;
7238596-1;0;1;1;2;2;2;32;25
7238597-1;1;1;2;;;5;31;
7238598-1;2;1;1;2;2;2;37;23
7238599-1;0;1;2;;;4;50;
7238600-1;1;1;1;2;2;2;53;47
7238601-1;2;1;2;;;5;28;
7238602-1;1;1;1;2;2;2;73;43
7238603-1;0;1;2;2;1;2;45;45
7238604-1;1;1;1;2;2;2;63;63
7238605-1;3;1;1;2;2;2;57;58
7238606-1;2;1;1;2;2;2;54;44
7238607-1;2;1;2;;;4;47;
7238608-1;2;1;1;2;2;2;45;57
7238609-1;0;1;1;;;5;61;
7238610-1;1;1;2;;;4;59;
7238611-1;1;1;2;;;4;40;
7238612-1;0;1;2;2;1;2;45;42
7238613-1;1;1;1;;;4;48;
7238614-1;2;1;2;2;1;2;58;59
7238615-1;0;1;2;2;1;2;53;62
7238616-1;1;1;1;2;2;2;65;59
7238617-1;0;1;1;2;2;2;55;42
7238618-1;0;1;1;;;2;36;
7238619-1;2;1;2;;;5;30;
7238620-1;1;1;2;;;5;27;
7238621-1;2;1;2;;;5;32;
7238622-1;2;1;2;2;1;2;50;53
7238623-1;0;1;1;2;2;2;35;26
7238624-1;0;1;1;2;2;2;68;59
7238625-1;2;1;1;2;2;6;37;27
7238626-1;2;1;1;2;2;2;65;32
7238627-1;0;1;1;;;5;28;
7238628-1;2;1;2;;;4;34;
7238629-1;0;1;1;2;2;2;40;59
7238631-1;0;1;2;;;5;82;
7238640-1;0;1;2;;;4;71;
7238641-1;0;1;2;2;1;2;65;73
7238642-1;1;1;2;;;4;27;
7238643-1;2;1;1;2;2;2;34;37
7238644-1;0;1;1;2;2;2;64;63
7238645-1;0;1;1;2;2;2;68;62
7238646-1;1;1;1;;;3;83;
7238647-1;0;1;2;;;4;42;
7238648-1;4;1;1;2;2;2;40;34
7238649-1;2;1;2;2;1;2;42;43
7238650-1;2;1;1;2;2;2;30;30
7238651-1;0;1;2;;;4;52;
7238652-1;1;1;2;2;1;2;24;26
7238653-1;3;1;2;;;4;36;
7238654-1;0;1;2;;;4;62;
7238655-1;0;1;1;2;2;2;61;52
7238656-1;2;1;2;2;1;2;33;39
7238657-1;1;1;1;2;2;2;24;22
7238660-1;0;1;1;;;4;28;
7238661-1;1;1;1;2;2;2;33;25
7238662-1;0;1;1;;;4;45;
7238663-1;0;1;1;2;2;2;68;65
7238665-1;0;1;2;;;4;53;
7238667-1;1;1;2;;;4;57;
7238668-1;0;1;1;;;4;74;
7238669-1;0;1;1;;;2;34;
7238695-1;5;1;1;2;2;2;40;36
7238696-1;0;1;1;2;2;2;63;56
7238697-1;0;1;1;;;2;34;
7238699-1;7;1;1;2;2;2;35;32
7238700-1;0;1;1;;;4;42;
7238701-1;1;1;2;;;4;19;
7238702-1;5;1;2;;;4;44;
7238704-1;1;1;2;;;4;37;
7238705-1;0;1;1;;;4;50;
7238707-1;2;1;2;2;1;2;58;60
7238710-1;4;1;1;2;2;2;38;31
7238711-1;1;1;2;;;4;22;
7238713-1;1;1;2;;;4;54;
7238714-1;0;1;1;;;4;59;
7238717-1;1;1;2;;;4;58;
7238719-1;0;1;2;;;3;71;
7238720-1;5;1;2;;;5;37;
7238722-1;4;1;1;2;2;2;37;29
7238723-1;0;1;2;;;3;68;
7238730-1;0;1;2;;;4;51;
7238732-1;0;1;1;2;2;2;38;52
7238734-1;0;1;1;2;2;2;70;79
7238738-1;0;1;1;2;2;2;58;66
7238739-1;0;1;2;;;4;58;
7238741-1;3;1;2;;;2;20;
7238743-1;1;1;1;2;2;2;42;33
7238744-1;0;1;2;;;2;36;
7238750-1;1;1;1;2;2;2;29;46
7238751-1;0;1;2;;;2;36;
7238753-1;4;1;1;2;2;2;44;39
7238754-1;0;1;1;2;2;2;51;46
7238755-1;2;1;1;2;2;2;41;25
7238756-1;3;1;2;2;1;2;23;43
7238757-1;0;1;1;;;4;57;
7238758-1;0;1;1;2;2;2;56;54
7238769-1;0;1;2;;;3;62;
7238770-1;3;1;2;;;5;46;
7238771-1;0;1;2;;;3;48;
7238772-1;0;1;1;2;2;2;60;60
7238773-1;0;1;2;;;2;49;
7238774-1;1;1;1;;;4;39;
7238776-1;0;1;1;;;5;21;
7238777-1;1;1;2;2;1;2;42;47
7238779-1;1;1;2;;;5;27;
7238780-1;1;1;2;;;3;53;
7238781-1;1;1;2;;;3;96;
7238783-1;1;1;2;;;2;26;
7238784-1;0;1;2;;;4;73;
7238785-1;1;1;2;;;4;21;
7238817-1;1;1;1;2;2;1;49;47
7238819-1;1;1;1;2;2;2;32;29
7238826-1;0;1;2;;;5;31;
7238827-1;0;1;1;;;5;20;
7238828-1;2;1;1;2;2;2;31;23
7238829-1;0;1;1;2;2;2;30;29
7238830-1;0;1;1;;;4;72;
7238832-1;2;1;1;2;2;2;57;39
7238833-1;2;1;2;;;4;52;
7238834-1;2;1;1;2;2;6;55;56
7238836-1;1;1;2;;;4;40;
7238837-1;5;1;2;;;4;54;
7238838-1;1;1;2;;;4;21;
7238839-1;1;1;2;2;1;2;61;62
7238842-1;2;1;1;2;2;2;48;49
7238845-1;0;1;1;;;5;51;
7238847-1;0;1;1;2;2;6;68;64
7238852-1;4;1;1;2;2;2;33;33
7238853-1;3;1;1;2;2;6;39;39
7238856-1;1;1;1;2;2;2;54;50
7238857-1;1;1;1;2;2;2;66;49
7238858-1;2;1;1;2;2;6;35;32
7238859-1;0;1;1;;;5;26;
7238860-1;2;1;1;2;2;2;57;38
7238861-1;4;1;1;2;2;2;43;35
7238862-1;4;1;1;2;2;2;38;37
7238863-1;0;1;1;;;5;18;
7238864-1;2;1;1;;;2;57;
7238866-1;1;1;1;2;2;2;64;34
7238871-1;5;1;2;2;1;6;51;59
7238874-1;2;1;2;;;5;49;
7238875-1;5;1;2;2;1;2;42;36
7238876-1;2;1;1;2;2;6;42;45
7238877-1;4;1;1;2;2;6;55;56
7238879-1;1;1;1;2;2;2;37;29
7238883-1;5;1;2;;;4;45;
7238884-1;3;1;1;2;2;6;55;55
7238886-1;5;1;2;;;4;47;
7238887-1;3;1;1;2;2;2;29;39
7238888-1;3;1;1;2;2;2;34;30
7238889-1;1;1;2;;;3;54;
7238892-1;0;1;1;;;4;60;
7238894-1;2;1;1;2;2;2;29;35
7238896-1;2;1;1;2;2;2;35;27
7238897-1;5;1;1;2;2;2;56;42
7238900-1;2;1;1;2;2;2;65;65
7238901-1;2;1;2;2;1;2;35;31
7238902-1;3;1;1;2;2;2;50;37
7238903-1;1;1;1;2;2;2;57;55
7238904-1;3;1;1;2;2;2;56;48
7238905-1;1;1;1;2;2;2;26;22
7238906-1;1;1;2;;;6;78;
7238907-1;1;1;1;2;2;2;21;32
7238908-1;2;1;1;2;2;2;44;34
7238909-1;2;1;2;2;1;2;26;28
7238911-1;0;1;1;;;4;35;
7238912-1;7;1;1;2;2;6;50;47
7238914-1;1;1;1;2;2;2;33;22
7238915-1;4;1;1;2;2;2;42;42
7238917-1;4;1;1;2;2;2;43;39
7238920-1;2;1;1;2;2;2;52;46
7238921-1;4;1;2;;;5;45;
7238922-1;0;1;1;;;2;53;
7238925-1;3;1;1;;;4;50;
7238926-1;3;1;1;2;2;2;34;32
7238927-1;3;1;1;2;2;2;37;48
7238928-1;2;1;1;2;2;2;49;40
7238930-1;2;1;1;2;2;2;48;42
7238931-1;2;1;1;2;2;2;40;41
7238932-1;6;1;1;2;2;6;38;37
7238933-1;2;1;1;;;2;39;
7238935-1;2;1;2;2;1;2;33;32
7238940-1;0;1;1;2;2;2;25;24
7238945-1;3;1;2;;;3;73;
7238946-1;3;1;1;2;2;2;51;54
7238948-1;3;1;1;2;2;2;37;37
7238957-1;3;1;1;2;2;2;36;27
7238963-1;3;1;1;2;2;6;33;35
7238966-1;0;1;2;2;1;2;50;47
7238970-1;1;1;2;2;1;6;69;55
7238971-1;1;1;2;2;1;2;50;47
7238975-1;1;1;2;;;5;28;
7238976-1;3;1;1;2;2;6;57;48
7238977-1;1;1;1;2;2;2;36;23
7238978-1;3;1;2;2;1;2;53;57
7238990-1;3;1;1;2;2;6;58;52
7238993-1;3;1;1;2;2;6;34;33
7238994-1;6;1;1;2;2;6;52;36
7238995-1;0;1;1;2;2;6;72;70
7238996-1;1;1;1;;;5;68;
7238997-1;2;1;1;2;2;6;57;58
7238997-2;1;1;1;2;2;2;24;22
7238998-1;3;1;2;;;3;48;
7238999-1;2;1;1;2;2;2;48;37
7239000-1;2;1;2;;;6;27;
7239001-1;4;1;1;2;2;6;41;41
7239002-1;5;1;1;2;2;6;36;34
7239003-1;1;1;1;2;2;2;39;28
7239004-1;0;1;1;2;2;2;58;51
7239005-1;0;1;2;;;4;78;
7239006-1;0;1;1;2;2;6;62;61
7239007-1;0;1;1;2;2;6;83;82
7239008-1;3;1;1;2;2;6;42;35
7239009-1;1;1;1;;;5;48;
7239010-1;0;1;1;;;5;68;
7239011-1;5;1;1;2;2;6;37;30
7239012-1;1;1;2;;;6;61;
7239013-1;1;1;1;2;2;6;57;53
7239014-1;3;1;1;2;2;2;52;54
7239015-1;1;1;1;2;2;6;38;24
7239016-1;3;1;2;;;4;45;
7239017-1;4;1;1;2;2;6;53;48
7239018-1;0;1;1;2;2;2;43;36
7239019-1;3;1;1;2;2;2;27;24
7239020-1;1;1;1;2;2;6;79;78
7239021-1;3;1;1;2;2;2;40;27
7239022-1;1;1;1;2;2;6;59;54
7239023-1;4;1;1;2;2;6;45;42
7239024-1;0;1;1;2;2;6;55;56
7239025-1;2;1;1;2;2;2;32;27
7239026-1;1;1;2;;;3;73;
7239027-1;6;1;2;;;3;63;
7239028-1;2;1;1;2;2;6;24;19
7239029-1;1;1;1;2;2;6;71;58
7239030-1;1;1;1;;;5;56;
7239032-1;2;1;1;2;2;6;38;35
7239033-1;0;1;1;;;5;21;
7239034-1;4;1;1;2;2;6;26;23
7239035-1;3;1;1;2;2;2;29;38
7239036-1;3;1;1;2;2;2;32;22
7239038-1;0;1;1;;;5;48;
7239039-1;1;1;2;;;5;28;
7239040-1;2;1;1;2;2;6;61;54
7239041-1;7;1;1;2;2;6;40;35
7239042-1;0;1;1;2;2;6;70;68
7239043-1;3;1;1;2;2;6;51;33
7239044-1;3;1;1;2;2;2;46;37
7239045-1;3;1;1;2;2;2;44;36
7239046-1;0;1;1;2;2;2;27;25
7239047-1;0;1;1;2;2;6;52;58
7239049-1;1;1;1;2;2;2;32;23
7239050-1;0;1;1;2;2;6;55;58
7239051-1;2;1;1;2;2;6;54;49
7239052-1;5;1;1;2;2;6;54;52
7239053-1;2;1;1;;;3;41;
7239054-1;0;1;1;2;2;6;38;37
7239055-1;2;1;1;2;2;2;43;53
7239056-1;4;1;1;2;2;2;49;28
7239057-1;2;1;1;2;2;2;37;31
7239058-1;2;1;1;2;2;6;59;43
7239059-1;2;1;2;;;3;68;
7239060-1;1;1;1;2;2;6;60;56
7239061-1;1;1;1;2;2;6;52;55
7239062-1;0;1;1;2;2;6;58;62
7239063-1;5;1;1;2;2;6;33;28
7239064-1;7;1;1;2;2;6;42;49
7239065-1;3;1;1;2;2;6;43;38
7239066-1;5;1;1;2;2;6;40;45
7239067-1;3;1;1;2;2;6;39;27
7239068-1;3;1;1;2;2;6;50;51
7239069-1;0;1;1;2;2;2;33;35
7239070-1;1;1;1;2;2;6;53;55
7239071-1;2;1;1;2;2;2;34;25
7239072-1;0;1;1;2;2;6;61;51
7239073-1;3;1;1;2;2;2;33;29
7239074-1;2;1;1;2;2;2;36;29
7239075-1;3;1;2;;;4;30;
7239076-1;0;1;1;2;2;6;82;70
7239077-1;3;1;2;;;3;47;
7239079-1;2;1;1;2;2;2;54;47
7239080-1;0;1;1;2;2;2;42;42
7239081-1;0;1;2;;;3;69;
7239082-1;4;1;1;2;2;2;43;41
7239083-1;7;1;1;2;2;6;53;39
7239084-1;1;1;1;2;2;2;26;20
7239086-1;2;1;1;2;2;6;41;39
7239087-1;2;1;1;2;2;6;43;38
7239088-1;1;1;1;2;2;2;45;38
7239089-1;2;1;2;;;4;30;
7239090-1;2;1;1;2;2;2;40;49
7239091-1;2;1;1;2;2;6;51;51
7239092-1;1;1;1;2;2;2;47;36
7239093-1;1;1;1;2;2;2;38;34
7239094-1;3;1;1;2;2;2;29;23
7239095-1;1;1;1;2;2;2;25;22
7239096-1;5;1;1;2;2;2;42;34
7239097-1;2;1;1;2;2;2;29;27
7239098-1;2;1;1;2;2;2;50;46
7239099-1;3;1;1;2;2;2;44;30
7239100-1;2;1;1;2;2;2;56;33
7239101-1;5;1;1;2;2;2;56;40
7239102-1;3;1;1;2;2;6;44;38
7239103-1;0;1;2;;;3;54;
7239104-1;2;1;1;2;2;2;30;43
7239105-1;4;1;1;2;2;6;28;23
7239106-1;2;1;1;2;2;2;30;20
7239107-1;4;1;1;2;2;2;49;39
7239108-1;1;1;1;;;4;47;
7239109-1;1;1;2;;;4;18;
7239110-1;5;1;1;2;2;2;59;58
7239111-1;2;1;1;2;2;2;34;35
7239112-1;1;1;2;;;5;21;
7239113-1;1;1;1;2;2;2;51;48
7239114-1;2;1;1;2;2;6;43;44
7239115-1;6;1;1;2;2;6;44;33
7239116-1;7;1;1;2;2;2;45;49
7239117-1;3;1;1;2;2;2;44;37
7239118-1;4;1;1;2;2;2;36;31
7239119-1;3;1;1;2;2;2;58;24
7239120-1;2;1;1;;;4;30;
7239121-1;2;1;1;2;2;2;42;36
7239122-1;4;1;1;2;2;2;60;49
7239123-1;4;1;1;2;2;2;32;29
7239124-1;4;1;2;;;4;34;
7239125-1;4;1;1;2;2;2;44;45
7239126-1;3;1;1;;;5;41;
7239127-1;0;1;2;;;3;75;
7239128-1;2;1;1;2;2;2;71;53
7239129-1;2;1;1;2;2;6;47;44
7239130-1;5;1;1;2;2;2;54;45
7239131-1;2;1;1;2;2;2;28;26
7239132-1;2;1;1;2;2;2;40;39
7239133-1;3;1;1;2;2;2;65;61
7239134-1;4;1;1;2;2;2;35;31
7239135-1;3;1;2;;;5;32;
7239136-1;3;1;1;2;2;6;60;39
7239137-1;2;1;1;2;2;2;33;30
7239138-1;2;1;1;2;2;2;31;27
7239139-1;2;1;1;2;2;2;34;31
7239142-1;1;1;2;;;6;55;
7239143-1;1;1;1;2;2;6;78;71
7239145-1;0;1;2;;;4;55;
7239146-1;1;1;2;;;4;39;
7239148-1;1;1;1;2;2;2;42;40
7239149-1;2;1;1;2;2;6;40;41
7239153-1;2;1;2;2;1;2;42;42
7239154-1;0;1;2;2;1;6;67;75
7239155-1;1;1;2;;;5;26;
7239168-1;0;1;2;;;4;50;
7239176-1;0;1;1;;;5;34;
7239177-1;0;1;1;;;5;56;
7239179-1;2;1;2;;;5;43;
7239181-1;0;1;1;2;2;2;67;62
7239182-1;1;1;2;;;5;43;
7239183-1;4;1;1;2;2;2;30;23
7239184-1;0;1;1;;;5;35;
7239185-1;1;1;1;2;2;6;44;34
7239186-1;2;1;2;;;4;40;
7239187-1;1;1;1;2;2;2;38;40
7239188-1;1;1;1;2;2;2;28;28
7239189-1;2;1;2;;;3;78;
7239190-1;0;1;1;2;2;2;28;23
7239191-1;3;1;1;2;2;2;42;27
7239192-1;1;1;1;2;2;2;41;43
7239193-1;1;1;1;2;2;2;32;24
7239194-1;5;1;1;2;2;2;45;41
7239195-1;1;1;1;2;2;2;29;25
7239196-1;0;1;1;2;2;2;53;49
7239197-1;1;1;1;2;2;2;28;20
7239198-1;1;1;2;;;4;33;
7239199-1;0;1;2;2;1;6;66;79
7239200-1;2;1;1;2;2;2;27;21
7239201-1;1;1;2;;;4;27;
7239202-1;0;1;1;2;2;2;55;44
7239203-1;2;1;1;2;2;2;54;45
7239205-1;1;1;1;2;2;2;35;35
7239206-1;0;1;1;2;2;2;47;50
7239207-1;0;1;1;;;5;28;
7239208-1;0;1;1;2;2;2;30;37
7239209-1;0;1;1;2;2;2;33;21
7239210-1;0;1;1;;;5;18;
7239211-1;2;1;1;2;2;2;50;36
7239212-1;0;1;1;;;5;24;
7239213-1;2;1;2;;;5;24;
7239214-1;0;1;2;;;5;37;
7239215-1;0;1;1;;;5;22;
7239216-1;2;1;1;2;2;2;53;27
7239219-1;0;1;2;;;1;24;
7239220-1;1;1;1;2;2;6;42;37
7239221-1;2;1;2;;;4;37;
7239222-1;1;1;2;;;5;50;
7239223-1;1;1;1;;;5;80;
7239224-1;2;1;1;2;2;2;40;40
7239225-1;1;1;2;;;5;26;
7239226-1;0;1;2;;;5;38;
7239227-1;0;1;1;;;2;35;
7239228-1;1;1;2;;;4;40;
7239229-1;0;1;1;;;5;50;
7239232-1;0;1;1;;;5;15;
7239235-1;1;1;1;2;2;6;23;20
7239237-1;0;1;2;2;1;1;30;30
7239238-1;0;1;2;;;2;31;
7239239-1;1;1;1;2;2;2;34;35
7239241-1;1;1;2;;;5;44;
7239244-1;0;1;2;;;5;20;
7239245-1;1;1;1;;;4;66;
7239246-1;0;1;2;;;5;53;
7239249-1;0;1;2;;;6;42;
7239250-1;2;1;1;2;2;2;53;52
7239254-1;0;1;1;;;4;49;
7239255-1;0;1;1;2;2;2;46;43
7239257-1;0;1;1;;;5;45;
7239258-1;1;1;1;;;3;64;
7239259-1;1;1;1;2;2;2;30;27
7239260-1;0;1;1;;;4;52;
7239261-1;1;1;1;2;2;2;39;25
7239262-1;0;1;1;;;5;50;
7239263-1;1;1;1;2;2;6;72;74
7239264-1;2;1;1;2;2;2;42;38
7239265-1;2;1;1;2;2;2;58;37
7239266-1;0;1;1;2;2;2;18;23
7239267-1;0;1;1;2;2;2;53;52
7239268-1;0;1;1;2;2;6;29;28
7239269-1;0;1;1;;;2;79;
7239270-1;1;1;1;2;2;6;54;53
7239271-1;0;1;2;;;3;62;
7239272-1;1;1;2;2;1;2;51;57
7239273-1;2;1;1;2;2;2;43;57
7239274-1;0;1;1;;;4;39;
7239275-1;1;1;2;;;2;36;
7239276-1;0;1;1;;;2;45;
7239277-1;0;1;1;;;6;49;
7239278-1;2;1;1;2;2;2;31;28
7239279-1;1;1;1;;;4;41;
7239280-1;0;1;2;;;3;75;
7239282-1;1;1;1;2;2;6;51;57
7239283-1;0;1;1;;;4;58;
7239284-1;0;1;1;2;2;6;36;33
7239285-1;0;1;2;;;2;32;
7239286-1;0;1;1;2;2;6;53;53
7239287-1;0;1;1;;;4;49;
7239288-1;0;1;2;;;4;36;
7239289-1;0;1;2;;;4;69;
7239290-1;1;1;1;2;2;2;49;49
7239291-1;0;1;2;;;3;46;
7239292-1;0;1;1;2;2;2;71;63
7239293-1;0;1;1;;;4;47;
7239294-1;0;1;1;;;4;69;
7239295-1;2;1;2;;;2;41;
7239296-1;1;1;1;;;2;51;
7239297-1;0;1;1;;;4;49;
7239298-1;0;1;1;;;5;76;
7239299-1;0;1;1;;;4;55;
7239300-1;1;1;1;2;2;6;60;62
7239301-1;2;1;1;2;2;2;39;34
7239302-1;0;1;1;;;4;60;
7239303-1;0;1;2;;;2;24;
7239304-1;0;1;1;2;2;6;62;57
7239305-1;0;1;1;;;2;33;
7239306-1;0;1;1;2;2;2;50;57
7239307-1;1;1;1;2;2;2;24;23
7239308-1;0;1;1;2;2;6;52;50
7239309-1;1;1;1;;;4;58;
7239310-1;2;1;1;2;2;2;34;22
7239311-1;0;1;2;;;3;78;
7239312-1;1;1;1;2;2;2;49;32
7239313-1;0;1;1;2;2;2;45;36
7239314-1;0;1;1;2;2;6;50;45
7239315-1;0;1;1;2;2;2;58;54
7239316-1;0;1;1;;;4;48;
7239317-1;0;1;2;2;1;2;50;59
7239318-1;0;1;1;;;5;20;
