Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Educacion padre;Educacion madre
7122444-1;0;1;2;;;5;;
7122445-1;1;1;1;2;2;2;;
7122446-1;2;1;1;2;2;2;;
7122447-1;1;1;2;2;1;1;;
7122448-1;2;1;1;2;2;2;;
7122449-1;1;1;2;;;4;;
7122450-1;1;1;2;;;5;;
7122451-1;0;1;1;;;5;;
7122452-1;0;1;1;2;2;2;;
7122454-1;1;1;2;;;4;;
7122455-1;0;1;2;2;1;6;;
7122456-1;3;1;2;2;1;2;;
7122457-1;2;1;1;2;2;6;;
7122458-1;1;1;2;;;5;;
7122459-1;0;1;1;2;2;6;;
7122460-1;1;1;2;2;1;6;;
7122462-1;0;1;2;;;5;;
7122463-1;1;1;1;;;5;;
7122464-1;0;1;2;;;5;;
7122466-1;0;1;1;;;4;;
7122467-1;2;1;1;2;2;2;;
7122468-1;0;1;1;;;5;;
7122469-1;2;1;2;;;4;;
7122470-1;1;1;2;;;4;;
7122470-2;1;1;2;;;4;;
7122471-1;1;1;1;2;2;2;;
7122472-1;0;1;2;;;3;;
7122473-1;1;1;2;;;4;;
7122474-1;1;1;2;;;4;;
7122475-1;2;1;2;2;1;1;;
7122476-1;4;1;2;2;1;2;;
7122477-1;2;1;1;;;4;;
7122478-1;1;1;1;2;2;2;;
7122479-1;2;1;2;;;5;;
7122480-1;0;1;2;;;4;;
7122481-1;2;1;1;2;2;2;;
7122482-1;3;1;2;;;4;;
7122484-1;3;1;2;2;1;2;;
7122485-1;2;1;1;2;2;6;;
7122486-1;2;1;2;;;4;;
7122487-1;1;1;2;;;4;;
7122488-1;0;1;1;2;2;6;;
7122489-1;0;1;2;;;3;;
7122490-1;0;1;1;;;4;;
7122491-1;2;1;1;2;2;2;;
7122492-1;0;1;1;2;2;6;;
7122493-1;1;1;2;;;5;;
7122494-1;1;1;1;2;2;2;;
7122496-1;4;1;2;2;1;6;;
7122498-1;1;1;1;2;2;1;;
7122499-1;1;1;2;;;4;;
7122500-1;2;1;1;2;2;6;;
7122501-1;0;1;1;;;5;;
7122502-1;0;1;2;;;4;;
7122503-1;1;1;2;2;1;6;;
7122504-1;0;1;1;;;2;;
7122506-1;2;1;1;2;2;2;;
7122507-1;3;1;1;2;2;2;;
7122508-1;2;1;2;;;4;;
7122509-1;0;1;1;2;2;2;;
7122510-1;0;1;2;;;3;;
7122511-1;1;1;2;2;1;2;;
7122512-1;3;1;1;2;2;2;;
7122515-1;2;1;1;2;2;2;;
7122516-1;0;1;1;2;2;6;;
7122517-1;0;1;2;;;3;;
7122519-1;1;1;2;2;1;2;;
7122521-1;0;1;2;;;3;;
7122522-1;1;1;1;2;2;2;;
7122523-1;2;1;2;2;1;2;;
7122524-1;2;1;1;2;2;2;;
7122529-1;2;1;1;2;2;2;;
7122530-1;0;1;1;;;3;;
7122531-1;0;1;1;2;2;2;;
7122532-1;3;1;1;2;2;6;;
7122534-1;1;1;1;;;4;;
7122537-1;1;1;2;;;4;;
7122538-1;2;1;2;2;1;2;;
7122540-1;2;1;2;2;1;2;;
7122542-1;0;1;1;2;2;1;;
7122544-1;1;1;2;;;5;;
7122545-1;2;1;1;2;2;6;;
7122546-1;3;1;1;;;3;;
7122547-1;1;1;1;2;2;6;;
7122549-1;1;1;1;2;2;2;;
7122551-1;3;1;1;2;2;6;;
7122555-1;1;1;2;;;4;;
7122557-1;1;1;1;2;2;1;;
7122559-1;0;1;1;;;5;;
7122560-1;1;1;1;2;2;2;;
7122562-1;1;1;1;2;2;2;;
7122563-1;0;1;1;2;2;2;;
7122564-1;1;1;1;2;2;2;;
7122565-1;1;1;1;2;2;2;;
7122566-1;1;1;1;2;2;6;;
7122567-1;1;1;1;2;2;2;;
7122569-1;4;1;1;2;2;2;;
7122570-1;0;1;1;;;5;;
7122571-1;1;1;1;2;2;2;;
7122572-1;0;1;1;2;2;6;;
7122573-1;0;1;2;;;5;;
7122575-1;2;1;1;2;2;2;;
7122577-1;0;1;2;;;4;;
7122579-1;0;1;1;;;5;;
7122585-1;2;1;1;2;2;2;;
7122587-1;0;1;2;;;3;;
7122588-1;0;1;1;;;5;;
7122590-1;1;1;1;2;2;2;;
7122591-1;2;1;1;2;2;2;;
7122593-1;0;1;1;;;5;;
7122594-1;2;1;2;;;4;;
7122597-1;1;1;1;2;2;2;;
7122598-1;5;1;1;2;2;2;;
7122598-2;2;1;1;2;2;2;;
7122599-1;2;1;1;2;2;2;;
7122600-1;5;1;2;2;1;2;;
7122600-2;1;1;1;2;2;2;;
7122601-1;1;1;1;2;2;2;;
7122603-1;2;1;2;2;1;2;;
7122604-1;1;1;1;;;4;;
7122606-1;0;1;2;;;5;;
7122607-1;0;1;2;;;4;;
7122608-1;1;1;2;;;3;;
7122609-1;0;1;2;;;2;;
7122610-1;0;1;2;;;5;;
7122611-1;0;1;2;;;6;;
7122612-1;0;1;1;2;2;2;;
7122613-1;1;1;1;2;2;2;;
7122615-1;3;1;1;2;2;2;;
7122616-1;1;1;2;;;5;;
7122618-1;4;1;1;2;2;2;;
7122619-1;2;1;1;2;2;2;;
7122620-1;1;1;1;2;2;6;;
7122622-1;1;1;2;;;4;;
7122623-1;1;1;2;;;4;;
7122624-1;1;1;1;2;2;2;;
7122625-1;1;1;2;2;1;2;;
7122626-1;1;1;1;2;2;2;;
7122628-1;0;1;2;;;4;;
7122629-1;1;1;1;2;2;2;;
7122631-1;0;1;2;2;2;2;;
7122632-1;0;1;2;;;5;;
7122633-1;1;1;2;;;5;;
7122634-1;0;1;2;;;5;;
7122635-1;0;1;2;;;4;;
7122636-1;2;1;2;;;5;;
7122637-1;0;1;1;;;2;;
7122639-1;3;1;1;2;2;2;;
7122641-1;1;1;1;2;2;6;;
7122642-1;2;1;1;2;2;2;;
7122643-1;5;1;1;2;2;2;;
7122650-1;0;1;2;;;3;;
7122651-1;0;1;1;2;2;1;;
7122652-1;2;1;2;;;4;;
7122653-1;0;1;2;;;4;;
7122654-1;3;1;2;;;4;;
7122655-1;1;1;2;2;1;6;;
7122657-1;1;1;2;;;5;;
7122659-1;1;1;1;2;2;2;;
7122661-1;0;1;2;;;3;;
7122664-1;1;1;2;;;5;;
7122667-1;1;1;2;;;5;;
7122668-1;0;1;1;;;5;;
7122670-1;0;1;1;;;5;;
7122673-1;2;1;1;2;2;2;;
7122674-1;0;1;1;;;5;;
7122675-1;0;1;1;;;6;;
7122677-1;1;1;2;;;4;;
7122679-1;0;1;1;2;2;1;;
7122680-1;0;1;2;;;3;;
7122683-1;0;1;1;2;2;2;;
7122686-1;1;1;2;;;6;;
7122688-1;0;1;1;;;5;;
7122689-1;2;1;1;2;2;2;;
7122691-1;3;1;1;2;2;2;;
7122692-1;1;1;1;2;2;6;;
7122693-1;1;1;2;2;1;2;;
7122694-1;0;1;1;2;2;2;;
7122696-1;1;1;1;2;2;2;;
7122697-1;1;1;2;;;5;;
7122698-1;1;1;2;;;4;;
7122699-1;2;1;2;;;3;;
7122700-1;0;1;1;;;5;;
7122701-1;1;1;2;2;1;2;;
7122702-1;0;1;2;;;5;;
7122703-1;1;1;1;;;5;;
7122704-1;0;1;2;;;5;;
7122705-1;1;1;1;;;3;;
7122706-1;2;1;2;;;6;;
7122707-1;1;1;1;2;2;6;;
7122708-1;0;1;2;;;5;;
7122709-1;0;1;1;;;5;;
7122710-1;0;1;2;;;3;;
7122711-1;0;1;1;;;5;;
7122712-1;0;1;1;2;2;1;;
7122713-1;1;1;1;2;2;6;;
7122714-1;0;1;1;2;2;2;;
7122715-1;1;1;1;2;2;1;;
7122716-1;2;1;1;2;2;2;;
7122717-1;0;1;1;;;2;;
7122718-1;2;1;2;;;4;;
7122720-1;3;1;1;2;2;6;;
7122722-1;0;1;2;;;5;;
7122723-1;0;1;1;;;3;;
7122724-1;0;1;2;;;5;;
7122725-1;1;1;2;;;6;;
7122727-1;0;1;2;;;3;;
7122728-1;1;1;1;2;2;1;;
7122729-1;0;1;2;;;5;;
7122730-1;0;1;1;;;6;;
7122731-1;0;1;1;;;5;;
7122732-1;0;1;1;;;5;;
7122733-1;0;1;1;;;5;;
7122734-1;1;1;2;2;1;2;;
7122735-1;2;1;2;;;6;;
7122736-1;0;1;1;;;4;;
7122737-1;1;1;2;;;3;;
7122738-1;2;1;2;;;4;;
7122739-1;0;1;2;;;4;;
7122740-1;0;1;1;;;4;;
7122741-1;0;1;2;;;3;;
7122742-1;1;1;1;2;2;6;;
7122743-1;0;1;1;;;5;;
7122745-1;0;1;1;2;2;2;;
7122746-1;0;1;2;;;3;;
7122747-1;0;1;1;;;4;;
7122748-1;2;1;1;2;2;6;;
7122749-1;2;1;1;2;2;2;;
7122750-1;3;1;2;;;6;;
7122751-1;1;1;1;2;2;2;;
7122752-1;1;1;1;2;2;1;;
7122754-1;3;1;1;2;2;2;;
7122755-1;1;1;2;;;5;;
7122757-1;0;1;1;;;4;;
7122758-1;0;1;1;2;2;2;;
7122759-1;1;1;2;2;1;6;;
7122760-1;2;1;1;2;2;2;;
7122761-1;0;1;1;;;4;;
7122762-1;0;1;2;;;2;;
7122763-1;0;1;1;;;4;;
7122764-1;0;1;2;;;5;;
7122764-2;0;1;1;;;5;;
7122765-1;1;1;2;;;1;;
7122766-1;0;1;1;;;5;;
7122767-1;1;1;1;2;2;2;;
7122768-1;0;1;2;;;5;;
7122769-1;0;1;1;2;2;6;;
7122770-1;0;1;1;;;5;;
7122773-1;2;1;1;;;2;;
7122774-1;1;1;1;2;2;6;;
7122776-1;0;1;1;;;6;;
7122778-1;2;1;1;2;2;2;;
7122779-1;1;1;1;2;2;2;;
7122780-1;0;1;2;2;1;2;;
7122781-1;0;1;1;2;2;6;;
7122782-1;0;1;1;;;2;;
7122783-1;2;1;1;2;2;6;;
7122784-1;0;1;1;2;2;2;;
7122785-1;1;1;1;2;2;2;;
7122787-1;2;1;2;2;1;6;;
7122788-1;0;1;1;2;2;2;;
7122789-1;2;1;2;2;1;6;;
7122791-1;1;1;1;2;2;6;;
7122792-1;0;1;1;;;2;;
7122793-1;0;1;2;;;5;;
7122795-1;0;1;1;;;6;;
7122797-1;0;1;2;;;4;;
7122799-1;0;1;2;;;6;;
7122800-1;3;1;1;2;2;6;;
7122802-1;0;1;1;;;4;;
7122803-1;1;1;2;2;1;1;;
7122804-1;0;1;2;;;3;;
7122805-1;0;1;2;;;3;;
7122806-1;2;1;1;2;2;6;;
7122807-1;1;1;1;2;2;6;;
7122808-1;1;1;2;2;1;2;;
7122809-1;0;1;1;2;2;6;;
7122810-1;1;1;1;2;2;2;;
7122811-1;0;1;1;;;5;;
7122812-1;3;1;1;2;2;6;;
7122814-1;3;1;1;2;2;6;;
7122815-1;1;1;1;2;2;1;;
7122816-1;0;1;1;;;5;;
7122817-1;0;1;1;2;2;2;;
7122818-1;0;1;1;;;3;;
7122819-1;0;1;2;;;5;;
7122820-1;1;1;1;;;3;;
7122821-1;4;1;1;2;2;6;;
7122822-1;1;1;1;2;2;2;;
7122823-1;1;1;1;2;2;2;;
7122824-1;0;1;1;;;5;;
7122826-1;2;1;1;2;2;1;;
7122829-1;0;1;1;;;4;;
7122831-1;0;1;2;;;5;;
7122832-1;1;1;1;2;2;2;;
7122833-1;1;1;1;2;2;2;;
7122834-1;0;1;1;2;2;2;;
7122835-1;0;1;2;;;4;;
7122837-1;1;1;1;2;2;2;;
7122838-1;1;1;2;;;4;;
7122839-1;1;1;1;2;2;6;;
7122840-1;2;1;2;2;1;2;;
7122841-1;0;1;2;2;1;6;;
7122843-1;1;1;1;2;2;2;;
7122844-1;1;1;1;2;2;6;;
7122845-1;0;1;2;;;5;;
7122847-1;1;1;2;;;3;;
7122848-1;0;1;2;;;4;;
7122849-1;1;1;1;2;2;2;;
7122850-1;2;1;1;;;4;;
7122851-1;1;1;1;2;2;2;;
7122853-1;0;1;1;2;2;1;;
7122855-1;1;1;2;;;4;;
7122858-1;2;1;1;2;2;2;;
7122859-1;2;1;2;2;1;2;;
7122859-2;4;1;2;2;1;2;;
7122860-1;0;1;1;2;2;2;;
7122861-1;0;1;1;;;4;;
7122862-1;1;1;1;2;2;2;;
7122863-1;0;1;2;;;5;;
7122865-1;0;1;1;;;5;;
7122866-1;3;1;2;2;1;2;;
7122867-1;0;1;2;;;5;;
7122868-1;1;1;2;2;1;2;;
7122869-1;0;1;1;;;4;;
7122870-1;3;1;2;2;1;2;;
7122873-1;1;1;2;;;4;;
7122874-1;3;1;2;2;1;6;;
7122880-1;1;1;1;2;2;2;;
7122881-1;3;1;1;2;2;6;;
7122888-1;0;1;1;2;2;2;;
7122889-1;0;1;2;2;1;2;;
7122890-1;2;1;2;;;4;;
7122891-1;0;1;1;;;5;;
7122892-1;2;1;1;2;2;6;;
7122893-1;3;1;1;2;2;2;;
7122895-1;2;1;2;2;1;2;;
7122897-1;0;1;2;;;4;;
7122898-1;3;1;1;2;2;6;;
7122899-1;3;1;1;;;4;;
7122900-1;2;1;2;;;4;;
7122901-1;3;1;1;2;2;6;;
7122902-1;1;1;2;;;4;;
7122903-1;2;1;1;2;2;6;;
7122904-1;1;1;2;;;6;;
7122905-1;3;1;2;;;2;;
7122907-1;1;1;2;;;3;;
7122907-2;1;1;1;2;2;6;;
7122909-1;0;1;1;;;3;;
7122911-1;1;1;1;2;2;6;;
7122912-1;1;1;2;;;4;;
7122913-1;2;1;1;2;2;2;;
7122914-1;4;1;2;2;1;6;;
7122915-1;1;1;2;;;4;;
7122916-1;2;1;1;2;2;2;;
7122918-1;1;1;2;;;3;;
7122919-1;2;1;1;2;2;2;;
7122920-1;0;1;2;2;1;6;;
7122921-1;3;1;2;2;1;2;;
7122922-1;0;1;1;2;2;6;;
7122923-1;2;1;2;;;3;;
7122924-1;2;1;1;2;2;2;;
7122925-1;0;1;2;;;5;;
7122926-1;0;1;1;;;2;;
7122927-1;2;1;1;2;2;6;;
7122929-1;2;1;1;2;2;2;;
7122931-1;2;1;1;2;2;6;;
7122932-1;2;1;1;2;2;2;;
7122934-1;2;1;1;2;2;6;;
7122935-1;3;1;1;2;2;6;;
7122936-1;0;1;2;;;3;;
7122937-1;5;1;1;2;2;2;;
7122939-1;3;1;1;2;2;6;;
7122940-1;2;1;2;;;2;;
7122941-1;0;1;2;;;5;;
7122942-1;1;1;1;2;2;2;;
7122943-1;2;1;1;2;2;6;;
7122945-1;0;1;1;;;5;;
7122946-1;1;1;2;;;4;;
7122947-1;4;1;1;2;2;2;;
7122948-1;2;1;1;2;2;6;;
7122949-1;0;1;1;2;2;2;;
7122950-1;1;1;1;2;2;2;;
7122951-1;2;1;2;;;4;;
7122952-1;4;1;2;2;1;2;;
7122953-1;0;1;1;;;4;;
7122955-1;1;1;2;;;3;;
7122956-1;0;1;1;2;2;6;;
7122957-1;2;1;1;2;2;2;;
7122958-1;2;1;1;2;2;2;;
7122959-1;5;1;2;;;4;;
7122960-1;2;1;2;;;2;;
7122961-1;1;1;2;2;1;6;;
7122963-1;0;1;1;;;2;;
7122964-1;0;1;1;;;4;;
7122986-1;0;1;2;;;5;;
7122987-1;0;1;1;;;5;;
7122988-1;0;1;2;2;1;6;;
7122989-1;2;1;1;2;2;6;;
7122990-1;4;1;1;2;2;6;;
7122991-1;1;1;1;2;2;2;;
7122992-1;1;1;2;;;5;;
7122993-1;2;1;1;2;2;2;;
7122994-1;0;1;1;;;5;;
7122995-1;1;1;1;2;2;2;;
7122996-1;0;1;1;;;5;;
7122997-1;0;1;2;;;3;;
7122999-1;0;1;1;2;2;6;;
7123000-1;4;1;2;2;1;2;;
7123001-1;1;1;1;2;2;2;;
7123002-1;0;1;1;;;5;;
7123003-1;0;1;2;;;4;;
7123004-1;2;1;2;;;4;;
7123005-1;4;1;1;2;2;2;;
7123006-1;2;1;1;;;4;;
7123007-1;0;1;1;;;5;;
7123008-1;1;1;2;;;3;;
7123009-1;1;1;2;;;4;;
7123011-1;2;1;1;2;2;6;;
7123012-1;1;1;1;2;2;2;;
7123015-1;2;1;1;2;2;6;;
7123017-1;2;1;1;2;2;1;;
7123021-1;0;1;1;2;2;6;;
7123022-1;1;1;1;2;2;2;;
7123023-1;2;1;2;2;1;6;;
7123024-1;3;1;1;2;2;6;;
7123027-1;2;1;2;;;6;;
7123028-1;2;1;1;2;2;6;;
7123029-1;2;1;2;;;4;;
7123030-1;1;1;1;2;2;6;;
7123031-1;1;1;2;;;6;;
7123032-1;2;1;1;2;2;6;;
7123033-1;0;1;1;2;2;6;;
7123034-1;0;1;1;2;2;6;;
7123035-1;2;1;2;2;1;2;;
7123036-1;0;1;1;2;2;6;;
7123037-1;0;1;1;;;5;;
7123038-1;0;1;1;2;2;1;;
7123039-1;0;1;2;;;5;;
7123041-1;0;1;2;;;3;;
7123042-1;3;1;1;2;2;6;;
7123043-1;2;1;2;;;4;;
7123044-1;2;1;1;2;2;6;;
7123045-1;1;1;1;2;2;6;;
7123046-1;2;1;2;;;5;;
7123047-1;0;1;1;;;5;;
7123050-1;1;1;1;2;2;2;;
7123051-1;0;1;1;2;2;1;;
7123053-1;2;1;2;2;1;2;;
7123055-1;0;1;1;;;5;;
7123056-1;1;1;2;;;4;;
7123059-1;1;1;2;2;1;6;;
7123060-1;1;1;1;2;2;2;;
7123061-1;2;1;2;;;3;;
7123063-1;0;1;2;;;5;;
7123064-1;2;1;1;2;2;6;;
7123067-1;2;1;1;2;2;2;;
7123068-1;3;1;2;;;4;;
7123069-1;1;1;1;2;2;2;;
7123070-1;1;1;2;;;2;;
7123072-1;1;1;2;;;4;;
7123073-1;2;1;2;;;5;;
7123074-1;3;1;1;2;2;2;;
7123076-1;3;1;2;2;1;2;;
7123077-1;0;1;1;2;2;2;;
7123078-1;1;1;1;2;2;2;;
7123079-1;2;1;1;;;3;;
7123081-1;0;1;2;;;3;;
7123082-1;1;1;2;;;3;;
7123083-1;0;1;2;;;4;;
7123085-1;1;1;2;;;5;;
7123086-1;0;1;2;2;1;2;;
7123088-1;3;1;2;2;1;2;;
7123088-2;1;1;2;2;1;2;;
7123089-1;0;1;1;;;5;;
7123092-1;1;1;1;2;2;1;;
7123093-1;2;1;1;2;2;2;;
7123094-1;3;1;2;2;1;2;;
7123095-1;0;1;2;;;4;;
7123098-1;0;1;2;;;5;;
7123099-1;0;1;2;;;5;;
7123100-1;0;1;2;;;4;;
7123101-1;0;1;2;;;4;;
7123102-1;3;1;2;;;3;;
7123103-1;4;1;2;2;1;2;;
7123104-1;3;1;2;;;4;;
7123105-1;0;1;1;;;3;;
7123107-1;2;1;2;;;6;;
7123108-1;0;1;2;;;4;;
7123109-1;0;1;2;;;4;;
7123110-1;2;1;1;2;2;6;;
7123111-1;0;1;2;;;4;;
7123112-1;2;1;1;2;2;2;;
7123113-1;2;1;1;2;2;2;;
7123115-1;2;1;1;2;2;6;;
7123118-1;0;1;1;;;5;;
7123120-1;3;1;1;2;2;6;;
7123121-1;2;1;1;2;2;2;;
7123122-1;2;1;1;2;2;2;;
7123123-1;0;1;1;;;6;;
7123124-1;0;1;1;2;2;6;;
7123125-1;0;1;1;;;6;;
7123126-1;0;1;1;2;2;2;;
7123130-1;0;1;1;2;2;6;;
7123131-1;2;1;1;2;2;2;;
7123132-1;1;1;1;2;2;2;;
7123133-1;2;1;1;2;2;6;;
7123134-1;1;1;1;2;2;2;;
7123136-1;3;1;1;2;2;2;;
7123137-1;2;1;1;2;2;2;;
7123138-1;0;1;1;;;5;;
7123140-1;2;1;2;;;4;;
7123143-1;0;1;1;;;6;;
7123144-1;0;1;2;;;5;;
7123145-1;0;1;2;2;1;6;;
7123146-1;0;1;1;;;5;;
7123147-1;3;1;1;2;2;6;;
7123149-1;3;1;1;2;2;2;;
7123150-1;0;1;2;;;5;;
7123158-1;2;1;2;;;2;;
7123160-1;0;1;1;;;5;;
7123161-1;2;1;2;2;1;2;;
7123162-1;0;1;1;;;5;;
7123163-1;2;1;1;2;2;2;;
7123164-1;0;1;1;2;2;6;;
7123165-1;1;1;1;2;2;6;;
7123168-1;2;1;1;2;2;6;;
7123169-1;0;1;2;;;3;;
7123170-1;2;1;1;2;2;6;;
7123171-1;1;1;1;2;2;2;;
7123172-1;0;1;2;;;3;;
7123173-1;1;1;2;;;4;;
7123174-1;1;1;2;;;4;;
7123175-1;1;1;2;;;4;;
7123176-1;3;1;1;2;2;2;;
7123177-1;0;1;2;;;4;;
7123178-1;1;1;2;;;5;;
7123179-1;0;1;2;;;5;;
7123180-1;0;1;1;;;5;;
7123181-1;0;1;1;;;5;;
7123182-1;1;1;1;2;2;2;;
7123183-1;0;1;1;2;2;2;;
7123184-1;1;1;1;2;2;2;;
7123185-1;0;1;1;;;5;;
7123186-1;2;1;2;;;2;;
7123187-1;2;1;2;;;4;;
7123188-1;0;1;2;;;4;;
7123189-1;0;1;1;;;4;;
7123190-1;0;1;1;;;4;;
7123191-1;0;1;1;;;4;;
7123192-1;0;1;1;2;2;2;;
7123193-1;0;1;2;;;2;;
7123194-1;1;1;2;;;4;;
7123195-1;2;1;2;;;4;;
7123196-1;1;1;1;2;2;2;;
7123197-1;0;1;1;2;2;6;;
7123198-1;1;1;2;2;1;2;;
7123199-1;1;1;2;;;6;;
7123200-1;0;1;1;;;4;;
7123201-1;3;1;2;2;1;2;;
7123202-1;0;1;1;2;2;6;;
7123203-1;1;1;2;;;4;;
7123204-1;0;1;2;;;5;;
7123205-1;0;1;2;;;4;;
7123206-1;0;1;2;2;1;2;;
7123207-1;0;1;1;2;2;2;;
7123208-1;1;1;1;2;2;2;;
7123209-1;0;1;1;;;5;;
7123210-1;0;1;1;;;5;;
7123212-1;0;1;2;2;1;2;;
7123213-1;2;1;1;2;2;2;;
7123214-1;3;1;1;2;2;6;;
7123215-1;0;1;1;2;2;6;;
7123216-1;2;1;2;2;1;2;;
7123217-1;1;1;1;2;2;2;;
7123218-1;0;1;1;2;2;2;;
7123219-1;0;1;1;;;4;;
7123220-1;0;1;1;2;2;2;;
7123221-1;2;1;1;2;2;1;;
7123222-1;2;1;1;2;2;2;;
7123223-1;0;1;2;;;4;;
7123224-1;0;1;1;;;5;;
7123225-1;0;1;1;2;2;6;;
7123226-1;0;1;1;;;4;;
7123227-1;0;1;1;2;2;6;;
7123230-1;1;1;1;2;2;6;;
7123231-1;1;1;2;2;1;6;;
7123232-1;2;1;1;2;2;6;;
7123233-1;1;1;2;;;4;;
7123234-1;0;1;2;;;5;;
7123235-1;0;1;2;;;3;;
7123236-1;3;1;1;2;2;2;;
7123237-1;2;1;1;2;2;6;;
7123238-1;1;1;2;;;3;;
7123239-1;3;1;2;2;1;2;;
7123240-1;1;1;1;2;2;2;;
7123241-1;0;1;1;;;3;;
7123242-1;1;1;1;2;2;6;;
7123243-1;0;1;2;;;4;;
7123244-1;0;1;2;2;1;6;;
7123245-1;1;1;2;;;5;;
7123247-1;0;1;2;2;1;2;;
7123248-1;3;1;1;2;2;6;;
7123249-1;0;1;1;;;6;;
7123250-1;0;1;2;;;4;;
7123251-1;2;1;1;2;2;6;;
7123252-1;1;1;2;;;5;;
7123253-1;1;1;2;;;5;;
7123255-1;1;1;1;;;6;;
7123256-1;0;1;1;;;5;;
7123258-1;0;1;2;;;4;;
7123259-1;2;1;1;2;2;6;;
7123260-1;3;1;1;2;2;6;;
7123261-1;2;1;1;2;2;2;;
7123262-1;2;1;1;2;2;2;;
7123263-1;1;1;2;;;3;;
7123264-1;1;1;1;2;2;6;;
7123265-1;1;1;2;;;3;;
7123266-1;1;1;2;;;3;;
7123267-1;0;1;1;;;4;;
7123268-1;2;1;2;;;4;;
7123269-1;0;1;1;2;2;2;;
7123270-1;0;1;2;;;3;;
7123273-1;1;1;2;;;5;;
7123274-1;0;1;1;;;4;;
7123275-1;0;1;2;;;5;;
7123276-1;0;1;2;;;3;;
7123282-1;2;1;1;2;2;6;;
7123283-1;2;1;1;2;2;2;;
7123284-1;2;1;2;;;4;;
7123285-1;0;1;2;;;4;;
7123286-1;0;1;2;;;5;;
7123289-1;0;1;1;2;2;2;;
7123290-1;1;1;1;2;2;2;;
7123291-1;1;1;2;;;3;;
7123292-1;0;1;1;;;5;;
7123293-1;1;1;1;2;2;6;;
7123294-1;0;1;2;;;5;;
7123297-1;0;1;1;;;5;;
7123298-1;0;1;1;;;5;;
7123299-1;0;1;1;;;5;;
7123300-1;0;1;1;2;2;2;;
7123301-1;0;1;2;;;5;;
7123302-1;0;1;2;;;5;;
7123304-1;1;1;2;;;4;;
7123304-2;0;1;1;;;5;;
7123305-1;1;1;2;;;5;;
7123305-2;1;1;2;;;5;;
7123306-1;0;1;1;;;4;;
7123307-1;0;1;2;;;5;;
7123308-1;0;1;1;;;5;;
7123311-1;1;1;2;;;4;;
7123312-1;0;1;1;;;5;;
7123313-1;0;1;1;;;5;;
7123314-1;0;1;1;;;5;;
7123315-1;1;1;2;2;1;2;;
7123316-1;0;1;1;;;5;;
7123317-1;1;1;2;;;4;;
7123318-1;0;1;1;2;2;6;;
7123320-1;1;1;1;;;6;;
7123321-1;3;1;1;2;2;6;;
7123322-1;0;1;1;;;5;;
7123323-1;0;1;2;;;4;;
7123324-1;2;1;1;2;2;2;;
7123327-1;0;1;1;;;5;;
7123328-1;0;1;1;2;2;6;;
7123330-1;0;1;2;;;5;;
7123331-1;1;1;2;2;1;1;;
7123332-1;1;1;1;2;2;1;;
7123333-1;1;1;2;;;3;;
7123334-1;1;1;2;;;3;;
7123335-1;0;1;1;2;2;2;;
7123336-1;0;1;2;;;2;;
7123338-1;2;1;1;2;2;2;;
7123339-1;0;1;2;;;4;;
7123340-1;2;1;1;2;2;6;;
7123341-1;0;1;1;2;2;6;;
7123342-1;3;1;1;2;2;6;;
7123343-1;0;1;2;;;5;;
7123344-1;1;1;2;;;3;;
7123348-1;0;1;1;2;2;6;;
7123349-1;0;1;1;2;2;2;;
7123352-1;1;1;1;2;2;2;;
7123354-1;1;1;1;2;2;6;;
7123355-1;0;1;1;;;4;;
7123356-1;0;1;2;;;5;;
7123357-1;0;1;2;2;1;2;;
7123358-1;0;1;1;;;3;;
7123359-1;1;1;2;;;5;;
7123360-1;1;1;2;;;5;;
7123361-1;1;1;1;;;6;;
7123362-1;0;1;1;;;5;;
7123365-1;0;1;1;2;2;2;;
7123366-1;0;1;1;;;5;;
7123368-1;1;1;1;;;2;;
7123370-1;2;1;2;2;1;2;;
7123371-1;0;1;1;2;2;1;;
7123373-1;0;1;1;;;5;;
7123375-1;0;1;2;;;4;;
7123377-1;0;1;1;;;5;;
7123378-1;0;1;2;2;1;2;;
7123380-1;3;1;1;2;2;6;;
7123381-1;0;1;1;;;3;;
7123382-1;1;1;1;2;2;2;;
7123384-1;0;1;1;;;5;;
7123385-1;0;1;1;2;2;2;;
7123386-1;0;1;2;2;1;2;;
7123387-1;0;1;1;;;6;;
7123388-1;0;1;1;;;4;;
7123389-1;1;1;1;;;6;;
7123390-1;1;1;1;2;2;2;;
7123391-1;0;1;1;2;2;6;;
7123392-1;2;1;1;2;2;2;;
7123393-1;2;1;2;;;4;;
7123394-1;2;1;2;;;2;;
7123395-1;0;1;2;;;4;;
7123396-1;2;1;2;2;1;6;;
7123397-1;3;1;2;;;6;;
7123398-1;1;1;2;;;5;;
7123399-1;0;1;2;;;3;;
7123400-1;1;1;1;;;5;;
7123401-1;1;1;2;;;4;;
7123402-1;0;1;2;;;5;;
7123403-1;1;1;2;;;4;;
7123404-1;2;1;2;;;4;;
7123405-1;2;1;1;2;2;6;;
7123406-1;2;1;2;2;1;6;;
7123407-1;1;1;1;2;2;2;;
7123408-1;1;1;2;;;4;;
7123409-1;0;1;2;;;5;;
7123410-1;4;1;2;;;2;;
7123411-1;1;1;1;2;2;2;;
7123412-1;0;1;2;;;3;;
