Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Educacion padre;Educacion madre
7227498-1;2;1;1;2;2;2;;
7227500-1;4;1;2;;;4;;
7227501-1;1;1;1;2;2;2;;
7227503-1;2;1;2;;;5;;
7227503-2;0;1;2;;;5;;
7227504-1;1;1;2;;;4;;
7227505-1;2;1;1;2;2;2;;
7227507-1;0;1;2;;;5;;
7227508-1;0;1;1;2;2;6;;
7227510-1;0;1;1;;;2;;
7227511-1;0;1;1;2;2;2;;
7227512-1;3;1;2;;;4;;
7227513-1;1;1;2;;;2;;
7227514-1;1;1;2;2;1;2;;
7227515-1;0;1;1;;;4;;
7227516-1;1;1;2;;;5;;
7227517-1;0;1;2;;;4;;
7227518-1;0;1;1;2;2;2;;
7227519-1;2;1;1;2;2;2;;
7227520-1;0;1;1;2;2;2;;
7227520-2;1;1;1;2;2;2;;
7227521-1;0;1;1;2;2;2;;
7227522-1;1;1;2;;;5;;
7227523-1;0;1;2;;;4;;
7227524-1;0;1;2;;;2;;
7227525-1;4;1;2;;;4;;
7227526-1;2;1;2;;;5;;
7227527-1;2;1;2;2;1;2;;
7227528-1;0;1;1;;;3;;
7227530-1;1;1;2;;;4;;
7227532-1;2;1;2;;;5;;
7227533-1;3;1;1;;;2;;
7227534-1;0;1;1;;;2;;
7227535-1;0;1;1;;;3;;
7227538-1;1;1;1;2;2;2;;
7227539-1;3;1;1;2;2;2;;
7227540-1;0;1;1;;;3;;
7227542-1;1;1;2;;;4;;
7227543-1;2;1;2;2;1;2;;
7227544-1;2;1;2;2;1;1;;
7227545-1;5;1;2;;;5;;
7227546-1;2;1;2;2;1;2;;
7227546-2;1;1;1;2;2;2;;
7227548-1;1;1;2;;;4;;
7227549-1;2;1;1;2;2;2;;
7227549-2;1;1;1;2;2;2;;
7227550-1;2;1;1;2;2;2;;
7227551-1;0;1;2;;;3;;
7227552-1;0;1;1;2;2;2;;
7227553-1;2;1;1;2;2;2;;
7227554-1;1;1;2;;;5;;
7227554-2;0;1;1;;;5;;
7227556-1;1;1;1;2;2;2;;
7227557-1;0;1;1;2;2;2;;
7227558-1;1;1;2;;;4;;
7227559-1;0;1;1;2;2;2;;
7227560-1;2;1;1;2;2;6;;
7227561-1;0;1;1;;;4;;
7227562-1;1;1;1;2;2;6;;
7227563-1;0;1;1;2;2;6;;
7227565-1;3;1;1;2;2;6;;
7227566-1;2;1;1;2;2;2;;
7227567-1;3;1;1;2;2;2;;
7227568-1;3;1;1;;;4;;
7227569-1;4;1;1;2;2;2;;
7227570-1;0;1;1;2;2;2;;
7227572-1;0;1;2;;;4;;
7227573-1;0;1;1;2;2;2;;
7227574-1;1;1;1;2;2;1;;
7227575-1;1;1;1;2;2;2;;
7227576-1;2;1;1;2;2;2;;
7227577-1;0;1;1;2;2;2;;
7227578-1;0;1;1;2;2;2;;
7227579-1;1;1;1;2;2;2;;
7227580-1;2;1;2;;;4;;
7227581-1;1;1;1;2;2;2;;
7227582-1;1;1;1;2;2;2;;
7227584-1;1;1;1;;;3;;
7227585-1;3;1;1;2;2;2;;
7227586-1;1;1;2;;;3;;
7227587-1;2;1;2;2;1;2;;
7227588-1;3;1;1;2;2;6;;
7227589-1;2;1;1;2;2;6;;
7227590-1;2;1;1;2;2;2;;
7227591-1;1;1;2;;;4;;
7227592-1;1;1;2;;;4;;
7227594-1;2;1;1;2;2;2;;
7227595-1;2;1;1;2;2;2;;
7227597-1;0;1;1;;;4;;
7227598-1;0;1;2;;;3;;
7227599-1;1;1;1;2;2;2;;
7227603-1;1;1;1;2;2;2;;
7227604-1;2;1;2;;;4;;
7227606-1;2;1;1;2;2;2;;
7227607-1;0;1;1;2;2;2;;
7227608-1;0;1;1;2;2;2;;
7227609-1;2;1;1;2;2;2;;
7227610-1;2;1;1;2;2;2;;
7227611-1;2;1;2;;;5;;
7227612-1;2;1;1;2;2;6;;
7227613-1;2;1;1;2;2;2;;
7227614-1;1;1;1;2;2;2;;
7227615-1;1;1;2;;;4;;
7227616-1;2;1;2;;;3;;
7227617-1;0;1;2;;;5;;
7227618-1;0;1;1;;;5;;
7227619-1;0;1;1;;;2;;
7227620-1;1;1;2;2;1;2;;
7227625-1;0;1;1;2;2;2;;
7227627-1;1;1;1;2;2;2;;
7227628-1;0;1;2;;;4;;
7227629-1;1;1;2;;;3;;
7227630-1;4;1;1;2;2;2;;
7227631-1;1;1;1;2;2;2;;
7227632-1;0;1;1;2;2;2;;
7227633-1;1;1;1;2;2;2;;
7227634-1;3;1;2;;;4;;
7227635-1;1;1;2;;;2;;
7227636-1;3;1;2;;;2;;
7227637-1;3;1;1;2;2;2;;
7227638-1;4;1;1;2;2;2;;
7227639-1;0;1;1;2;2;6;;
7227641-1;0;1;1;2;2;6;;
7227642-1;0;1;1;;;5;;
7227643-1;0;1;2;;;2;;
7227644-1;2;1;1;2;2;2;;
7227645-1;1;1;1;2;2;2;;
7227646-1;0;1;1;2;2;2;;
7227647-1;0;1;1;;;2;;
7227648-1;0;1;1;2;2;2;;
7227649-1;0;1;1;;;2;;
7227650-1;0;1;1;;;2;;
7227651-1;1;1;1;2;2;2;;
7227652-1;1;1;1;2;2;6;;
7227653-1;1;1;2;;;5;;
7227654-1;0;1;2;;;3;;
7227655-1;1;1;2;2;1;2;;
7227656-1;1;1;2;;;3;;
7227657-1;2;1;1;2;2;2;;
7227658-1;0;1;2;;;3;;
7227659-1;0;1;1;;;5;;
7227661-1;1;1;2;;;3;;
7227662-1;2;1;1;;;2;;
7227663-1;0;1;1;2;2;6;;
7227664-1;1;1;1;2;2;6;;
7227665-1;3;1;2;;;4;;
7227666-1;1;1;2;;;4;;
7227667-1;1;1;1;2;2;6;;
7227668-1;0;1;1;2;2;6;;
7227669-1;0;1;1;;;6;;
7227670-1;1;1;2;;;4;;
7227671-1;1;1;2;;;2;;
7227672-1;0;1;1;2;2;6;;
7227673-1;0;1;1;;;5;;
7227674-1;1;1;2;;;2;;
7227675-1;0;1;1;2;2;6;;
7227676-1;2;1;1;2;2;2;;
7227677-1;1;1;1;2;2;2;;
7227678-1;0;1;2;;;6;;
7227679-1;1;1;2;;;3;;
7227680-1;0;1;1;2;2;2;;
7227681-1;2;1;2;2;1;2;;
7227683-1;0;1;2;;;3;;
7227684-1;1;1;2;;;4;;
7227685-1;1;1;1;2;2;2;;
7227686-1;0;1;1;;;5;;
7227687-1;1;1;2;;;2;;
7227688-1;0;1;1;;;4;;
7227689-1;0;1;2;;;5;;
7227690-1;0;1;2;;;5;;
7227691-1;1;1;2;;;4;;
7227692-1;0;1;1;2;2;2;;
7227693-1;0;1;2;;;3;;
7227694-1;2;1;1;2;2;2;;
7227696-1;0;1;1;2;2;6;;
7227697-1;0;1;1;;;4;;
7227698-1;4;1;1;2;2;2;;
7227699-1;0;1;1;;;5;;
7227700-1;0;1;2;;;2;;
7227701-1;4;1;1;2;2;2;;
7227702-1;0;1;1;;;5;;
7227703-1;0;1;1;2;2;2;;
7227704-1;0;1;2;2;1;2;;
7227705-1;0;1;2;;;3;;
7227706-1;0;1;2;2;1;6;;
7227709-1;1;1;2;;;4;;
7227710-1;0;1;2;;;3;;
7227711-1;0;1;2;;;5;;
7227712-1;0;1;1;;;2;;
7227714-1;0;1;1;;;3;;
7227715-1;2;1;1;2;2;2;;
7227716-1;0;1;1;;;4;;
7227717-1;1;1;2;;;2;;
7227718-1;2;1;1;2;2;2;;
7227719-1;5;1;2;;;4;;
7227720-1;0;1;2;;;5;;
7227721-1;0;1;1;;;5;;
7227722-1;0;1;1;;;4;;
7227723-1;1;1;2;;;4;;
7227724-1;2;1;1;2;2;2;;
7227725-1;1;1;1;2;2;6;;
7227726-1;2;1;2;;;3;;
7227727-1;1;1;1;2;2;2;;
7227728-1;1;1;1;2;2;6;;
7227729-1;0;1;1;2;2;2;;
7227730-1;1;1;1;2;2;6;;
7227731-1;0;1;1;2;2;6;;
7227732-1;0;1;2;;;4;;
7227733-1;0;1;2;;;4;;
7227734-1;0;1;1;2;2;2;;
7227735-1;1;1;2;;;5;;
7227736-1;0;1;2;;;6;;
7227737-1;1;1;1;2;2;2;;
7227738-1;0;1;1;2;2;1;;
7227739-1;0;1;2;;;4;;
7227740-1;0;1;1;2;2;6;;
7227742-1;1;1;2;2;1;2;;
7227743-1;0;1;1;;;2;;
7227744-1;0;1;1;;;5;;
7227745-1;1;1;2;2;1;2;;
7227746-1;1;1;1;2;2;6;;
7227747-1;0;1;2;;;5;;
7227749-1;0;1;1;;;2;;
7227750-1;0;1;2;;;3;;
7227751-1;0;1;1;;;5;;
7227752-1;0;1;1;;;5;;
7227753-1;0;1;2;;;5;;
7227754-1;1;1;1;2;2;2;;
7227755-1;1;1;1;2;2;2;;
7227756-1;1;1;2;2;1;2;;
7227757-1;0;1;1;2;2;2;;
7227758-1;3;1;1;2;2;2;;
7227759-1;0;1;1;2;2;2;;
7227762-1;0;1;1;;;4;;
7227763-1;0;1;2;;;4;;
7227764-1;3;1;1;2;2;2;;
7227765-1;4;1;1;2;2;2;;
7227766-1;2;1;1;;;4;;
7227767-1;1;1;1;2;2;2;;
7227768-1;3;1;2;2;1;2;;
7227770-1;1;1;1;2;2;2;;
7227771-1;4;1;1;2;2;2;;
7227772-1;0;1;2;;;3;;
7227773-1;4;1;1;2;2;2;;
7227774-1;3;1;1;2;2;2;;
7227776-1;2;1;2;;;5;;
7227777-1;2;1;1;2;2;6;;
7227778-1;1;1;1;2;2;6;;
7227779-1;1;1;2;;;3;;
7227780-1;1;1;2;2;1;6;;
7227781-1;4;1;1;2;2;6;;
7227782-1;1;1;1;2;2;2;;
7227783-1;1;1;1;2;2;6;;
7227784-1;0;1;2;2;1;2;;
7227785-1;2;1;2;;;5;;
7227786-1;0;1;1;2;2;6;;
7227787-1;0;1;2;;;5;;
7227788-1;1;1;2;2;1;6;;
7227789-1;0;1;2;;;5;;
7227790-1;1;1;1;2;2;2;;
7227791-1;1;1;1;;;5;;
7227792-1;1;1;1;;;3;;
7227794-1;0;1;1;2;2;6;;
7227795-1;0;1;1;;;5;;
7227796-1;0;1;1;;;5;;
7227797-1;0;1;1;;;5;;
7227798-1;0;1;1;;;4;;
7227799-1;1;1;2;2;1;6;;
7227800-1;0;1;1;;;5;;
7227801-1;1;1;1;2;2;6;;
7227802-1;1;1;1;2;2;6;;
7227803-1;0;1;1;;;5;;
7227804-1;0;1;2;;;4;;
7227805-1;0;1;1;2;2;6;;
7227806-1;1;1;2;;;6;;
7227807-1;1;1;2;;;3;;
7227808-1;0;1;2;;;3;;
7227809-1;0;1;1;;;5;;
7227810-1;0;1;2;;;2;;
7227811-1;0;1;2;2;1;2;;
7227812-1;0;1;2;;;3;;
7227813-1;1;1;2;;;3;;
7227814-1;2;1;2;;;3;;
7227815-1;0;1;2;;;5;;
7227816-1;1;1;1;2;2;6;;
7227817-1;1;1;1;2;2;2;;
7227818-1;1;1;1;2;2;6;;
7227819-1;0;1;1;2;2;6;;
7227820-1;1;1;2;2;1;6;;
7227821-1;0;1;2;2;1;2;;
7227822-1;1;1;1;2;2;6;;
7227823-1;0;1;2;2;1;6;;
7227824-1;1;1;1;2;2;6;;
7227825-1;2;1;2;2;1;6;;
7227826-1;1;1;1;2;2;2;;
7227827-1;0;1;1;;;4;;
7227828-1;1;1;1;2;2;2;;
7227829-1;0;1;2;;;4;;
7227830-1;2;1;1;2;2;1;;
7227831-1;0;1;1;2;2;2;;
7227832-1;2;1;2;;;4;;
7227833-1;1;1;2;;;4;;
7227834-1;1;1;1;2;2;6;;
7227835-1;1;1;1;2;2;6;;
7227836-1;1;1;1;2;2;6;;
7227837-1;1;1;2;2;1;2;;
7227838-1;1;1;2;;;3;;
7227839-1;0;1;1;2;2;6;;
7227840-1;1;1;1;2;2;6;;
7227841-1;1;1;2;;;5;;
7227842-1;2;1;1;;;3;;
7227843-1;1;1;2;;;4;;
7227844-1;1;1;2;2;1;6;;
7227845-1;2;1;2;;;5;;
7227846-1;1;1;2;;;4;;
7227848-1;1;1;1;2;2;6;;
7227849-1;0;1;2;;;3;;
7227851-1;0;1;1;2;2;6;;
7227852-1;0;1;1;2;2;6;;
7227853-1;0;1;1;2;2;6;;
7227854-1;0;1;1;2;2;6;;
7227855-1;2;1;1;2;2;6;;
7227856-1;4;1;2;2;1;2;;
7227857-1;0;1;2;;;3;;
7227858-1;0;1;1;2;2;6;;
7227859-1;1;1;2;;;3;;
7227860-1;0;1;2;;;5;;
7227861-1;1;1;1;2;2;2;;
7227862-1;2;1;1;2;2;6;;
7227863-1;0;1;2;;;5;;
7227864-1;1;1;1;2;2;6;;
7227865-1;0;1;2;;;3;;
7227866-1;0;1;1;;;4;;
7227867-1;2;1;1;2;2;2;;
7227868-1;2;1;2;;;6;;
7227869-1;1;1;2;;;4;;
7227870-1;2;1;1;2;2;6;;
7227871-1;1;1;2;2;1;6;;
7227872-1;2;1;1;2;2;2;;
7227873-1;0;1;2;;;3;;
7227874-1;0;1;2;;;3;;
7227875-1;1;1;1;2;2;2;;
7227876-1;0;1;2;;;5;;
7227877-1;0;1;2;;;5;;
7227879-1;1;1;2;;;4;;
7227880-1;0;1;1;2;2;6;;
7227881-1;0;1;2;;;6;;
7227882-1;0;1;2;2;1;6;;
7227883-1;1;1;2;;;5;;
7227884-1;0;1;1;2;2;6;;
7227885-1;1;1;1;2;2;6;;
7227886-1;0;1;2;;;5;;
7227887-1;0;1;1;;;5;;
7227888-1;1;1;1;2;2;6;;
7227889-1;1;1;1;2;2;2;;
7227890-1;0;1;1;;;4;;
7227891-1;0;1;1;;;5;;
7227892-1;0;1;1;;;4;;
7227894-1;1;1;1;2;2;2;;
7227895-1;2;1;2;2;1;2;;
7227896-1;2;1;1;2;2;6;;
7227897-1;0;1;1;;;3;;
7227898-1;0;1;1;;;4;;
7227899-1;0;1;1;;;5;;
7227901-1;0;1;2;;;3;;
7227902-1;2;1;1;2;2;2;;
7227903-1;0;1;1;2;2;2;;
7227904-1;1;1;2;2;1;2;;
7227905-1;0;1;1;;;4;;
7227906-1;3;1;1;2;2;2;;
7227907-1;0;1;2;;;4;;
7227908-1;1;1;2;;;3;;
7227912-1;0;1;2;;;3;;
7227913-1;0;1;1;;;4;;
7227916-1;0;1;1;2;2;6;;
7227917-1;0;1;2;;;4;;
7227918-1;0;1;1;;;5;;
7227919-1;1;1;2;;;2;;
7227920-1;0;1;1;2;2;6;;
7227921-1;2;1;1;2;2;6;;
7227922-1;0;1;1;;;4;;
7227923-1;0;1;2;;;3;;
7227924-1;0;1;1;2;2;2;;
7227925-1;0;1;2;;;5;;
7227928-1;1;1;1;2;2;6;;
7227929-1;1;1;1;2;2;6;;
7227930-1;0;1;1;2;2;6;;
7227932-1;0;1;1;2;2;2;;
7227933-1;0;1;1;2;2;6;;
7227934-1;2;1;2;2;1;2;;
7227935-1;2;1;1;2;2;6;;
7227936-1;1;1;1;2;2;2;;
7227937-1;2;1;2;2;1;6;;
7227938-1;0;1;1;;;5;;
7227939-1;0;1;1;;;4;;
7227940-1;0;1;1;;;4;;
7227941-1;0;1;1;2;2;6;;
7227942-1;0;1;2;;;4;;
7227943-1;0;1;2;;;5;;
7227944-1;0;1;1;;;5;;
7227945-1;0;1;1;;;5;;
7227946-1;1;1;1;2;2;6;;
7227947-1;0;1;1;;;4;;
7227948-1;0;1;2;;;4;;
7227949-1;1;1;2;;;4;;
7227950-1;0;1;2;;;4;;
7227951-1;0;1;1;;;6;;
7227952-1;2;1;1;2;2;2;;
7227953-1;0;1;2;;;5;;
7227954-1;0;1;1;;;5;;
7227955-1;0;1;2;;;6;;
7227956-1;1;1;1;2;2;2;;
7227957-1;0;1;2;2;1;2;;
7227964-1;2;1;2;;;6;;
7227965-1;2;1;2;;;4;;
7227967-1;2;1;1;2;2;2;;
7227968-1;2;1;2;;;4;;
7227969-1;0;1;2;2;1;2;;
7227970-1;2;1;2;2;1;2;;
7227971-1;1;1;1;2;2;2;;
7227972-1;4;1;2;2;1;2;;
7227973-1;0;1;1;2;2;2;;
7227974-1;4;1;1;2;2;2;;
7227975-1;0;1;1;;;5;;
7227976-1;3;1;1;2;2;2;;
7227978-1;0;1;1;;;5;;
7227979-1;0;1;1;2;2;6;;
7227980-1;0;1;1;2;2;6;;
7227981-1;0;1;1;2;2;2;;
7227982-1;1;1;2;;;3;;
7227983-1;0;1;2;;;3;;
7227984-1;0;1;2;;;3;;
7227985-1;0;1;1;;;3;;
7227986-1;0;1;1;;;5;;
7227987-1;0;1;1;;;3;;
7227988-1;1;1;1;2;2;6;;
7227989-1;0;1;1;;;5;;
7227990-1;2;1;1;2;2;2;;
7227991-1;0;1;1;;;3;;
7227992-1;0;1;1;;;5;;
7227993-1;0;1;1;;;5;;
7227994-1;2;1;1;2;2;6;;
7227996-1;1;1;2;;;4;;
7227997-1;0;1;1;2;2;6;;
7227998-1;0;1;1;;;4;;
7227999-1;0;1;1;2;2;2;;
7228000-1;0;1;1;2;2;6;;
7228001-1;0;1;2;;;5;;
7228002-1;0;1;1;;;5;;
7228003-1;0;1;2;;;3;;
7228004-1;2;1;1;2;2;6;;
7228005-1;0;1;1;;;4;;
7228006-1;0;1;2;;;5;;
7228007-1;3;1;1;2;2;6;;
7228008-1;0;1;2;;;5;;
7228009-1;0;1;2;;;3;;
7228010-1;0;1;1;;;5;;
7228011-1;3;1;1;;;4;;
7228012-1;0;1;2;;;5;;
7228013-1;0;1;1;;;3;;
7228014-1;0;1;2;;;3;;
7228015-1;1;1;1;2;2;2;;
7228016-1;1;1;2;;;2;;
7228017-1;0;1;1;2;2;2;;
7228018-1;3;1;1;;;4;;
7228019-1;1;1;1;2;2;6;;
7228020-1;2;1;1;2;2;2;;
7228021-1;0;1;2;;;3;;
7228022-1;0;1;1;;;5;;
7228025-1;0;1;1;;;6;;
7228026-1;0;1;1;2;2;2;;
7228028-1;1;1;1;2;2;2;;
7228029-1;0;1;1;;;4;;
7228030-1;0;1;1;;;5;;
7228031-1;1;1;1;;;4;;
7228032-1;0;1;1;;;4;;
7228033-1;1;1;1;2;2;2;;
7228034-1;0;1;2;;;4;;
7228035-1;0;1;1;;;5;;
7228036-1;0;1;1;2;2;6;;
7228037-1;0;1;1;2;2;6;;
7228038-1;1;1;1;2;2;2;;
7228039-1;0;1;2;;;4;;
7228040-1;1;1;2;;;3;;
7228041-1;2;1;1;2;2;6;;
7228042-1;0;1;2;2;1;2;;
7228043-1;1;1;2;;;4;;
7228044-1;0;1;1;;;4;;
7228045-1;0;1;2;2;1;2;;
7228046-1;1;1;1;2;2;2;;
7228047-1;0;1;1;2;2;6;;
7228048-1;0;1;1;2;2;6;;
7228049-1;0;1;1;2;2;2;;
7228051-1;0;1;2;;;4;;
7228052-1;0;1;2;;;3;;
7228053-1;2;1;2;2;1;1;;
7228055-1;0;1;1;;;3;;
7228056-1;0;1;2;;;5;;
7228057-1;0;1;2;;;3;;
7228058-1;0;1;1;2;2;2;;
7228059-1;0;1;1;;;4;;
7228060-1;2;1;1;2;2;2;;
7228061-1;0;1;1;;;4;;
7228062-1;2;1;1;2;2;2;;
7228063-1;1;1;2;2;1;6;;
7228066-1;0;1;2;;;4;;
7228067-1;0;1;2;;;5;;
7228068-1;1;1;2;;;3;;
7228069-1;1;1;2;;;2;;
7228070-1;0;1;1;;;5;;
7228071-1;0;1;1;;;4;;
7228072-1;1;1;1;2;2;2;;
7228074-1;0;1;1;;;2;;
7228075-1;0;1;1;;;4;;
7228076-1;1;1;2;;;4;;
7228077-1;1;1;2;;;4;;
7228078-1;0;1;1;;;5;;
7228079-1;0;1;2;;;3;;
7228080-1;1;1;2;;;2;;
7228081-1;2;1;2;2;1;2;;
7228082-1;0;1;2;;;3;;
7228084-1;0;1;2;;;4;;
7228085-1;0;1;2;;;4;;
7228086-1;1;1;1;;;4;;
7228087-1;3;1;1;2;2;2;;
7228088-1;1;1;2;2;1;2;;
7228090-1;1;1;2;2;1;2;;
7228091-1;1;1;2;;;3;;
7228092-1;1;1;1;2;2;6;;
7228093-1;1;1;1;2;2;6;;
7228094-1;1;1;1;2;2;6;;
7228095-1;1;1;1;2;2;2;;
7228096-1;0;1;1;2;2;2;;
7228097-1;2;1;2;2;1;2;;
7228098-1;3;1;2;;;3;;
7228099-1;0;1;2;;;3;;
7228100-1;0;1;1;2;2;2;;
7228101-1;1;1;1;2;2;2;;
7228102-1;0;1;2;2;1;2;;
7228103-1;1;1;1;2;2;6;;
7228104-1;1;1;1;2;2;6;;
7228105-1;0;1;2;;;3;;
7228106-1;0;1;1;;;4;;
7228107-1;0;1;1;2;2;2;;
7228108-1;2;1;2;;;3;;
7228109-1;2;1;1;2;2;2;;
7228110-1;1;1;1;2;2;6;;
7228111-1;0;1;2;;;4;;
7228112-1;2;1;2;2;1;6;;
7228113-1;3;1;1;2;2;2;;
7228114-1;0;1;1;;;3;;
7228118-1;2;1;1;2;2;2;;
7228119-1;0;1;1;;;4;;
7228120-1;0;1;1;2;2;2;;
7228121-1;0;1;1;;;4;;
7228122-1;1;1;1;2;2;2;;
7228125-1;0;1;1;;;4;;
7228126-1;1;1;1;;;4;;
7228127-1;1;1;1;2;2;6;;
7228129-1;0;1;1;2;2;2;;
7228130-1;2;1;1;;;4;;
7228132-1;3;1;1;2;2;2;;
7228133-1;5;1;1;2;2;2;;
7228134-1;0;1;1;2;2;2;;
7228135-1;3;1;1;2;2;2;;
7228137-1;0;1;1;;;3;;
7228138-1;2;1;1;2;2;2;;
7228139-1;0;1;1;;;4;;
7228140-1;0;1;1;;;4;;
7228144-1;1;1;1;2;2;6;;
7228146-1;1;1;1;2;2;2;;
7228147-1;2;1;1;2;2;6;;
7228148-1;0;1;1;;;4;;
7228149-1;2;1;1;2;2;2;;
7228150-1;1;1;1;2;2;6;;
7228152-1;0;1;1;;;4;;
7228154-1;3;1;1;2;2;2;;
7228156-1;1;1;2;;;4;;
7228157-1;0;1;1;2;2;2;;
7228158-1;4;1;1;2;2;2;;
7228159-1;0;1;1;2;2;1;;
7228160-1;1;1;2;;;3;;
7228161-1;1;1;2;;;4;;
7228162-1;1;1;2;2;1;6;;
7228164-1;0;1;2;;;4;;
7228165-1;0;1;1;2;2;6;;
7228166-1;0;1;2;;;6;;
7228167-1;0;1;1;2;2;2;;
7228168-1;2;1;2;;;4;;
7228169-1;0;1;2;;;5;;
7228170-1;0;1;1;;;4;;
7228171-1;1;1;2;;;4;;
7228172-1;0;1;1;;;5;;
7228173-1;0;1;2;;;3;;
7228174-1;1;1;1;2;2;2;;
7228176-1;0;1;1;;;5;;
7228178-1;1;1;1;2;2;2;;
7228180-1;0;1;2;;;4;;
7228181-1;0;1;1;;;4;;
7228185-1;2;1;1;2;2;2;;
7228187-1;2;1;1;2;2;2;;
7228188-1;1;1;1;2;2;2;;
7228189-1;1;1;1;2;2;2;;
7228190-1;3;1;1;2;2;2;;
7228191-1;0;1;1;;;2;;
7228192-1;0;1;2;;;3;;
7228193-1;1;1;1;2;2;1;;
7228194-1;1;1;1;2;2;2;;
7228195-1;2;1;1;2;2;2;;
7228196-1;0;1;2;2;1;6;;
7228197-1;3;1;1;2;2;6;;
7228198-1;0;1;1;2;2;6;;
7228200-1;1;1;1;2;2;2;;
7228201-1;1;1;1;2;2;2;;
7228202-1;0;1;1;2;2;2;;
7228203-1;0;1;1;;;3;;
7228204-1;0;1;2;;;4;;
7228205-1;1;1;2;2;1;2;;
7228208-1;2;1;1;2;2;2;;
7228209-1;1;1;1;2;2;2;;
7228210-1;1;1;1;2;2;2;;
7228212-1;0;1;1;;;5;;
7228213-1;1;1;2;;;5;;
7228214-1;0;1;1;;;3;;
7228215-1;0;1;1;2;2;2;;
7228217-1;1;1;1;2;2;6;;
7228218-1;0;1;1;2;2;6;;
7228219-1;1;1;1;2;2;6;;
7228220-1;1;1;2;2;1;2;;
7228221-1;3;1;1;2;2;6;;
7228222-1;0;1;1;;;4;;
7228223-1;2;1;2;;;4;;
7228224-1;1;1;1;2;2;2;;
7228225-1;1;1;2;;;4;;
7228226-1;2;1;1;2;2;2;;
7228227-1;2;1;2;2;1;2;;
7228228-1;1;1;1;2;2;6;;
7228229-1;3;1;2;;;6;;
7228230-1;2;1;1;2;2;2;;
7228231-1;4;1;1;2;2;2;;
7228232-1;3;1;1;2;2;2;;
7228233-1;2;1;2;;;2;;
7228234-1;0;1;1;2;2;6;;
7228236-1;2;1;1;2;2;6;;
7228237-1;0;1;1;2;2;6;;
7228239-1;1;1;1;2;2;2;;
7228240-1;0;1;2;;;4;;
7228241-1;2;1;1;2;2;6;;
7228242-1;1;1;2;;;5;;
7228243-1;1;1;2;2;1;1;;
7228244-1;2;1;1;2;2;6;;
7228245-1;2;1;1;2;2;6;;
7228247-1;1;1;1;;;3;;
7228247-2;0;1;1;;;5;;
7228248-1;2;1;2;2;1;6;;
7228249-1;0;1;1;2;2;6;;
7228262-1;3;1;1;;;4;;
7228263-1;1;1;2;;;4;;
7228265-1;2;1;2;2;1;2;;
7228266-1;0;1;1;;;5;;
7228268-1;1;1;2;2;1;6;;
7228271-1;0;1;2;;;4;;
7228272-1;2;1;1;2;2;6;;
7228273-1;1;1;2;;;3;;
7228274-1;1;1;1;2;2;6;;
7228275-1;1;1;1;2;2;2;;
7228288-1;0;1;1;2;2;2;;
7228291-1;1;1;2;;;4;;
7228292-1;1;1;1;2;2;2;;
7228299-1;2;1;2;2;1;2;;
7228300-1;2;1;1;2;2;2;;
7228301-1;0;1;2;;;4;;
7228309-1;1;1;2;2;1;6;;
7228311-1;2;1;2;2;1;6;;
7228312-1;1;1;1;2;2;6;;
7228319-1;0;1;1;;;5;;
7228320-1;0;1;2;2;1;6;;
7228322-1;2;1;1;2;2;2;;
7228323-1;1;1;2;;;4;;
7228324-1;1;1;2;;;4;;
7228341-1;0;1;1;;;4;;
7228343-1;0;1;1;2;2;6;;
7228344-1;0;1;1;2;2;2;;
7228345-1;0;1;1;;;5;;
7228347-1;0;1;1;;;4;;
7228353-1;0;1;1;2;2;6;;
7228354-1;1;1;1;2;2;2;;
7228356-1;1;1;1;2;2;2;;
7228357-1;0;1;1;;;5;;
7228364-1;0;1;1;;;4;;
7228369-1;0;1;1;;;5;;
7228370-1;0;1;1;2;2;2;;
7228372-1;0;1;1;2;2;2;;
7228373-1;0;1;1;;;6;;
7228374-1;0;1;2;;;5;;
7228376-1;0;1;2;;;6;;
7228382-1;1;1;2;;;5;;
7228396-1;0;1;2;;;4;;
7228404-1;0;1;2;;;5;;
7228408-1;0;1;2;;;4;;
7228409-1;4;1;2;;;5;;
7228410-1;2;1;2;;;3;;
7228412-1;1;1;1;2;2;2;;
7228413-1;0;1;1;2;2;6;;
7228414-1;0;1;1;2;2;2;;
7228429-1;2;1;2;;;5;;
7228430-1;1;1;2;;;3;;
7228431-1;2;1;2;2;1;6;;
7228432-1;0;1;2;;;6;;
7228433-1;0;1;2;;;5;;
7228434-1;1;1;1;2;2;6;;
7228435-1;3;1;1;;;3;;
7228436-1;2;1;1;2;2;6;;
7228437-1;2;1;1;2;2;6;;
7228438-1;0;1;1;;;4;;
7228439-1;0;1;2;2;2;2;;
7228440-1;0;1;1;;;5;;
7228444-1;2;1;2;;;3;;
7228455-1;1;1;2;;;4;;
7228456-1;2;1;2;;;3;;
7228457-1;0;1;1;2;2;6;;
7228459-1;1;1;1;2;2;2;;
7228522-1;2;1;1;2;2;2;;
7228525-1;1;1;2;;;4;;
7228526-1;0;1;1;;;5;;
7228527-1;1;1;2;;;4;;
7228528-1;0;1;1;2;2;2;;
7228529-1;0;1;1;;;4;;
7228533-1;1;1;1;2;2;2;;
7228534-1;2;1;2;;;5;;
7228535-1;1;1;1;2;2;2;;
7228536-1;0;1;1;;;5;;
