Codigo;Hijos;Sexo Jefe;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge;Region;Cantidad de personas;Estrato vivienda;Trabajo Jefe;Trabajo conyuge;Ingresos totales;Uso tecnologia Jefe;Uso tecnologia conyuge;Edu Jefe;Edu Conyuge;Afiliacion salud;N cuartos;N cuartos dormir;Valor Electricidad;N usos Lavadora
7227727-1;1;1;2;2;42;37;4;3;1;4;1;625000;2;2;3;1;2;2;1;7800;0
7227728-1;1;1;2;6;53;50;4;3;1;1;4;340000;0;0;1;1;1;2;2;6000;0
7227729-1;0;1;2;2;49;47;4;2;1;1;1;500000;0;0;1;0;1;2;2;10000;0
7227730-1;1;1;2;6;75;70;4;3;1;4;4;1791666;0;0;1;1;1;3;2;45000;0
7227731-1;0;1;2;6;70;64;4;3;1;1;4;650000;0;0;1;1;1;4;2;15000;0
7227734-1;0;1;2;2;48;67;4;2;1;1;4;312500;0;0;1;1;1;3;1;6000;0
7227737-1;1;1;2;2;28;21;4;3;1;1;4;897125;0;0;3;1;1;4;1;5094;0
7227738-1;1;1;2;1;39;20;4;2;1;1;4;450000;0;2;1;1;1;4;1;30000;0
7227740-1;0;1;2;6;76;69;4;2;1;4;4;438333;0;0;1;1;1;1;1;6000;0
7227742-1;1;2;1;2;62;43;4;5;1;4;1;650000;0;2;1;1;1;4;3;18000;0
7227745-1;1;2;1;2;37;45;4;4;1;4;1;1144116;0;0;1;1;1;4;3;24000;0
7227746-1;1;1;2;6;76;72;4;6;1;4;4;1862232;0;0;1;1;1;2;2;9000;0
7227754-1;1;1;2;2;75;64;4;3;1;5;4;158333;0;0;1;1;1;3;3;18000;0
7227755-1;1;1;2;2;42;35;4;3;1;1;4;387500;1;0;1;1;1;4;2;11000;0
7227756-1;1;2;1;2;59;53;4;4;1;4;1;1106782;0;0;1;1;1;4;3;104136;2
7227757-1;0;1;2;2;62;61;4;2;1;5;1;100000;0;0;1;1;1;4;1;35000;0
7227758-1;3;1;2;2;42;36;4;5;1;1;4;575000;2;2;1;1;1;3;2;25000;0
7227759-1;0;1;2;2;53;50;4;2;1;1;4;270000;0;0;1;0;1;3;1;18000;0
7227764-1;3;1;2;2;43;39;4;5;8;1;4;560000;0;0;1;1;1;3;2;10000;0
7227765-1;4;1;2;2;29;24;4;6;8;1;4;745000;2;2;1;1;1;3;2;10000;0
7227767-1;1;1;2;2;26;25;4;3;8;1;4;500000;2;2;1;1;2;3;2;10000;0
7227768-1;3;2;1;2;24;30;4;5;8;1;1;530000;2;2;1;1;1;3;2;10000;0
7227770-1;2;1;2;2;26;21;4;3;8;1;4;375000;2;2;1;1;2;2;1;10000;0
7227771-1;4;1;2;2;31;31;4;6;8;1;1;1459500;0;1;1;3;1;3;2;10000;0
7227773-1;4;1;2;2;53;54;4;6;8;1;4;1490000;0;0;1;1;1;4;4;15000;0
7227774-1;3;1;2;2;30;28;4;5;8;1;4;513333;0;0;1;1;2;2;2;10000;0
7227777-1;2;1;2;6;29;23;4;4;1;1;4;1132250;2;2;1;1;1;4;2;13000;0
7227778-1;1;1;2;6;67;37;4;3;1;1;4;1020000;0;2;1;1;1;3;2;57000;2
7227780-1;1;2;1;6;50;52;4;6;1;4;6;544000;0;0;1;1;1;4;3;15000;0
7227781-1;4;1;2;6;37;32;4;6;1;1;4;654500;0;0;0;1;1;5;3;21000;0
7227782-1;1;1;2;2;33;26;4;3;2;1;4;1153166;2;2;3;1;1;3;1;16200;2
7227783-1;1;1;2;6;59;46;3;3;3;6;1;1428116;2;2;1;1;1;3;3;130000;1
7227784-1;0;2;1;2;64;80;3;2;3;1;1;1200000;2;0;1;1;1;4;1;45000;0
7227786-1;1;1;2;6;47;42;3;2;5;1;1;22132333;2;2;3;3;1;7;1;101000;2
7227788-1;1;2;1;6;36;35;3;3;3;1;1;3514948;2;2;3;3;1;4;2;40000;2
7227790-1;1;1;2;2;26;26;3;4;1;1;3;1455148;2;2;1;1;1;2;1;38600;1
7227794-1;0;1;2;6;74;65;3;2;4;6;4;4277125;0;0;1;1;1;4;2;65000;1
7227799-1;1;2;1;6;40;44;3;3;3;1;5;925148;0;0;3;3;1;3;3;3944;1
7227801-1;1;1;2;6;49;52;3;4;3;1;1;14504000;2;2;3;3;1;4;3;92940;2
7227802-1;2;1;2;6;47;39;3;3;3;1;1;6155000;2;2;3;3;1;4;2;55000;1
7227805-1;0;1;2;6;44;36;3;2;3;1;1;1000000;2;2;1;1;1;3;1;46000;2
7227811-1;0;2;1;2;46;55;3;2;3;1;2;2783333;2;2;3;3;1;4;2;70000;1
7227816-1;1;1;2;6;53;56;3;3;3;1;4;2710000;2;2;3;3;1;4;2;40000;1
7227817-1;1;1;2;2;54;48;3;3;3;1;2;1716333;2;2;1;1;1;3;2;64280;2
7227818-1;1;1;2;6;37;36;3;3;3;1;1;2073500;2;2;3;1;1;3;2;54000;1
7227819-1;0;1;2;6;34;35;3;2;3;1;1;5600000;2;2;3;3;1;4;1;50000;1
7227820-1;1;2;1;6;64;66;3;7;3;1;1;3290000;2;2;1;1;1;6;5;170000;2
7227821-1;0;2;1;2;41;42;3;3;3;2;1;2256232;2;2;2;1;1;5;2;107000;1
7227822-1;1;1;2;6;51;52;3;3;3;1;4;2925700;2;2;1;1;1;5;2;64000;2
7227823-1;0;2;1;6;55;58;3;2;3;2;1;1650000;2;0;1;1;2;4;1;60000;1
7227824-1;1;1;2;6;43;37;3;3;3;1;4;1540833;2;2;1;3;1;3;2;57000;1
7227825-1;2;2;1;6;35;37;3;4;3;2;1;2617032;2;2;3;1;1;4;3;80000;2
7227826-1;1;1;2;2;43;29;3;3;3;1;4;950000;0;0;3;3;2;3;2;50000;1
7227828-1;1;1;2;2;27;25;3;3;1;2;1;890000;0;0;3;1;2;2;1;80000;0
7227830-1;2;1;2;1;37;37;3;4;1;1;2;390000;2;2;1;3;1;5;3;25000;2
7227831-1;0;1;2;2;20;18;3;3;1;1;3;1603116;2;2;1;3;2;3;2;54000;0
7227834-1;1;1;2;6;24;23;3;3;3;1;4;1500000;2;2;1;1;1;4;2;50000;2
7227835-1;1;1;2;6;23;23;3;5;2;1;4;1628116;0;0;1;3;1;4;3;0;0
7227836-1;1;1;2;6;56;52;3;4;1;1;4;950000;2;0;0;1;1;4;2;20000;2
7227837-1;1;2;1;2;31;40;3;3;3;1;1;2208271;2;2;3;0;1;5;1;17000;1
7227839-1;0;1;2;6;68;64;3;3;1;1;1;2600000;2;2;1;1;1;5;3;150000;1
7227840-1;1;1;2;6;27;24;3;5;1;1;4;1995148;2;2;3;3;1;3;2;60385;2
7227844-1;1;2;1;6;80;93;3;3;1;4;6;125000;2;0;1;1;1;5;3;75000;2
7227848-1;1;1;2;6;70;64;3;3;4;6;4;5675000;0;2;3;3;1;4;2;150000;2
7227851-1;0;1;2;6;71;63;3;2;4;4;4;3230333;2;2;1;1;1;4;2;85000;1
7227852-1;0;1;2;6;76;51;3;2;4;6;4;2600000;0;0;3;1;1;4;1;58000;0
7227853-1;0;1;2;6;87;82;3;2;4;6;6;816666;0;0;1;1;1;4;2;116000;1
7227854-1;0;1;2;6;73;78;3;2;4;6;4;5478116;2;2;3;1;1;5;1;110000;1
7227855-1;2;1;2;6;49;41;3;4;1;2;4;2083116;0;2;1;1;1;3;2;18000;0
7227856-1;4;2;1;2;32;37;3;6;1;4;1;15030000;2;2;1;1;1;3;2;48000;4
7227858-1;0;1;2;6;57;52;3;2;5;1;1;5650000;2;2;3;3;1;4;1;120000;1
7227861-1;1;1;2;2;36;26;3;3;1;1;1;2919659;2;2;1;1;1;4;3;18000;0
7227862-1;2;1;2;6;42;41;3;4;5;1;4;2500000;2;2;1;1;1;4;3;122000;2
7227864-1;1;1;2;6;40;34;3;3;5;2;1;3359000;2;2;3;3;1;4;2;95000;2
7227867-1;2;1;2;2;67;58;3;4;3;1;1;6120033;2;2;3;3;1;5;3;100000;2
7227870-1;2;1;2;6;50;43;3;4;3;1;4;4300000;2;2;3;1;1;5;3;120000;1
7227871-1;1;2;1;6;48;54;3;3;3;1;1;2800000;2;2;3;3;1;4;2;81000;3
7227872-1;2;1;2;2;46;37;3;4;3;3;3;2585000;2;2;3;3;1;5;2;70000;2
7227875-1;1;1;2;2;70;28;3;3;3;1;3;3088333;2;2;3;3;1;3;2;51500;2
7227880-1;0;1;2;6;30;38;3;2;5;1;2;4312500;2;2;3;3;1;4;1;70000;2
7227882-1;0;2;1;6;64;69;3;2;5;4;6;5941666;2;2;1;1;1;4;1;90000;1
7227884-1;0;1;2;6;55;47;3;2;5;1;1;7875000;2;2;3;3;1;5;1;90000;2
7227885-1;1;1;2;6;51;48;3;3;5;1;4;33500000;2;2;3;3;1;5;2;150000;3
7227888-1;1;1;2;6;65;59;3;5;1;2;4;1722032;2;2;1;1;1;3;2;45000;1
7227889-1;1;1;2;2;56;45;3;3;5;1;1;10600000;2;2;3;3;1;5;2;116000;1
7227894-1;1;1;2;2;21;21;3;3;1;2;2;800000;2;2;3;1;1;3;2;25000;1
7227895-1;2;2;1;2;43;42;3;4;1;1;1;1731232;2;2;3;1;1;3;2;91374;2
7227896-1;2;1;2;6;31;29;3;4;5;1;4;3000000;2;2;3;1;1;5;3;70000;3
7227902-1;2;1;2;2;34;29;3;4;1;1;4;978116;2;2;3;1;1;4;2;65000;2
7227903-1;0;1;2;2;52;46;3;2;3;1;1;6216666;2;2;1;3;1;3;1;69000;2
7227904-1;1;2;1;2;25;29;3;3;2;4;1;1173116;2;2;3;1;1;3;2;35000;2
7227906-1;3;1;2;2;41;33;3;6;1;1;4;1195000;0;0;1;1;2;2;2;69414;0
7227916-1;0;1;2;6;92;87;3;3;3;5;5;897125;0;0;1;1;1;6;2;120000;1
7227920-1;0;1;2;6;75;63;3;2;2;4;4;1162616;0;0;1;1;1;3;1;100000;1
7227921-1;2;1;2;6;55;48;3;4;2;1;4;1665000;0;0;1;1;1;4;3;23000;2
7227924-1;0;1;2;2;47;35;3;2;2;1;4;1223333;0;0;1;3;1;3;1;48000;2
7227928-1;1;1;2;6;81;65;3;3;1;5;4;1197000;0;0;1;1;1;3;2;14000;1
7227929-1;1;1;2;6;37;36;3;3;3;1;1;9253333;2;2;3;3;1;4;2;70000;2
7227930-1;0;1;2;6;62;57;3;2;4;1;1;110750000;2;2;3;2;1;3;1;28599;1
7227932-1;0;1;2;2;46;44;3;2;3;1;1;10000000;2;2;3;3;1;4;1;55000;2
7227933-1;0;1;2;6;81;72;3;2;1;1;4;2244321;0;0;1;1;1;5;1;21205;0
7227934-1;2;2;1;2;62;54;3;5;2;6;1;3177125;0;2;1;1;1;4;3;55800;2
7227935-1;2;1;2;6;41;38;3;4;2;1;1;3725241;2;2;1;3;1;3;2;45000;0
7227936-1;1;1;2;2;64;52;3;3;3;1;4;5558333;2;2;3;3;1;4;2;78792;2
7227937-1;2;2;1;6;49;41;3;4;1;1;1;4933333;2;2;1;1;1;3;2;35900;2
7227941-1;0;1;2;6;67;69;3;2;2;4;4;483333;0;0;1;1;1;4;2;35000;0
7227946-1;1;1;2;6;45;22;3;3;2;1;4;828116;2;2;3;3;1;4;2;30000;2
7227952-1;2;1;2;2;34;35;3;4;3;1;4;1067500;2;2;1;1;1;4;3;48000;0
7227956-1;1;1;2;2;27;25;3;3;2;1;1;850000;2;2;1;3;2;3;2;41000;1
7227957-1;0;2;1;2;28;30;3;2;2;4;1;1250000;2;2;1;1;1;2;1;75000;1
7227967-1;2;1;2;2;54;33;3;4;2;1;4;1086333;0;0;1;1;1;3;2;70000;1
7227969-1;0;2;1;2;55;58;3;2;1;1;1;200000;0;0;1;1;1;5;2;80000;1
7227970-1;2;2;1;2;51;46;3;4;1;1;1;1648116;2;0;1;1;1;3;2;88292;2
7227971-1;1;1;2;2;64;51;3;4;3;1;4;1216916;0;0;1;1;1;3;2;17000;0
7227972-1;4;2;1;2;32;31;3;6;1;4;1;621666;2;1;1;1;1;3;2;90000;1
7227973-1;0;1;2;2;76;59;3;2;2;5;4;202083;0;0;1;1;1;2;1;5000;0
7227974-1;4;1;2;2;38;41;3;6;0;1;4;1105000;0;2;1;1;1;2;2;18000;0
7227976-1;3;1;2;2;33;34;3;5;2;1;4;1278116;2;2;1;1;1;3;2;27981;2
7227979-1;0;1;2;6;60;56;3;2;2;1;4;2680000;2;2;3;1;1;3;1;45000;0
7227980-1;0;1;2;6;59;60;3;2;1;1;4;600000;0;0;1;1;1;2;1;50000;0
7227981-1;0;1;2;2;65;74;3;2;2;1;4;448750;0;0;1;0;1;3;1;16000;1
7227988-1;1;1;2;6;85;77;3;3;1;4;4;912125;0;0;1;1;1;6;2;48000;0
7227990-1;2;1;2;2;45;37;3;4;1;1;4;700000;2;1;1;1;1;2;2;39000;0
7227994-1;2;1;2;6;60;57;3;4;2;1;4;1020000;1;0;1;1;1;3;2;75000;0
7227997-1;0;1;2;6;80;75;3;2;1;4;4;316666;0;0;1;1;1;4;1;43000;1
7228000-1;0;1;2;6;64;62;3;2;1;4;1;250000;0;2;3;3;1;3;1;8000;0
7228007-1;3;1;2;6;60;59;3;5;1;6;4;0;0;0;1;1;1;4;3;50000;0
7228015-1;1;1;2;2;50;42;3;3;2;1;4;1895000;2;2;2;1;1;3;2;28000;2
7228017-1;0;1;2;2;43;31;3;2;1;1;4;880000;0;1;1;1;1;2;1;35000;0
7228019-1;1;1;2;6;53;55;3;3;1;1;1;1100000;2;2;1;1;1;4;2;25000;1
7228020-1;2;1;2;2;24;27;3;4;1;1;4;850000;0;0;1;1;1;2;1;22629;0
7228026-1;0;1;2;2;63;59;3;2;1;4;1;1700000;2;2;1;1;1;3;1;23000;1
7228028-1;1;1;2;2;51;25;3;3;1;1;4;55833;0;2;1;2;1;3;1;17000;1
7228033-1;1;1;2;2;39;39;3;3;1;1;4;770666;0;0;0;1;1;2;2;25000;0
7228036-1;0;1;2;6;72;62;3;2;2;1;4;700000;0;0;1;1;1;4;3;30000;0
7228037-1;0;1;2;6;79;69;3;2;2;5;4;66666;0;0;1;0;1;3;1;52000;0
7228038-1;1;1;2;2;47;37;3;3;1;1;4;460000;0;0;1;1;1;3;2;35000;0
7228041-1;2;1;2;6;47;43;3;4;2;1;4;925000;1;1;1;1;1;4;2;18000;0
7228042-1;0;2;1;2;42;69;3;3;2;4;1;696666;0;0;1;1;1;2;2;24000;0
7228045-1;0;2;1;2;20;37;3;2;2;4;1;600000;2;1;1;1;1;3;2;31000;0
7228046-1;1;1;2;2;48;43;3;3;2;1;4;600000;0;0;0;1;1;3;2;24000;0
7228047-1;0;1;2;6;57;61;3;3;2;1;4;600000;0;0;1;0;1;3;2;2400;0
7228048-1;0;1;2;6;71;63;3;2;1;1;4;577916;0;0;1;1;1;4;1;27800;0
7228049-1;0;1;2;2;89;61;3;2;2;5;4;80000;0;0;0;0;1;1;1;5000;0
7228053-1;2;2;1;1;33;27;3;4;1;4;2;368333;1;2;1;1;1;3;1;35000;0
7228058-1;0;1;2;2;59;54;3;2;1;1;4;380000;0;0;1;1;2;2;1;20000;0
7228062-1;2;1;2;2;47;39;3;4;1;1;4;825000;0;0;1;1;1;3;2;25000;0
7228063-1;1;2;1;6;56;54;3;3;2;4;1;163333;0;0;1;1;1;4;2;34700;0
7228072-1;1;1;2;2;62;63;3;4;1;1;4;1808732;0;0;0;1;1;4;3;33951;1
7228081-1;2;2;1;2;23;33;3;4;1;4;1;1385000;2;2;1;1;1;4;3;29800;2
7228087-1;3;1;2;2;39;40;3;5;1;1;4;1513648;2;0;0;1;1;3;2;32000;2
7228088-1;1;2;1;2;24;44;3;3;2;4;1;3134800;2;2;3;1;1;4;2;36000;2
7228090-1;1;2;1;2;41;35;3;4;2;4;1;2463831;2;2;1;1;1;4;2;22000;2
7228092-1;1;1;2;6;44;38;3;3;2;1;1;5400916;2;2;3;1;1;4;2;30000;2
7228093-1;1;1;2;6;64;61;3;3;2;1;5;950000;0;0;1;1;1;4;2;62000;0
7228094-1;1;1;2;6;56;53;3;3;2;1;4;2442500;2;2;3;3;1;4;2;38000;2
7228095-1;1;1;2;2;29;32;3;3;2;1;1;2214248;2;2;1;3;1;3;2;20000;2
7228096-1;0;1;2;2;57;47;3;2;2;1;1;1013333;0;0;1;1;1;3;1;18000;0
7228097-1;2;2;1;2;40;42;3;4;2;4;1;685000;0;0;1;1;1;3;2;28000;0
7228100-1;1;1;2;2;27;19;3;2;1;1;4;928116;2;2;1;1;1;4;2;13000;0
7228101-1;1;1;2;2;54;58;3;3;2;1;4;1081666;0;0;1;1;1;3;2;12000;0
7228102-1;0;2;1;2;67;69;3;2;2;4;1;1900000;0;0;1;0;1;4;1;22000;0
7228103-1;1;1;2;6;65;61;3;3;1;1;4;1268000;0;0;1;1;1;4;2;28000;2
7228104-1;1;1;2;6;68;50;3;4;2;6;4;2635000;0;2;1;1;1;4;2;28500;2
7228107-1;0;1;2;2;65;65;3;2;1;1;4;1033333;0;0;1;1;1;3;1;29000;2
7228109-1;2;1;2;2;43;43;3;4;1;1;4;896666;1;0;1;1;1;3;2;22000;0
7228110-1;1;1;2;6;59;62;3;3;1;1;4;996250;0;0;1;1;1;4;2;12000;0
7228112-1;2;2;1;6;42;48;3;4;2;4;1;1730000;2;2;1;1;1;4;3;15000;2
7228113-1;3;1;2;2;36;34;3;5;1;1;4;1371666;2;2;1;1;1;3;2;23400;0
7228118-1;2;1;2;2;55;42;3;4;2;1;4;1940000;2;2;3;3;1;5;3;35000;1
7228120-1;0;1;2;2;66;55;3;2;2;1;1;315000;2;2;1;1;1;1;1;19000;0
7228122-1;1;1;2;2;23;22;3;3;1;1;1;2420333;2;2;3;2;1;2;1;15000;2
7228127-1;1;1;2;6;62;66;3;3;2;1;4;1400000;0;0;1;1;1;3;3;12000;0
7228129-1;0;1;2;2;63;53;3;2;2;1;4;300000;0;0;1;1;1;2;1;34000;0
7228132-1;4;1;2;2;47;30;3;5;2;1;4;760000;0;0;1;1;2;4;2;28000;0
7228133-1;6;1;2;2;27;32;3;7;2;1;1;1665000;0;2;1;1;1;3;3;30000;1
7228134-1;0;1;2;2;58;54;3;4;2;1;4;623666;0;2;0;1;1;7;2;17000;1
7228135-1;3;1;2;2;35;24;3;6;2;1;4;1197500;2;2;1;1;1;3;3;6000;2
7228138-1;3;1;2;2;31;27;3;4;0;1;4;1146500;2;2;1;1;1;3;2;62342;0
7228144-1;1;1;2;6;41;37;3;3;3;1;1;7350000;2;2;3;3;1;3;2;50000;1
7228146-1;1;1;2;2;36;39;3;3;2;1;4;2613333;2;2;1;1;1;3;2;4500;2
7228147-1;2;1;2;6;42;37;3;4;2;1;4;712000;2;2;3;1;1;2;2;11500;1
7228149-1;2;1;2;2;47;40;3;5;0;6;4;839500;0;0;1;1;1;2;2;96258;0
7228150-1;1;1;2;6;65;52;3;3;2;1;4;946250;0;0;1;1;1;2;2;12000;0
7228154-1;3;1;2;2;39;30;3;6;2;1;4;1582500;2;2;1;1;1;3;3;32000;2
7228157-1;0;1;2;2;53;55;3;2;2;1;4;800000;0;0;1;1;1;3;1;34000;2
7228158-1;4;1;2;2;59;52;3;7;2;1;4;1908116;2;0;1;1;1;6;5;30000;0
7228159-1;1;1;2;1;34;26;3;2;2;1;4;1000000;0;0;1;1;2;3;1;15000;0
7228162-1;1;2;1;6;69;80;3;3;2;4;2;134166;0;0;1;1;1;3;2;17800;0
7228165-1;0;1;2;6;71;67;3;2;2;1;4;500000;0;0;1;1;1;3;2;40000;1
7228167-1;0;1;2;2;24;23;3;2;2;1;4;1440000;2;2;3;3;1;1;1;43028;0
7228174-1;1;1;2;2;72;43;3;3;1;1;4;900000;2;2;1;1;1;3;2;40000;1
7228178-1;1;1;2;2;38;38;3;5;2;1;1;1418333;2;2;1;1;1;6;2;23988;2
7228185-1;2;1;2;2;40;40;3;5;1;1;4;1825000;0;0;1;1;1;3;3;9000;0
7228187-1;2;1;2;2;55;35;3;4;2;1;4;795000;0;0;1;1;1;2;1;10000;0
7228188-1;1;1;2;2;27;42;3;4;1;1;4;900000;1;0;1;1;1;2;2;25000;0
7228189-1;1;1;2;2;60;26;3;3;1;1;4;750000;0;0;1;1;2;2;1;12000;0
